# 1:time 2:Lum 3:eave 4:erms 5:eskw
0.0100 1.43683e-22 1.07147e+01 1.19929e+01 1.32419e+01
0.0110 1.18770e-22 1.01919e+01 1.13812e+01 1.25087e+01
0.0120 9.93323e-23 9.85369e+00 1.09879e+01 1.20597e+01
0.0130 9.05986e-23 9.59554e+00 1.07122e+01 1.17813e+01
0.0140 8.35766e-23 9.48603e+00 1.06007e+01 1.16774e+01
0.0150 7.87787e-23 9.41882e+00 1.05335e+01 1.16136e+01
0.0160 7.24709e-23 9.21201e+00 1.02950e+01 1.13575e+01
0.0170 6.64800e-23 8.98537e+00 1.00395e+01 1.10853e+01
0.0180 6.24724e-23 8.83963e+00 9.85732e+00 1.08740e+01
0.0190 5.82331e-23 8.76064e+00 9.77603e+00 1.07940e+01
0.0200 5.49437e-23 8.64035e+00 9.62634e+00 1.06183e+01
0.0210 5.32036e-23 8.60254e+00 9.58796e+00 1.05812e+01
0.0220 5.15178e-23 8.53491e+00 9.51785e+00 1.05114e+01
0.0230 4.96320e-23 8.49876e+00 9.49204e+00 1.04971e+01
0.0240 4.89760e-23 8.59958e+00 9.67923e+00 1.07959e+01
0.0250 4.69270e-23 8.51178e+00 9.61095e+00 1.07933e+01
0.0260 4.62689e-23 8.49907e+00 9.58683e+00 1.07537e+01
0.0270 4.59073e-23 8.52013e+00 9.62013e+00 1.08031e+01
0.0280 4.51333e-23 8.51832e+00 9.62618e+00 1.08204e+01
0.0290 4.40633e-23 8.47522e+00 9.57011e+00 1.07467e+01
0.0300 4.34632e-23 8.48417e+00 9.59213e+00 1.07872e+01
0.0310 4.34769e-23 8.51719e+00 9.62552e+00 1.08098e+01
0.0320 4.19379e-23 8.42610e+00 9.51175e+00 1.06754e+01
0.0330 4.13216e-23 8.39775e+00 9.48406e+00 1.06506e+01
0.0340 4.06576e-23 8.35604e+00 9.42883e+00 1.05796e+01
0.0350 4.04339e-23 8.37857e+00 9.45521e+00 1.06066e+01
0.0360 4.03978e-23 8.39305e+00 9.47269e+00 1.06276e+01
0.0370 4.10496e-23 8.45492e+00 9.54510e+00 1.07071e+01
0.0380 4.02292e-23 8.39935e+00 9.47725e+00 1.06287e+01
0.0390 4.01032e-23 8.40505e+00 9.48574e+00 1.06398e+01
0.0400 3.99454e-23 8.41313e+00 9.49891e+00 1.06593e+01
0.0410 3.97203e-23 8.41109e+00 9.49330e+00 1.06484e+01
0.0420 3.95817e-23 8.42120e+00 9.50859e+00 1.06703e+01
0.0430 3.94277e-23 8.42417e+00 9.51044e+00 1.06696e+01
0.0440 3.92417e-23 8.42866e+00 9.51658e+00 1.06777e+01
0.0450 3.91166e-23 8.43812e+00 9.52905e+00 1.06941e+01
0.0460 3.90472e-23 8.44682e+00 9.54023e+00 1.07073e+01
0.0470 3.90031e-23 8.45562e+00 9.54901e+00 1.07152e+01
0.0480 3.90707e-23 8.49064e+00 9.60534e+00 1.07996e+01
0.0490 3.90106e-23 8.49017e+00 9.59555e+00 1.07760e+01
0.0500 3.90122e-23 8.49578e+00 9.60006e+00 1.07783e+01
0.0510 3.90160e-23 8.50731e+00 9.61373e+00 1.07935e+01
0.0520 3.90744e-23 8.53283e+00 9.64794e+00 1.08387e+01
0.0530 3.90718e-23 8.53541e+00 9.64832e+00 1.08354e+01
0.0540 3.91219e-23 8.56053e+00 9.68326e+00 1.08829e+01
0.0550 3.91489e-23 8.57075e+00 9.69339e+00 1.08915e+01
0.0560 3.91271e-23 8.58597e+00 9.71464e+00 1.09199e+01
0.0570 3.94407e-23 8.63354e+00 9.77452e+00 1.09934e+01
0.0580 3.91486e-23 8.61555e+00 9.74873e+00 1.09580e+01
0.0590 3.91471e-23 8.62837e+00 9.76377e+00 1.09749e+01
0.0600 3.92041e-23 8.64419e+00 9.78204e+00 1.09958e+01
0.0610 3.91840e-23 8.66733e+00 9.81585e+00 1.10430e+01
0.0620 3.92276e-23 8.67174e+00 9.81275e+00 1.10286e+01
0.0630 3.92272e-23 8.68800e+00 9.83491e+00 1.10581e+01
0.0640 3.93090e-23 8.70979e+00 9.86171e+00 1.10898e+01
0.0650 3.93444e-23 8.72206e+00 9.87525e+00 1.11045e+01
0.0660 3.93803e-23 8.74283e+00 9.90316e+00 1.11405e+01
0.0670 3.94974e-23 8.76228e+00 9.92577e+00 1.11659e+01
0.0680 3.95136e-23 8.78336e+00 9.95586e+00 1.12072e+01
0.0690 3.95697e-23 8.79155e+00 9.96049e+00 1.12057e+01
0.0700 3.96946e-23 8.82551e+00 1.00087e+01 1.12716e+01
0.0710 3.97557e-23 8.83704e+00 1.00204e+01 1.12819e+01
0.0720 3.97114e-23 8.84482e+00 1.00311e+01 1.12958e+01
0.0730 3.98370e-23 8.86528e+00 1.00571e+01 1.13275e+01
0.0740 3.98654e-23 8.87998e+00 1.00776e+01 1.13550e+01
0.0750 3.98382e-23 8.89194e+00 1.00929e+01 1.13736e+01
0.0760 3.98749e-23 8.90795e+00 1.01141e+01 1.14004e+01
0.0770 3.99289e-23 8.92606e+00 1.01355e+01 1.14243e+01
0.0780 3.98639e-23 8.93579e+00 1.01500e+01 1.14449e+01
0.0790 3.98930e-23 8.95241e+00 1.01691e+01 1.14658e+01
0.0800 3.98804e-23 8.96989e+00 1.01917e+01 1.14937e+01
0.0810 3.98504e-23 8.99053e+00 1.02200e+01 1.15310e+01
0.0820 3.98616e-23 9.00902e+00 1.02439e+01 1.15600e+01
0.0830 3.97573e-23 9.01854e+00 1.02553e+01 1.15728e+01
0.0840 3.96299e-23 9.02365e+00 1.02605e+01 1.15773e+01
0.0850 3.94971e-23 9.03638e+00 1.02778e+01 1.15996e+01
0.0860 3.93339e-23 9.04359e+00 1.02853e+01 1.16065e+01
0.0870 3.91746e-23 9.05020e+00 1.02926e+01 1.16140e+01
0.0880 3.90085e-23 9.05871e+00 1.03032e+01 1.16267e+01
0.0890 3.87981e-23 9.05786e+00 1.02969e+01 1.16127e+01
0.0900 3.87048e-23 9.07243e+00 1.03158e+01 1.16368e+01
0.0910 3.86075e-23 9.08057e+00 1.03222e+01 1.16396e+01
0.0920 3.85460e-23 9.09615e+00 1.03416e+01 1.16631e+01
0.0930 3.84835e-23 9.10987e+00 1.03572e+01 1.16797e+01
0.0940 3.84745e-23 9.12733e+00 1.03782e+01 1.17038e+01
0.0950 3.84580e-23 9.14462e+00 1.03994e+01 1.17284e+01
0.0960 3.84678e-23 9.16616e+00 1.04275e+01 1.17632e+01
0.0970 3.85037e-23 9.18915e+00 1.04571e+01 1.17997e+01
0.0980 3.85219e-23 9.21079e+00 1.04850e+01 1.18339e+01
0.0990 3.85374e-23 9.23154e+00 1.05114e+01 1.18659e+01
0.1000 3.85559e-23 9.25383e+00 1.05409e+01 1.19030e+01
0.1010 3.85348e-23 9.27163e+00 1.05637e+01 1.19310e+01
0.1020 3.85019e-23 9.28813e+00 1.05853e+01 1.19577e+01
0.1030 3.84784e-23 9.30590e+00 1.06088e+01 1.19872e+01
0.1040 3.84294e-23 9.32109e+00 1.06285e+01 1.20113e+01
0.1050 3.83726e-23 9.33503e+00 1.06466e+01 1.20333e+01
0.1060 3.83416e-23 9.34989e+00 1.06657e+01 1.20565e+01
0.1070 3.83013e-23 9.36283e+00 1.06824e+01 1.20767e+01
0.1080 3.82633e-23 9.37594e+00 1.06993e+01 1.20969e+01
0.1090 3.82286e-23 9.38945e+00 1.07162e+01 1.21165e+01
0.1100 3.81987e-23 9.40256e+00 1.07321e+01 1.21347e+01
0.1110 3.81531e-23 9.41389e+00 1.07453e+01 1.21490e+01
0.1120 3.80931e-23 9.42566e+00 1.07595e+01 1.21648e+01
0.1130 3.80426e-23 9.43914e+00 1.07753e+01 1.21821e+01
0.1140 3.79969e-23 9.45456e+00 1.07936e+01 1.22026e+01
0.1150 3.79401e-23 9.46800e+00 1.08093e+01 1.22200e+01
