# 1:time 2:Lum 3:eave 4:erms 5:eskw
0.0100 1.87536e-22 1.16338e+01 1.30002e+01 1.43508e+01
0.0110 1.54395e-22 1.13338e+01 1.26411e+01 1.39577e+01
0.0120 1.27178e-22 1.07997e+01 1.20962e+01 1.34037e+01
0.0130 1.15315e-22 1.06902e+01 1.19197e+01 1.31318e+01
0.0140 1.02173e-22 1.04265e+01 1.17615e+01 1.31368e+01
0.0150 9.19292e-23 1.01875e+01 1.15719e+01 1.30315e+01
0.0160 8.53066e-23 9.99682e+00 1.13237e+01 1.27203e+01
0.0170 8.02160e-23 9.83160e+00 1.11316e+01 1.25123e+01
0.0180 7.65744e-23 9.70601e+00 1.09454e+01 1.22437e+01
0.0190 6.73537e-23 9.50422e+00 1.07393e+01 1.20497e+01
0.0200 6.43860e-23 9.40141e+00 1.06416e+01 1.19712e+01
0.0210 6.37280e-23 9.32945e+00 1.05741e+01 1.19197e+01
0.0220 6.18614e-23 9.14151e+00 1.03392e+01 1.16397e+01
0.0230 5.93549e-23 8.98539e+00 1.01413e+01 1.13977e+01
0.0240 5.53228e-23 8.82726e+00 9.92541e+00 1.11097e+01
0.0250 5.28319e-23 8.76110e+00 9.83819e+00 1.09956e+01
0.0260 5.22312e-23 8.75649e+00 9.79980e+00 1.09065e+01
0.0270 5.22599e-23 8.77834e+00 9.81238e+00 1.09009e+01
0.0280 5.23527e-23 8.84442e+00 9.91342e+00 1.10473e+01
0.0290 5.09510e-23 8.85876e+00 9.95537e+00 1.11281e+01
0.0300 4.87857e-23 8.80923e+00 9.90577e+00 1.10788e+01
0.0310 4.68563e-23 8.76240e+00 9.84863e+00 1.10084e+01
0.0320 4.51312e-23 8.69835e+00 9.76697e+00 1.09032e+01
0.0330 4.38346e-23 8.66399e+00 9.72611e+00 1.08535e+01
0.0340 4.25110e-23 8.63130e+00 9.68628e+00 1.08032e+01
0.0350 4.12725e-23 8.60905e+00 9.65678e+00 1.07629e+01
0.0360 4.03639e-23 8.59850e+00 9.63883e+00 1.07336e+01
0.0370 3.99387e-23 8.61548e+00 9.65750e+00 1.07530e+01
0.0380 3.95475e-23 8.61796e+00 9.65803e+00 1.07498e+01
