# 1:time 2:Lum 3:eave 4:erms 5:eskw
0.0100 2.63323e-22 1.23944e+01 1.38509e+01 1.53273e+01
0.0110 2.17536e-22 1.18324e+01 1.32497e+01 1.46900e+01
0.0120 1.79435e-22 1.13958e+01 1.26896e+01 1.40006e+01
0.0130 1.69074e-22 1.13614e+01 1.26618e+01 1.39538e+01
0.0140 1.55116e-22 1.11712e+01 1.24439e+01 1.37077e+01
0.0150 1.42708e-22 1.08641e+01 1.20849e+01 1.33114e+01
0.0160 1.32179e-22 1.07564e+01 1.20283e+01 1.33083e+01
0.0170 1.25902e-22 1.06923e+01 1.19071e+01 1.31167e+01
0.0180 1.16472e-22 1.03655e+01 1.16066e+01 1.28631e+01
0.0190 1.11330e-22 1.03496e+01 1.16203e+01 1.29089e+01
0.0200 1.05076e-22 1.01525e+01 1.13983e+01 1.26689e+01
0.0210 1.01381e-22 1.00192e+01 1.12539e+01 1.25170e+01
0.0220 9.81888e-23 9.93002e+00 1.11647e+01 1.24329e+01
0.0230 9.47282e-23 9.81619e+00 1.10366e+01 1.22933e+01
0.0240 9.18867e-23 9.69677e+00 1.08969e+01 1.21346e+01
0.0250 8.95482e-23 9.63712e+00 1.08413e+01 1.20857e+01
0.0260 8.66753e-23 9.48370e+00 1.06399e+01 1.18322e+01
0.0270 8.46571e-23 9.41636e+00 1.05521e+01 1.17165e+01
0.0280 8.22510e-23 9.32962e+00 1.04414e+01 1.15784e+01
0.0290 8.05116e-23 9.28043e+00 1.03781e+01 1.14965e+01
0.0300 7.94716e-23 9.25333e+00 1.03389e+01 1.14398e+01
0.0310 7.82031e-23 9.21756e+00 1.02935e+01 1.13814e+01
0.0320 7.71589e-23 9.20229e+00 1.02795e+01 1.13694e+01
0.0330 7.59542e-23 9.17321e+00 1.02455e+01 1.13306e+01
0.0340 7.52454e-23 9.17631e+00 1.02640e+01 1.13752e+01
0.0350 7.50293e-23 9.21980e+00 1.03556e+01 1.15426e+01
0.0360 7.46833e-23 9.25751e+00 1.04459e+01 1.17141e+01
0.0370 7.38416e-23 9.25601e+00 1.04636e+01 1.17615e+01
0.0380 7.29894e-23 9.24810e+00 1.04567e+01 1.17556e+01
0.0390 7.20706e-23 9.22923e+00 1.04334e+01 1.17270e+01
0.0400 7.15233e-23 9.22908e+00 1.04324e+01 1.17234e+01
0.0410 7.10691e-23 9.23110e+00 1.04344e+01 1.17251e+01
0.0420 7.04749e-23 9.22358e+00 1.04265e+01 1.17176e+01
0.0430 6.97965e-23 9.20722e+00 1.04066e+01 1.16935e+01
0.0440 6.92482e-23 9.19338e+00 1.03893e+01 1.16718e+01
0.0450 6.88626e-23 9.19342e+00 1.03900e+01 1.16725e+01
0.0460 6.85323e-23 9.19235e+00 1.03864e+01 1.16642e+01
0.0470 6.84344e-23 9.20765e+00 1.04049e+01 1.16855e+01
0.0480 6.83863e-23 9.22247e+00 1.04231e+01 1.17066e+01
0.0490 6.84592e-23 9.23832e+00 1.04410e+01 1.17256e+01
0.0500 6.86478e-23 9.25860e+00 1.04679e+01 1.17598e+01
0.0510 6.88667e-23 9.27991e+00 1.04973e+01 1.17980e+01
0.0520 6.91799e-23 9.30833e+00 1.05339e+01 1.18431e+01
0.0530 6.92147e-23 9.32464e+00 1.05577e+01 1.18754e+01
0.0540 6.92756e-23 9.34212e+00 1.05794e+01 1.19014e+01
0.0550 6.93248e-23 9.35676e+00 1.05963e+01 1.19199e+01
0.0560 6.94735e-23 9.37481e+00 1.06196e+01 1.19487e+01
0.0570 6.96324e-23 9.39103e+00 1.06401e+01 1.19732e+01
0.0580 6.97708e-23 9.40557e+00 1.06582e+01 1.19946e+01
0.0590 6.99055e-23 9.42444e+00 1.06829e+01 1.20252e+01
0.0600 6.99604e-23 9.44196e+00 1.07050e+01 1.20515e+01
0.0610 7.00554e-23 9.46442e+00 1.07331e+01 1.20852e+01
0.0620 7.01454e-23 9.48319e+00 1.07558e+01 1.21113e+01
0.0630 7.02772e-23 9.50277e+00 1.07794e+01 1.21384e+01
0.0640 7.03678e-23 9.52050e+00 1.08020e+01 1.21660e+01
0.0650 7.05563e-23 9.54560e+00 1.08340e+01 1.22049e+01
0.0660 7.05732e-23 9.55949e+00 1.08510e+01 1.22247e+01
0.0670 7.06553e-23 9.58137e+00 1.08792e+01 1.22594e+01
0.0680 7.07590e-23 9.60078e+00 1.09019e+01 1.22845e+01
0.0690 7.09565e-23 9.62483e+00 1.09311e+01 1.23185e+01
0.0700 7.12208e-23 9.65106e+00 1.09627e+01 1.23545e+01
0.0710 7.14463e-23 9.67519e+00 1.09922e+01 1.23888e+01
0.0720 7.17342e-23 9.70337e+00 1.10271e+01 1.24300e+01
0.0730 7.20092e-23 9.73203e+00 1.10629e+01 1.24724e+01
0.0740 7.22618e-23 9.76235e+00 1.11008e+01 1.25178e+01
0.0750 7.24793e-23 9.78855e+00 1.11320e+01 1.25528e+01
0.0760 7.26438e-23 9.81522e+00 1.11648e+01 1.25916e+01
0.0770 7.27972e-23 9.84105e+00 1.11963e+01 1.26284e+01
0.0780 7.28899e-23 9.86138e+00 1.12195e+01 1.26535e+01
0.0790 7.30373e-23 9.88671e+00 1.12506e+01 1.26900e+01
0.0800 7.31729e-23 9.91014e+00 1.12782e+01 1.27209e+01
0.0810 7.33348e-23 9.93673e+00 1.13113e+01 1.27599e+01
0.0820 7.35503e-23 9.96457e+00 1.13447e+01 1.27978e+01
0.0830 7.37540e-23 9.99302e+00 1.13794e+01 1.28380e+01
0.0840 7.39631e-23 1.00199e+01 1.14116e+01 1.28747e+01
0.0850 7.41518e-23 1.00461e+01 1.14436e+01 1.29118e+01
0.0860 7.43388e-23 1.00756e+01 1.14806e+01 1.29562e+01
0.0870 7.44271e-23 1.00982e+01 1.15075e+01 1.29864e+01
0.0880 7.45449e-23 1.01254e+01 1.15413e+01 1.30266e+01
0.0890 7.46066e-23 1.01477e+01 1.15680e+01 1.30568e+01
0.0900 7.46785e-23 1.01710e+01 1.15959e+01 1.30887e+01
0.0910 7.47563e-23 1.01948e+01 1.16249e+01 1.31221e+01
