# TBinMid=3.71519 ssec TBinWidth=7.77057 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   4.20000000E-02   1.07537403E+07   1.00712582E+07   1.00712582E+07   1.43741009E+07   1.22219436E+07   1.22219436E+07
   4.22000000E-02   1.03478458E+07   9.68918596E+06   9.68918596E+06   1.38411544E+07   1.17498804E+07   1.17498804E+07
   4.24000000E-02   9.95696013E+06   9.32134583E+06   9.32134583E+06   1.33273862E+07   1.12955883E+07   1.12955883E+07
   4.26000000E-02   9.58054237E+06   8.96721945E+06   8.96721945E+06   1.28321342E+07   1.08584216E+07   1.08584216E+07
   4.28000000E-02   9.21807062E+06   8.62630676E+06   8.62630676E+06   1.23547578E+07   1.04377571E+07   1.04377571E+07
   4.30000000E-02   8.86904115E+06   8.29812543E+06   8.29812543E+06   1.18946373E+07   1.00329928E+07   1.00329928E+07
   4.32000000E-02   8.53296781E+06   7.98221027E+06   7.98221027E+06   1.14511732E+07   9.64354777E+06   9.64354777E+06
   4.34000000E-02   8.20938148E+06   7.67811261E+06   7.67811261E+06   1.10237857E+07   9.26886127E+06   9.26886127E+06
   4.36000000E-02   7.89782950E+06   7.38539977E+06   7.38539977E+06   1.06119140E+07   8.90839208E+06   8.90839208E+06
   4.38000000E-02   7.59787507E+06   7.10365448E+06   7.10365448E+06   1.02150158E+07   8.56161793E+06   8.56161793E+06
   4.40000000E-02   7.30909679E+06   6.83247437E+06   6.83247437E+06   9.83256680E+06   8.22803483E+06   8.22803483E+06
   4.42000000E-02   7.03108806E+06   6.57147145E+06   6.57147145E+06   9.46405993E+06   7.90715654E+06   7.90715654E+06
   4.44000000E-02   6.76345665E+06   6.32027159E+06   6.32027159E+06   9.10900510E+06   7.59851393E+06   7.59851393E+06
   4.46000000E-02   6.50582419E+06   6.07851410E+06   6.07851410E+06   8.76692856E+06   7.30165444E+06   7.30165444E+06
   4.48000000E-02   6.25782567E+06   5.84585119E+06   5.84585119E+06   8.43737236E+06   7.01614155E+06   7.01614155E+06
   4.50000000E-02   6.01910905E+06   5.62194759E+06   5.62194759E+06   8.11989395E+06   6.74155424E+06   6.74155424E+06
   4.52000000E-02   5.78933474E+06   5.40648007E+06   5.40648007E+06   7.81406563E+06   6.47748643E+06   6.47748643E+06
   4.54000000E-02   5.56817524E+06   5.19913703E+06   5.19913703E+06   7.51947412E+06   6.22354657E+06   6.22354657E+06
   4.56000000E-02   5.35531470E+06   4.99961812E+06   4.99961812E+06   7.23572013E+06   5.97935707E+06   5.97935707E+06
   4.58000000E-02   5.15044853E+06   4.80763380E+06   4.80763380E+06   6.96241788E+06   5.74455388E+06   5.74455388E+06
   4.60000000E-02   4.95328300E+06   4.62290501E+06   4.62290501E+06   6.69919469E+06   5.51878601E+06   5.51878601E+06
   4.62000000E-02   4.76353488E+06   4.44516278E+06   4.44516278E+06   6.44569060E+06   5.30171510E+06   5.30171510E+06
   4.64000000E-02   4.58093106E+06   4.27414785E+06   4.27414785E+06   6.20155790E+06   5.09301500E+06   5.09301500E+06
   4.66000000E-02   4.40520824E+06   4.10961040E+06   4.10961040E+06   5.96646081E+06   4.89237133E+06   4.89237133E+06
   4.68000000E-02   4.23611254E+06   3.95130965E+06   3.95130965E+06   5.74007503E+06   4.69948108E+06   4.69948108E+06
   4.70000000E-02   4.07339921E+06   3.79901356E+06   3.79901356E+06   5.52208744E+06   4.51405225E+06   4.51405225E+06
   4.72000000E-02   3.91683230E+06   3.65249854E+06   3.65249854E+06   5.31219569E+06   4.33580344E+06   4.33580344E+06
   4.74000000E-02   3.76618437E+06   3.51154913E+06   3.51154913E+06   5.11010788E+06   4.16446350E+06   4.16446350E+06
   4.76000000E-02   3.62123616E+06   3.37595775E+06   3.37595775E+06   4.91554219E+06   3.99977118E+06   3.99977118E+06
   4.78000000E-02   3.48177634E+06   3.24552434E+06   3.24552434E+06   4.72822659E+06   3.84147476E+06   3.84147476E+06
   4.80000000E-02   3.34760122E+06   3.12005620E+06   3.12005620E+06   4.54789850E+06   3.68933176E+06   3.68933176E+06
   4.82000000E-02   3.21851447E+06   2.99936763E+06   2.99936763E+06   4.37430449E+06   3.54310857E+06   3.54310857E+06
   4.84000000E-02   3.09432688E+06   2.88327976E+06   2.88327976E+06   4.20719994E+06   3.40258019E+06   3.40258019E+06
   4.86000000E-02   2.97485611E+06   2.77162024E+06   2.77162024E+06   4.04634883E+06   3.26752987E+06   3.26752987E+06
   4.88000000E-02   2.85992643E+06   2.66422308E+06   2.66422308E+06   3.89152337E+06   3.13774890E+06   3.13774890E+06
   4.90000000E-02   2.74936852E+06   2.56092833E+06   2.56092833E+06   3.74250379E+06   3.01303624E+06   3.01303624E+06
   4.92000000E-02   2.64301920E+06   2.46158197E+06   2.46158197E+06   3.59907802E+06   2.89319830E+06   2.89319830E+06
   4.94000000E-02   2.54072125E+06   2.36603561E+06   2.36603561E+06   3.46104149E+06   2.77804867E+06   2.77804867E+06
   4.96000000E-02   2.44232320E+06   2.27414633E+06   2.27414633E+06   3.32819685E+06   2.66740786E+06   2.66740786E+06
   4.98000000E-02   2.34767908E+06   2.18577647E+06   2.18577647E+06   3.20035370E+06   2.56110304E+06   2.56110304E+06
   5.00000000E-02   2.25664830E+06   2.10079348E+06   2.10079348E+06   3.07732842E+06   2.45896783E+06   2.45896783E+06
   5.02000000E-02   2.16909537E+06   2.01906965E+06   2.01906965E+06   2.95894388E+06   2.36084206E+06   2.36084206E+06
   5.04000000E-02   2.08488982E+06   1.94048204E+06   1.94048204E+06   2.84502927E+06   2.26657153E+06   2.26657153E+06
   5.06000000E-02   2.00390591E+06   1.86491222E+06   1.86491222E+06   2.73541984E+06   2.17600781E+06   2.17600781E+06
   5.08000000E-02   1.92602257E+06   1.79224617E+06   1.79224617E+06   2.62995673E+06   2.08900804E+06   2.08900804E+06
   5.10000000E-02   1.85112314E+06   1.72237408E+06   1.72237408E+06   2.52848677E+06   2.00543470E+06   2.00543470E+06
   5.12000000E-02   1.77909529E+06   1.65519022E+06   1.65519022E+06   2.43086223E+06   1.92515548E+06   1.92515548E+06
   5.14000000E-02   1.70983080E+06   1.59059278E+06   1.59059278E+06   2.33694073E+06   1.84804299E+06   1.84804299E+06
   5.16000000E-02   1.64322545E+06   1.52848374E+06   1.52848374E+06   2.24658496E+06   1.77397470E+06   1.77397470E+06
   5.18000000E-02   1.57917889E+06   1.46876871E+06   1.46876871E+06   2.15966257E+06   1.70283265E+06   1.70283265E+06
   5.20000000E-02   1.51759444E+06   1.41135684E+06   1.41135684E+06   2.07604597E+06   1.63450336E+06   1.63450336E+06
   5.22000000E-02   1.45837903E+06   1.35616064E+06   1.35616064E+06   1.99561218E+06   1.56887767E+06   1.56887767E+06
   5.24000000E-02   1.40144303E+06   1.30309589E+06   1.30309589E+06   1.91824265E+06   1.50585050E+06   1.50585050E+06
   5.26000000E-02   1.34670011E+06   1.25208152E+06   1.25208152E+06   1.84382313E+06   1.44532081E+06   1.44532081E+06
   5.28000000E-02   1.29406717E+06   1.20303948E+06   1.20303948E+06   1.77224352E+06   1.38719135E+06   1.38719135E+06
   5.30000000E-02   1.24346419E+06   1.15589464E+06   1.15589464E+06   1.70339768E+06   1.33136861E+06   1.33136861E+06
   5.32000000E-02   1.19481412E+06   1.11057468E+06   1.11057468E+06   1.63718338E+06   1.27776261E+06   1.27776261E+06
   5.34000000E-02   1.14804278E+06   1.06700999E+06   1.06700999E+06   1.57350206E+06   1.22628682E+06   1.22628682E+06
   5.36000000E-02   1.10307875E+06   1.02513358E+06   1.02513358E+06   1.51225878E+06   1.17685800E+06   1.17685800E+06
   5.38000000E-02   1.05985328E+06   9.84880949E+05   9.84880949E+05   1.45336206E+06   1.12939610E+06   1.12939610E+06
   5.40000000E-02   1.01830018E+06   9.46190033E+05   9.46190033E+05   1.39672377E+06   1.08382413E+06   1.08382413E+06
   5.42000000E-02   9.78355740E+05   9.09001099E+05   9.09001099E+05   1.34225899E+06   1.04006805E+06   1.04006805E+06
   5.44000000E-02   9.39958617E+05   8.73256657E+05   8.73256657E+05   1.28988591E+06   9.98056654E+05   9.98056654E+05
   5.46000000E-02   9.03049777E+05   8.38901380E+05   8.38901380E+05   1.23952575E+06   9.57721474E+05   9.57721474E+05
   5.48000000E-02   8.67572393E+05   8.05882028E+05   8.05882028E+05   1.19110259E+06   9.18996673E+05   9.18996673E+05
   5.50000000E-02   8.33471769E+05   7.74147365E+05   7.74147365E+05   1.14454333E+06   8.81818949E+05   8.81818949E+05
   5.52000000E-02   8.00695259E+05   7.43648089E+05   7.43648089E+05   1.09977754E+06   8.46127437E+05   8.46127437E+05
   5.54000000E-02   7.69192197E+05   7.14336759E+05   7.14336759E+05   1.05673740E+06   8.11863620E+05   8.11863620E+05
   5.56000000E-02   7.38913820E+05   6.86167725E+05   6.86167725E+05   1.01535760E+06   7.78971238E+05   7.78971238E+05
   5.58000000E-02   7.09813199E+05   6.59097066E+05   6.59097066E+05   9.75575223E+05   7.47396207E+05   7.47396207E+05
   5.60000000E-02   6.81845174E+05   6.33082519E+05   6.33082519E+05   9.37329706E+05   7.17086535E+05   7.17086535E+05
   5.62000000E-02   6.54966283E+05   6.08083425E+05   6.08083425E+05   9.00562712E+05   6.87992242E+05   6.87992242E+05
   5.64000000E-02   6.29134707E+05   5.84060663E+05   5.84060663E+05   8.65218077E+05   6.60065286E+05   6.60065286E+05
   5.66000000E-02   6.04310204E+05   5.60976598E+05   5.60976598E+05   8.31241720E+05   6.33259491E+05   6.33259491E+05
   5.68000000E-02   5.80454052E+05   5.38795021E+05   5.38795021E+05   7.98581572E+05   6.07530471E+05   6.07530471E+05
   5.70000000E-02   5.57528993E+05   5.17481101E+05   5.17481101E+05   7.67187501E+05   5.82835568E+05   5.82835568E+05
   5.72000000E-02   5.35499180E+05   4.97001328E+05   4.97001328E+05   7.37011246E+05   5.59133784E+05   5.59133784E+05
   5.74000000E-02   5.14330121E+05   4.77323468E+05   4.77323468E+05   7.08006343E+05   5.36385716E+05   5.36385716E+05
   5.76000000E-02   4.93988633E+05   4.58416514E+05   4.58416514E+05   6.80128067E+05   5.14553500E+05   5.14553500E+05
   5.78000000E-02   4.74442793E+05   4.40250640E+05   4.40250640E+05   6.53333364E+05   4.93600747E+05   4.93600747E+05
   5.80000000E-02   4.55661886E+05   4.22797157E+05   4.22797157E+05   6.27580789E+05   4.73492492E+05   4.73492492E+05
   5.82000000E-02   4.37616367E+05   4.06028469E+05   4.06028469E+05   6.02830455E+05   4.54195134E+05   4.54195134E+05
   5.84000000E-02   4.20277813E+05   3.89918036E+05   3.89918036E+05   5.79043966E+05   4.35676390E+05   4.35676390E+05
   5.86000000E-02   4.03618883E+05   3.74440328E+05   3.74440328E+05   5.56184370E+05   4.17905238E+05   4.17905238E+05
   5.88000000E-02   3.87613276E+05   3.59570795E+05   3.59570795E+05   5.34216105E+05   4.00851875E+05   4.00851875E+05
   5.90000000E-02   3.72235694E+05   3.45285824E+05   3.45285824E+05   5.13104945E+05   3.84487665E+05   3.84487665E+05
   5.92000000E-02   3.57461803E+05   3.31562704E+05   3.31562704E+05   4.92817953E+05   3.68785098E+05   3.68785098E+05
   5.94000000E-02   3.43268199E+05   3.18379598E+05   3.18379598E+05   4.73323435E+05   3.53717744E+05   3.53717744E+05
   5.96000000E-02   3.29632370E+05   3.05715503E+05   3.05715503E+05   4.54590892E+05   3.39260213E+05   3.39260213E+05
   5.98000000E-02   3.16532666E+05   2.93550223E+05   2.93550223E+05   4.36590976E+05   3.25388115E+05   3.25388115E+05
   6.00000000E-02   3.03948263E+05   2.81864334E+05   2.81864334E+05   4.19295451E+05   3.12078021E+05   3.12078021E+05
   6.02000000E-02   2.91859136E+05   2.70639164E+05   2.70639164E+05   4.02677146E+05   2.99307423E+05   2.99307423E+05
   6.04000000E-02   2.80246026E+05   2.59856752E+05   2.59856752E+05   3.86709923E+05   2.87054704E+05   2.87054704E+05
   6.06000000E-02   2.69090412E+05   2.49499832E+05   2.49499832E+05   3.71368632E+05   2.75299100E+05   2.75299100E+05
   6.08000000E-02   2.58374483E+05   2.39551800E+05   2.39551800E+05   3.56629079E+05   2.64020668E+05   2.64020668E+05
   6.10000000E-02   2.48081114E+05   2.29996694E+05   2.29996694E+05   3.42467987E+05   2.53200252E+05   2.53200252E+05
   6.12000000E-02   2.38193833E+05   2.20819164E+05   2.20819164E+05   3.28862966E+05   2.42819455E+05   2.42819455E+05
   6.14000000E-02   2.28696806E+05   2.12004454E+05   2.12004454E+05   3.15792476E+05   2.32860611E+05   2.32860611E+05
   6.16000000E-02   2.19574805E+05   2.03538375E+05   2.03538375E+05   3.03235798E+05   2.23306751E+05   2.23306751E+05
   6.18000000E-02   2.10813189E+05   1.95407288E+05   1.95407288E+05   2.91173004E+05   2.14141580E+05   2.14141580E+05
   6.20000000E-02   2.02397881E+05   1.87598080E+05   1.87598080E+05   2.79584924E+05   2.05349450E+05   2.05349450E+05
   6.22000000E-02   1.94315345E+05   1.80098145E+05   1.80098145E+05   2.68453119E+05   1.96915336E+05   1.96915336E+05
   6.24000000E-02   1.86552568E+05   1.72895363E+05   1.72895363E+05   2.57759859E+05   1.88824809E+05   1.88824809E+05
   6.26000000E-02   1.79097041E+05   1.65978085E+05   1.65978085E+05   2.47488087E+05   1.81064014E+05   1.81064014E+05
   6.28000000E-02   1.71936735E+05   1.59335111E+05   1.59335111E+05   2.37621402E+05   1.73619647E+05   1.73619647E+05
   6.30000000E-02   1.65060086E+05   1.52955678E+05   1.52955678E+05   2.28144029E+05   1.66478934E+05   1.66478934E+05
   6.32000000E-02   1.58455979E+05   1.46829436E+05   1.46829436E+05   2.19040799E+05   1.59629613E+05   1.59629613E+05
   6.34000000E-02   1.52113728E+05   1.40946441E+05   1.40946441E+05   2.10297125E+05   1.53059907E+05   1.53059907E+05
   6.36000000E-02   1.46023060E+05   1.35297131E+05   1.35297131E+05   2.01898980E+05   1.46758512E+05   1.46758512E+05
   6.38000000E-02   1.40174101E+05   1.29872318E+05   1.29872318E+05   1.93832875E+05   1.40714574E+05   1.40714574E+05
   6.40000000E-02   1.34557358E+05   1.24663169E+05   1.24663169E+05   1.86085841E+05   1.34917673E+05   1.34917673E+05
   6.42000000E-02   1.29163709E+05   1.19661196E+05   1.19661196E+05   1.78645406E+05   1.29357806E+05   1.29357806E+05
   6.44000000E-02   1.23984383E+05   1.14858241E+05   1.14858241E+05   1.71499581E+05   1.24025371E+05   1.24025371E+05
   6.46000000E-02   1.19010951E+05   1.10246463E+05   1.10246463E+05   1.64636836E+05   1.18911150E+05   1.18911150E+05
   6.48000000E-02   1.14235311E+05   1.05818325E+05   1.05818325E+05   1.58046089E+05   1.14006293E+05   1.14006293E+05
   6.50000000E-02   1.09649677E+05   1.01566587E+05   1.01566587E+05   1.51716683E+05   1.09302306E+05   1.09302306E+05
   6.52000000E-02   1.05246565E+05   9.74842881E+04   9.74842881E+04   1.45638374E+05   1.04791036E+05   1.04791036E+05
   6.54000000E-02   1.01018781E+05   9.35647408E+04   9.35647408E+04   1.39801314E+05   1.00464657E+05   1.00464657E+05
   6.56000000E-02   9.69594138E+04   8.98015179E+04   8.98015179E+04   1.34196034E+05   9.63156565E+04   9.63156565E+04
   6.58000000E-02   9.30618197E+04   8.61884433E+04   8.61884433E+04   1.28813434E+05   9.23368255E+04   9.23368255E+04
   6.60000000E-02   8.93196146E+04   8.27195821E+04   8.27195821E+04   1.23644765E+05   8.85212435E+04   8.85212435E+04
   6.62000000E-02   8.57266632E+04   7.93892316E+04   7.93892316E+04   1.18681617E+05   8.48622691E+04   8.48622691E+04
   6.64000000E-02   8.22770697E+04   7.61919120E+04   7.61919120E+04   1.13915907E+05   8.13535278E+04   8.13535278E+04
   6.66000000E-02   7.89651687E+04   7.31223581E+04   7.31223581E+04   1.09339866E+05   7.79889023E+04   7.79889023E+04
   6.68000000E-02   7.57855161E+04   7.01755106E+04   7.01755106E+04   1.04946025E+05   7.47625216E+04   7.47625216E+04
   6.70000000E-02   7.27328806E+04   6.73465087E+04   6.73465087E+04   1.00727207E+05   7.16687514E+04   7.16687514E+04
   6.72000000E-02   6.98022354E+04   6.46306819E+04   6.46306819E+04   9.66765123E+04   6.87021848E+04   6.87021848E+04
   6.74000000E-02   6.69887508E+04   6.20235429E+04   6.20235429E+04   9.27873117E+04   6.58576332E+04   6.58576332E+04
   6.76000000E-02   6.42877859E+04   5.95207804E+04   5.95207804E+04   8.90532329E+04   6.31301174E+04   6.31301174E+04
   6.78000000E-02   6.16948817E+04   5.71182526E+04   5.71182526E+04   8.54681521E+04   6.05148595E+04   6.05148595E+04
   6.80000000E-02   5.92057541E+04   5.48119800E+04   5.48119800E+04   8.20261843E+04   5.80072748E+04   5.80072748E+04
   6.82000000E-02   5.68162869E+04   5.25981397E+04   5.25981397E+04   7.87216740E+04   5.56029640E+04   5.56029640E+04
   6.84000000E-02   5.45225256E+04   5.04730591E+04   5.04730591E+04   7.55491866E+04   5.32977058E+04   5.32977058E+04
   6.86000000E-02   5.23206708E+04   4.84332099E+04   4.84332099E+04   7.25034997E+04   5.10874499E+04   5.10874499E+04
   6.88000000E-02   5.02070724E+04   4.64752028E+04   4.64752028E+04   6.95795949E+04   4.89683100E+04   4.89683100E+04
   6.90000000E-02   4.81782238E+04   4.45957817E+04   4.45957817E+04   6.67726501E+04   4.69365575E+04   4.69365575E+04
   6.92000000E-02   4.62307562E+04   4.27918192E+04   4.27918192E+04   6.40780321E+04   4.49886148E+04   4.49886148E+04
   6.94000000E-02   4.43614333E+04   4.10603106E+04   4.10603106E+04   6.14912889E+04   4.31210495E+04   4.31210495E+04
   6.96000000E-02   4.25671465E+04   3.93983701E+04   3.93983701E+04   5.90081428E+04   4.13305686E+04   4.13305686E+04
   6.98000000E-02   4.08449092E+04   3.78032256E+04   3.78032256E+04   5.66244840E+04   3.96140127E+04   3.96140127E+04
   7.00000000E-02   3.91918527E+04   3.62722142E+04   3.62722142E+04   5.43363637E+04   3.79683508E+04   3.79683508E+04
   7.02000000E-02   3.76052215E+04   3.48027785E+04   3.48027785E+04   5.21399884E+04   3.63906752E+04   3.63906752E+04
   7.04000000E-02   3.60823684E+04   3.33924618E+04   3.33924618E+04   5.00317131E+04   3.48781964E+04   3.48781964E+04
   7.06000000E-02   3.46207511E+04   3.20389047E+04   3.20389047E+04   4.80080363E+04   3.34282382E+04   3.34282382E+04
   7.08000000E-02   3.32179273E+04   3.07398410E+04   3.07398410E+04   4.60655940E+04   3.20382336E+04   3.20382336E+04
   7.10000000E-02   3.18715513E+04   2.94930941E+04   2.94930941E+04   4.42011547E+04   3.07057200E+04   3.07057200E+04
   7.12000000E-02   3.05793702E+04   2.82965736E+04   2.82965736E+04   4.24116137E+04   2.94283352E+04   2.94283352E+04
   7.14000000E-02   2.93392200E+04   2.71482718E+04   2.71482718E+04   4.06939890E+04   2.82038130E+04   2.82038130E+04
   7.16000000E-02   2.81490224E+04   2.60462607E+04   2.60462607E+04   3.90454158E+04   2.70299801E+04   2.70299801E+04
   7.18000000E-02   2.70067812E+04   2.49886884E+04   2.49886884E+04   3.74631422E+04   2.59047513E+04   2.59047513E+04
   7.20000000E-02   2.59105794E+04   2.39737766E+04   2.39737766E+04   3.59445249E+04   2.48261269E+04   2.48261269E+04
   7.22000000E-02   2.48585757E+04   2.29998176E+04   2.29998176E+04   3.44870249E+04   2.37921886E+04   2.37921886E+04
   7.24000000E-02   2.38490021E+04   2.20651713E+04   2.20651713E+04   3.30882035E+04   2.28010966E+04   2.28010966E+04
   7.26000000E-02   2.28801603E+04   2.11682627E+04   2.11682627E+04   3.17457180E+04   2.18510862E+04   2.18510862E+04
   7.28000000E-02   2.19504197E+04   2.03075796E+04   2.03075796E+04   3.04573188E+04   2.09404649E+04   2.09404649E+04
   7.30000000E-02   2.10582141E+04   1.94816695E+04   1.94816695E+04   2.92208447E+04   2.00676092E+04   2.00676092E+04
   7.32000000E-02   2.02020397E+04   1.86891379E+04   1.86891379E+04   2.80342205E+04   1.92309624E+04   1.92309624E+04
   7.34000000E-02   1.93804522E+04   1.79286457E+04   1.79286457E+04   2.68954527E+04   1.84290310E+04   1.84290310E+04
   7.36000000E-02   1.85920649E+04   1.71989070E+04   1.71989070E+04   2.58026269E+04   1.76603831E+04   1.76603831E+04
   7.38000000E-02   1.78355461E+04   1.64986872E+04   1.64986872E+04   2.47539047E+04   1.69236452E+04   1.69236452E+04
   7.40000000E-02   1.71096171E+04   1.58268006E+04   1.58268006E+04   2.37475202E+04   1.62175002E+04   1.62175002E+04
   7.42000000E-02   1.64130500E+04   1.51821089E+04   1.51821089E+04   2.27817780E+04   1.55406849E+04   1.55406849E+04
   7.44000000E-02   1.57446658E+04   1.45635193E+04   1.45635193E+04   2.18550495E+04   1.48919878E+04   1.48919878E+04
   7.46000000E-02   1.51033324E+04   1.39699822E+04   1.39699822E+04   2.09657710E+04   1.42702473E+04   1.42702473E+04
   7.48000000E-02   1.44879629E+04   1.34004902E+04   1.34004902E+04   2.01124409E+04   1.36743494E+04   1.36743494E+04
   7.50000000E-02   1.38975137E+04   1.28540759E+04   1.28540759E+04   1.92936171E+04   1.31032257E+04   1.31032257E+04
   7.52000000E-02   1.33309826E+04   1.23298105E+04   1.23298105E+04   1.85079150E+04   1.25558518E+04   1.25558518E+04
   7.54000000E-02   1.27874075E+04   1.18268023E+04   1.18268023E+04   1.77540049E+04   1.20312455E+04   1.20312455E+04
   7.56000000E-02   1.22658649E+04   1.13441954E+04   1.13441954E+04   1.70306100E+04   1.15284646E+04   1.15284646E+04
   7.58000000E-02   1.17654678E+04   1.08811677E+04   1.08811677E+04   1.63365045E+04   1.10466059E+04   1.10466059E+04
   7.60000000E-02   1.12853647E+04   1.04369304E+04   1.04369304E+04   1.56705113E+04   1.05848032E+04   1.05848032E+04
   7.62000000E-02   1.08247383E+04   1.00107260E+04   1.00107260E+04   1.50315001E+04   1.01422262E+04   1.01422262E+04
   7.64000000E-02   1.03828038E+04   9.60182716E+03   9.60182716E+03   1.44183858E+04   9.71807843E+03   9.71807843E+03
   7.66000000E-02   9.95880780E+03   9.20953599E+03   9.20953599E+03   1.38301264E+04   9.31159636E+03   9.31159636E+03
   7.68000000E-02   9.55202702E+03   8.83318231E+03   8.83318231E+03   1.32657216E+04   8.92204788E+03   8.92204788E+03
   7.70000000E-02   9.16176713E+03   8.47212283E+03   8.47212283E+03   1.27242111E+04   8.54873105E+03   8.54873105E+03
   7.72000000E-02   8.78736159E+03   8.12574003E+03   8.12574003E+03   1.22046726E+04   8.19097284E+03   8.19097284E+03
   7.74000000E-02   8.42817054E+03   7.79344114E+03   7.79344114E+03   1.17062209E+04   7.84812794E+03   7.84812794E+03
   7.76000000E-02   8.08357974E+03   7.47465715E+03   7.47465715E+03   1.12280062E+04   7.51957767E+03   7.51957767E+03
   7.78000000E-02   7.75299958E+03   7.16884187E+03   7.16884187E+03   1.07692126E+04   7.20472885E+03   7.20472885E+03
   7.80000000E-02   7.43586404E+03   6.87547101E+03   6.87547101E+03   1.03290566E+04   6.90301278E+03   6.90301278E+03
   7.82000000E-02   7.13162985E+03   6.59404135E+03   6.59404135E+03   9.90678646E+03   6.61388424E+03   6.61388424E+03
   7.84000000E-02   6.83977548E+03   6.32406984E+03   6.32406984E+03   9.50168021E+03   6.33682048E+03   6.33682048E+03
   7.86000000E-02   6.55980036E+03   6.06509285E+03   6.06509285E+03   9.11304491E+03   6.07132038E+03   6.07132038E+03
   7.88000000E-02   6.29122399E+03   5.81666537E+03   5.81666537E+03   8.74021536E+03   5.81690348E+03   5.81690348E+03
   7.90000000E-02   6.03358519E+03   5.57836028E+03   5.57836028E+03   8.38255300E+03   5.57310920E+03   5.57310920E+03
   7.92000000E-02   5.78644127E+03   5.34976762E+03   5.34976762E+03   8.03944487E+03   5.33949597E+03   5.33949597E+03
   7.94000000E-02   5.54936736E+03   5.13049392E+03   5.13049392E+03   7.71030260E+03   5.11564051E+03   5.11564051E+03
   7.96000000E-02   5.32195565E+03   4.92016154E+03   4.92016154E+03   7.39456141E+03   4.90113700E+03   4.90113700E+03
   7.98000000E-02   5.10381472E+03   4.71840805E+03   4.71840805E+03   7.09167918E+03   4.69559645E+03   4.69559645E+03
   8.00000000E-02   4.89456893E+03   4.52488559E+03   4.52488559E+03   6.80113559E+03   4.49864592E+03   4.49864592E+03
   8.02000000E-02   4.69385771E+03   4.33926033E+03   4.33926033E+03   6.52243116E+03   4.30992796E+03   4.30992796E+03
   8.04000000E-02   4.50133504E+03   4.16121187E+03   4.16121187E+03   6.25508653E+03   4.12909986E+03   4.12909986E+03
   8.06000000E-02   4.31666880E+03   3.99043273E+03   3.99043273E+03   5.99864157E+03   3.95583315E+03   3.95583315E+03
   8.08000000E-02   4.13954029E+03   3.82662782E+03   3.82662782E+03   5.75265466E+03   3.78981294E+03   3.78981294E+03
   8.10000000E-02   3.96964361E+03   3.66951396E+03   3.66951396E+03   5.51670195E+03   3.63073740E+03   3.63073740E+03
   8.12000000E-02   3.80668520E+03   3.51881937E+03   3.51881937E+03   5.29037665E+03   3.47831719E+03   3.47831719E+03
   8.14000000E-02   3.65038336E+03   3.37428327E+03   3.37428327E+03   5.07328831E+03   3.33227499E+03   3.33227499E+03
   8.16000000E-02   3.50046773E+03   3.23565537E+03   3.23565537E+03   4.86506223E+03   3.19234496E+03   3.19234496E+03
   8.18000000E-02   3.35667885E+03   3.10269551E+03   3.10269551E+03   4.66533881E+03   3.05827230E+03   3.05827230E+03
   8.20000000E-02   3.21876775E+03   2.97517323E+03   2.97517323E+03   4.47377290E+03   2.92981277E+03   2.92981277E+03
   8.22000000E-02   3.08649550E+03   2.85286736E+03   2.85286736E+03   4.29003330E+03   2.80673228E+03   2.80673228E+03
   8.24000000E-02   2.95963284E+03   2.73556569E+03   2.73556569E+03   4.11380215E+03   2.68880644E+03   2.68880644E+03
   8.26000000E-02   2.83795974E+03   2.62306458E+03   2.62306458E+03   3.94477441E+03   2.57582018E+03   2.57582018E+03
   8.28000000E-02   2.72126508E+03   2.51516862E+03   2.51516862E+03   3.78265735E+03   2.46756738E+03   2.46756738E+03
   8.30000000E-02   2.60934627E+03   2.41169031E+03   2.41169031E+03   3.62717004E+03   2.36385047E+03   2.36385047E+03
   8.32000000E-02   2.50200891E+03   2.31244975E+03   2.31244975E+03   3.47804293E+03   2.26448007E+03   2.26448007E+03
   8.34000000E-02   2.39906648E+03   2.21727429E+03   2.21727429E+03   3.33501731E+03   2.16927470E+03   2.16927470E+03
   8.36000000E-02   2.30033998E+03   2.12599830E+03   2.12599830E+03   3.19784496E+03   2.07806042E+03   2.07806042E+03
   8.38000000E-02   2.20565768E+03   2.03846285E+03   2.03846285E+03   3.06628767E+03   1.99067050E+03   1.99067050E+03
   8.40000000E-02   2.11485478E+03   1.95451543E+03   1.95451543E+03   2.94011688E+03   1.90694517E+03   1.90694517E+03
   8.42000000E-02   2.02777316E+03   1.87400974E+03   1.87400974E+03   2.81911325E+03   1.82673129E+03   1.82673129E+03
   8.44000000E-02   1.94426112E+03   1.79680540E+03   1.79680540E+03   2.70306634E+03   1.74988210E+03   1.74988210E+03
   8.46000000E-02   1.86417310E+03   1.72276770E+03   1.72276770E+03   2.59177419E+03   1.67625695E+03   1.67625695E+03
   8.48000000E-02   1.78736942E+03   1.65176743E+03   1.65176743E+03   2.48504306E+03   1.60572104E+03   1.60572104E+03
   8.50000000E-02   1.71371610E+03   1.58368059E+03   1.58368059E+03   2.38268701E+03   1.53814518E+03   1.53814518E+03
   8.52000000E-02   1.64308456E+03   1.51838824E+03   1.51838824E+03   2.28452768E+03   1.47340557E+03   1.47340557E+03
