# TBinMid=3.71519 ssec TBinWidth=7.77057 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   8.54000000E-02   1.57535146E+03   1.45577624E+03   1.45577624E+03   2.19039389E+03   1.41138355E+03   1.41138355E+03
   8.56000000E-02   1.51039846E+03   1.39573511E+03   1.39573511E+03   2.10012142E+03   1.35196542E+03   1.35196542E+03
   8.58000000E-02   1.44811201E+03   1.33815981E+03   1.33815981E+03   2.01355273E+03   1.29504222E+03   1.29504222E+03
   8.60000000E-02   1.38838318E+03   1.28294955E+03   1.28294955E+03   1.93053662E+03   1.24050951E+03   1.24050951E+03
   8.62000000E-02   1.33110748E+03   1.23000766E+03   1.23000766E+03   1.85092807E+03   1.18826723E+03   1.18826723E+03
   8.64000000E-02   1.27618463E+03   1.17924139E+03   1.17924139E+03   1.77458792E+03   1.13821949E+03   1.13821949E+03
   8.66000000E-02   1.22351846E+03   1.13056176E+03   1.13056176E+03   1.70138266E+03   1.09027437E+03   1.09027437E+03
   8.68000000E-02   1.17301669E+03   1.08388341E+03   1.08388341E+03   1.63118421E+03   1.04434382E+03   1.04434382E+03
   8.70000000E-02   1.12459081E+03   1.03912444E+03   1.03912444E+03   1.56386969E+03   1.00034344E+03   1.00034344E+03
   8.72000000E-02   1.07815587E+03   9.96206317E+02   9.96206317E+02   1.49932121E+03   9.58192370E+02   9.58192370E+02
   8.74000000E-02   1.03363043E+03   9.55053671E+02   9.55053671E+02   1.43742567E+03   9.17813115E+02   9.17813115E+02
   8.76000000E-02   9.90936323E+02   9.15594217E+02   9.15594217E+02   1.37807458E+03   8.79131416E+02   8.79131416E+02
   8.78000000E-02   9.49998583E+02   8.77758610E+02   8.77758610E+02   1.32116384E+03   8.42076116E+02   8.42076116E+02
   8.80000000E-02   9.10745290E+02   8.41480330E+02   8.41480330E+02   1.26659359E+03   8.06579033E+02   8.06579033E+02
   8.82000000E-02   8.73107455E+02   8.06695569E+02   8.06695569E+02   1.21426806E+03   7.72574828E+02   7.72574828E+02
   8.84000000E-02   8.37018901E+02   7.73343117E+02   7.73343117E+02   1.16409534E+03   7.40000897E+02   7.40000897E+02
   8.86000000E-02   8.02416144E+02   7.41364263E+02   7.41364263E+02   1.11598728E+03   7.08797248E+02   7.08797248E+02
   8.88000000E-02   7.69238291E+02   7.10702687E+02   7.10702687E+02   1.06985933E+03   6.78906400E+02   6.78906400E+02
   8.90000000E-02   7.37426930E+02   6.81304369E+02   6.81304369E+02   1.02563035E+03   6.50273273E+02   6.50273273E+02
   8.92000000E-02   7.06926030E+02   6.53117490E+02   6.53117490E+02   9.83222551E+02   6.22845091E+02   6.22845091E+02
   8.94000000E-02   6.77681848E+02   6.26092350E+02   6.26092350E+02   9.42561277E+02   5.96571284E+02   5.96571284E+02
   8.96000000E-02   6.49642832E+02   6.00181274E+02   6.00181274E+02   9.03574931E+02   5.71403399E+02   5.71403399E+02
   8.98000000E-02   6.22759535E+02   5.75338535E+02   5.75338535E+02   8.66194836E+02   5.47295010E+02   5.47295010E+02
   9.00000000E-02   5.96984527E+02   5.51520274E+02   5.51520274E+02   8.30355113E+02   5.24201630E+02   5.24201630E+02
   9.02000000E-02   5.72272317E+02   5.28684423E+02   5.28684423E+02   7.95992572E+02   5.02080640E+02   5.02080640E+02
   9.04000000E-02   5.48579270E+02   5.06790633E+02   5.06790633E+02   7.63046600E+02   4.80891199E+02   4.80891199E+02
   9.06000000E-02   5.25863534E+02   4.85800204E+02   4.85800204E+02   7.31459060E+02   4.60594179E+02   4.60594179E+02
   9.08000000E-02   5.04084968E+02   4.65676020E+02   4.65676020E+02   7.01174188E+02   4.41152091E+02   4.41152091E+02
   9.10000000E-02   4.83205071E+02   4.46382479E+02   4.46382479E+02   6.72138497E+02   4.22529013E+02   4.22529013E+02
   9.12000000E-02   4.63186915E+02   4.27885438E+02   4.27885438E+02   6.44300687E+02   4.04690531E+02   4.04690531E+02
   9.14000000E-02   4.43995084E+02   4.10152151E+02   4.10152151E+02   6.17611551E+02   3.87603670E+02   3.87603670E+02
   9.16000000E-02   4.25595610E+02   3.93151209E+02   3.93151209E+02   5.92023896E+02   3.71236838E+02   3.71236838E+02
   9.18000000E-02   4.07955914E+02   3.76852492E+02   3.76852492E+02   5.67492456E+02   3.55559767E+02   3.55559767E+02
   9.20000000E-02   3.91044750E+02   3.61227110E+02   3.61227110E+02   5.43973818E+02   3.40543456E+02   3.40543456E+02
   9.22000000E-02   3.74832152E+02   3.46247359E+02   3.46247359E+02   5.21426342E+02   3.26160123E+02   3.26160123E+02
   9.24000000E-02   3.59289380E+02   3.31886668E+02   3.31886668E+02   4.99810095E+02   3.12383148E+02   3.12383148E+02
   9.26000000E-02   3.44388872E+02   3.18119553E+02   3.18119553E+02   4.79086776E+02   2.99187027E+02   2.99187027E+02
   9.28000000E-02   3.30104192E+02   3.04921578E+02   3.04921578E+02   4.59219651E+02   2.86547328E+02   2.86547328E+02
   9.30000000E-02   3.16409991E+02   2.92269305E+02   2.92269305E+02   4.40173491E+02   2.74440642E+02   2.74440642E+02
   9.32000000E-02   3.03281956E+02   2.80140259E+02   2.80140259E+02   4.21914511E+02   2.62844543E+02   2.62844543E+02
   9.34000000E-02   2.90696772E+02   2.68512886E+02   2.68512886E+02   4.04410307E+02   2.51737545E+02   2.51737545E+02
   9.36000000E-02   2.78632079E+02   2.57366514E+02   2.57366514E+02   3.87629804E+02   2.41099065E+02   2.41099065E+02
   9.38000000E-02   2.67066433E+02   2.46681323E+02   2.46681323E+02   3.71543202E+02   2.30909382E+02   2.30909382E+02
   9.40000000E-02   2.55979271E+02   2.36438302E+02   2.36438302E+02   3.56121920E+02   2.21149604E+02   2.21149604E+02
   9.42000000E-02   2.45350874E+02   2.26619223E+02   2.26619223E+02   3.41338549E+02   2.11801633E+02   2.11801633E+02
   9.44000000E-02   2.35162330E+02   2.17206606E+02   2.17206606E+02   3.27166805E+02   2.02848129E+02   2.02848129E+02
   9.46000000E-02   2.25395505E+02   2.08183687E+02   2.08183687E+02   3.13581482E+02   1.94272482E+02   1.94272482E+02
   9.48000000E-02   2.16033008E+02   1.99534391E+02   1.99534391E+02   3.00558408E+02   1.86058778E+02   1.86058778E+02
   9.50000000E-02   2.07058164E+02   1.91243305E+02   1.91243305E+02   2.88074402E+02   1.78191773E+02   1.78191773E+02
   9.52000000E-02   1.98454982E+02   1.83295647E+02   1.83295647E+02   2.76107237E+02   1.70656863E+02   1.70656863E+02
   9.54000000E-02   1.90208126E+02   1.75677243E+02   1.75677243E+02   2.64635594E+02   1.63440056E+02   1.63440056E+02
   9.56000000E-02   1.82302892E+02   1.68374503E+02   1.68374503E+02   2.53639035E+02   1.56527950E+02   1.56527950E+02
   9.58000000E-02   1.74725179E+02   1.61374393E+02   1.61374393E+02   2.43097956E+02   1.49907706E+02   1.49907706E+02
   9.60000000E-02   1.67461469E+02   1.54664418E+02   1.54664418E+02   2.32993563E+02   1.43567024E+02   1.43567024E+02
   9.62000000E-02   1.60498794E+02   1.48232594E+02   1.48232594E+02   2.23307831E+02   1.37494122E+02   1.37494122E+02
   9.64000000E-02   1.53824724E+02   1.42067431E+02   1.42067431E+02   2.14023477E+02   1.31677712E+02   1.31677712E+02
   9.66000000E-02   1.47427339E+02   1.36157913E+02   1.36157913E+02   2.05123928E+02   1.26106981E+02   1.26106981E+02
   9.68000000E-02   1.41295207E+02   1.30493475E+02   1.30493475E+02   1.96593293E+02   1.20771573E+02   1.20771573E+02
   9.70000000E-02   1.35417370E+02   1.25063989E+02   1.25063989E+02   1.88416335E+02   1.15661565E+02   1.15661565E+02
   9.72000000E-02   1.29783319E+02   1.19859743E+02   1.19859743E+02   1.80578443E+02   1.10767452E+02   1.10767452E+02
   9.74000000E-02   1.24382976E+02   1.14871423E+02   1.14871423E+02   1.73065606E+02   1.06080129E+02   1.06080129E+02
   9.76000000E-02   1.19206682E+02   1.10090103E+02   1.10090103E+02   1.65864391E+02   1.01590875E+02   1.01590875E+02
   9.78000000E-02   1.14245171E+02   1.05507220E+02   1.05507220E+02   1.58961918E+02   9.72913346E+01   9.72913346E+01
   9.80000000E-02   1.09489563E+02   1.01114567E+02   1.01114567E+02   1.52345837E+02   9.31735053E+01   9.31735053E+01
   9.82000000E-02   1.04931341E+02   9.69042731E+01   9.69042731E+01   1.46004305E+02   8.92297206E+01   8.92297206E+01
   9.84000000E-02   1.00562339E+02   9.28687932E+01   9.28687932E+01   1.39925969E+02   8.54526371E+01   8.54526371E+01
   9.86000000E-02   9.63747289E+01   8.90008925E+01   8.90008925E+01   1.34099943E+02   8.18352206E+01   8.18352206E+01
   9.88000000E-02   9.23610043E+01   8.52936348E+01   8.52936348E+01   1.28515788E+02   7.83707329E+01   7.83707329E+01
   9.90000000E-02   8.85139685E+01   8.17403697E+01   8.17403697E+01   1.23163497E+02   7.50527197E+01   7.50527197E+01
   9.92000000E-02   8.48267214E+01   7.83347212E+01   7.83347212E+01   1.18033475E+02   7.18749985E+01   7.18749985E+01
   9.94000000E-02   8.12926476E+01   7.50705763E+01   7.50705763E+01   1.13116522E+02   6.88316473E+01   6.88316473E+01
   9.96000000E-02   7.79054045E+01   7.19420741E+01   7.19420741E+01   1.08403817E+02   6.59169935E+01   6.59169935E+01
   9.98000000E-02   7.46589112E+01   6.89435959E+01   6.89435959E+01   1.03886904E+02   6.31256034E+01   6.31256034E+01
   1.00000000E-01   7.15473375E+01   6.60697545E+01   6.60697545E+01   9.95576750E+01   6.04522724E+01   6.04522724E+01
