# TBinMid=4.00279 ssec TBinWidth=8.69483 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   4.30000000E-02   2.56136387E+07   2.43433975E+07   2.43433975E+07   3.24131161E+07   2.96848491E+07   2.96848491E+07
   4.32000000E-02   2.47521224E+07   2.35206182E+07   2.35206182E+07   3.13429517E+07   2.86709193E+07   2.86709193E+07
   4.34000000E-02   2.39190129E+07   2.27251562E+07   2.27251562E+07   3.03071112E+07   2.76907393E+07   2.76907393E+07
   4.36000000E-02   2.31133991E+07   2.19561261E+07   2.19561261E+07   2.93045405E+07   2.67432284E+07   2.67432284E+07
   4.38000000E-02   2.23343978E+07   2.12126707E+07   2.12126707E+07   2.83342154E+07   2.58273385E+07   2.58273385E+07
   4.40000000E-02   2.15811534E+07   2.04939594E+07   2.04939594E+07   2.73951415E+07   2.49420528E+07   2.49420528E+07
   4.42000000E-02   2.08528365E+07   1.97991878E+07   1.97991878E+07   2.64863529E+07   2.40863858E+07   2.40863858E+07
   4.44000000E-02   2.01486437E+07   1.91275767E+07   1.91275767E+07   2.56069117E+07   2.32593817E+07   2.32593817E+07
   4.46000000E-02   1.94677961E+07   1.84783716E+07   1.84783716E+07   2.47559074E+07   2.24601137E+07   2.24601137E+07
   4.48000000E-02   1.88095395E+07   1.78508417E+07   1.78508417E+07   2.39324557E+07   2.16876838E+07   2.16876838E+07
   4.50000000E-02   1.81731429E+07   1.72442793E+07   1.72442793E+07   2.31356985E+07   2.09412210E+07   2.09412210E+07
   4.52000000E-02   1.75578981E+07   1.66579992E+07   1.66579992E+07   2.23648026E+07   2.02198814E+07   2.02198814E+07
   4.54000000E-02   1.69631194E+07   1.60913377E+07   1.60913377E+07   2.16189594E+07   1.95228472E+07   1.95228472E+07
   4.56000000E-02   1.63881420E+07   1.55436524E+07   1.55436524E+07   2.08973843E+07   1.88493257E+07   1.88493257E+07
   4.58000000E-02   1.58323225E+07   1.50143211E+07   1.50143211E+07   2.01993156E+07   1.81985487E+07   1.81985487E+07
   4.60000000E-02   1.52950374E+07   1.45027416E+07   1.45027416E+07   1.95240145E+07   1.75697722E+07   1.75697722E+07
   4.62000000E-02   1.47756830E+07   1.40083308E+07   1.40083308E+07   1.88707640E+07   1.69622752E+07   1.69622752E+07
   4.64000000E-02   1.42736744E+07   1.35305243E+07   1.35305243E+07   1.82388686E+07   1.63753591E+07   1.63753591E+07
   4.66000000E-02   1.37884454E+07   1.30687756E+07   1.30687756E+07   1.76276534E+07   1.58083474E+07   1.58083474E+07
   4.68000000E-02   1.33194476E+07   1.26225557E+07   1.26225557E+07   1.70364640E+07   1.52605847E+07   1.52605847E+07
   4.70000000E-02   1.28661499E+07   1.21913526E+07   1.21913526E+07   1.64646655E+07   1.47314364E+07   1.47314364E+07
   4.72000000E-02   1.24280381E+07   1.17746708E+07   1.17746708E+07   1.59116422E+07   1.42202877E+07   1.42202877E+07
   4.74000000E-02   1.20046145E+07   1.13720307E+07   1.13720307E+07   1.53767971E+07   1.37265434E+07   1.37265434E+07
   4.76000000E-02   1.15953970E+07   1.09829679E+07   1.09829679E+07   1.48595511E+07   1.32496270E+07   1.32496270E+07
   4.78000000E-02   1.11999188E+07   1.06070333E+07   1.06070333E+07   1.43593428E+07   1.27889805E+07   1.27889805E+07
   4.80000000E-02   1.08177283E+07   1.02437920E+07   1.02437920E+07   1.38756279E+07   1.23440635E+07   1.23440635E+07
   4.82000000E-02   1.04483881E+07   9.89282329E+06   9.89282329E+06   1.34078786E+07   1.19143530E+07   1.19143530E+07
   4.84000000E-02   1.00914748E+07   9.55372004E+06   9.55372004E+06   1.29555833E+07   1.14993424E+07   1.14993424E+07
   4.86000000E-02   9.74657858E+06   9.22608824E+06   9.22608824E+06   1.25182462E+07   1.10985418E+07   1.10985418E+07
   4.88000000E-02   9.41330280E+06   8.90954670E+06   8.90954670E+06   1.20953866E+07   1.07114765E+07   1.07114765E+07
   4.90000000E-02   9.09126352E+06   8.60372656E+06   8.60372656E+06   1.16865385E+07   1.03376875E+07   1.03376875E+07
   4.92000000E-02   8.78008916E+06   8.30827095E+06   8.30827095E+06   1.12912505E+07   9.97673024E+06   9.97673024E+06
   4.94000000E-02   8.47942010E+06   8.02283461E+06   8.02283461E+06   1.09090850E+07   9.62817479E+06   9.62817479E+06
   4.96000000E-02   8.18890831E+06   7.74708349E+06   7.74708349E+06   1.05396180E+07   9.29160494E+06   9.29160494E+06
   4.98000000E-02   7.90821699E+06   7.48069444E+06   7.48069444E+06   1.01824386E+07   8.96661804E+06   8.96661804E+06
   5.00000000E-02   7.63702022E+06   7.22335485E+06   7.22335485E+06   9.83714884E+06   8.65282448E+06   8.65282448E+06
   5.02000000E-02   7.37500264E+06   6.97476230E+06   6.97476230E+06   9.50336298E+06   8.34984731E+06   8.34984731E+06
   5.04000000E-02   7.12185909E+06   6.73462428E+06   6.73462428E+06   9.18070741E+06   8.05732188E+06   8.05732188E+06
   5.06000000E-02   6.87729432E+06   6.50265783E+06   6.50265783E+06   8.86882019E+06   7.77489541E+06   7.77489541E+06
   5.08000000E-02   6.64102264E+06   6.27858924E+06   6.27858924E+06   8.56735071E+06   7.50222667E+06   7.50222667E+06
   5.10000000E-02   6.41276767E+06   6.06215382E+06   6.06215382E+06   8.27595938E+06   7.23898558E+06   7.23898558E+06
   5.12000000E-02   6.19226202E+06   5.85309551E+06   5.85309551E+06   7.99431729E+06   6.98485289E+06   6.98485289E+06
   5.14000000E-02   5.97924701E+06   5.65116671E+06   5.65116671E+06   7.72210588E+06   6.73951983E+06   6.73951983E+06
   5.16000000E-02   5.77347238E+06   5.45612793E+06   5.45612793E+06   7.45901664E+06   6.50268778E+06   6.50268778E+06
   5.18000000E-02   5.57469606E+06   5.26774756E+06   5.26774756E+06   7.20475084E+06   6.27406798E+06   6.27406798E+06
   5.20000000E-02   5.38268389E+06   5.08580164E+06   5.08580164E+06   6.95901917E+06   6.05338116E+06   6.05338116E+06
   5.22000000E-02   5.19720937E+06   4.91007358E+06   4.91007358E+06   6.72154153E+06   5.84035730E+06   5.84035730E+06
   5.24000000E-02   5.01805340E+06   4.74035393E+06   4.74035393E+06   6.49204670E+06   5.63473531E+06   5.63473531E+06
   5.26000000E-02   4.84500409E+06   4.57644018E+06   4.57644018E+06   6.27027209E+06   5.43626275E+06   5.43626275E+06
   5.28000000E-02   4.67785650E+06   4.41813650E+06   4.41813650E+06   6.05596348E+06   5.24469554E+06   5.24469554E+06
   5.30000000E-02   4.51641241E+06   4.26525354E+06   4.26525354E+06   5.84887477E+06   5.05979774E+06   5.05979774E+06
   5.32000000E-02   4.36048012E+06   4.11760823E+06   4.11760823E+06   5.64876772E+06   4.88134125E+06   4.88134125E+06
   5.34000000E-02   4.20987425E+06   3.97502356E+06   3.97502356E+06   5.45541173E+06   4.70910555E+06   4.70910555E+06
   5.36000000E-02   4.06441553E+06   3.83732840E+06   3.83732840E+06   5.26858357E+06   4.54287749E+06   4.54287749E+06
   5.38000000E-02   3.92393058E+06   3.70435729E+06   3.70435729E+06   5.08806719E+06   4.38245107E+06   4.38245107E+06
   5.40000000E-02   3.78825178E+06   3.57595030E+06   3.57595030E+06   4.91365351E+06   4.22762713E+06   4.22762713E+06
   5.42000000E-02   3.65721702E+06   3.45195277E+06   3.45195277E+06   4.74514013E+06   4.07821321E+06   4.07821321E+06
   5.44000000E-02   3.53066956E+06   3.33221523E+06   3.33221523E+06   4.58233123E+06   3.93402330E+06   3.93402330E+06
   5.46000000E-02   3.40845785E+06   3.21659317E+06   3.21659317E+06   4.42503728E+06   3.79487764E+06   3.79487764E+06
   5.48000000E-02   3.29043537E+06   3.10494690E+06   3.10494690E+06   4.27307489E+06   3.66060250E+06   3.66060250E+06
   5.50000000E-02   3.17646044E+06   2.99714141E+06   2.99714141E+06   4.12626660E+06   3.53103001E+06   3.53103001E+06
   5.52000000E-02   3.06639610E+06   2.89304617E+06   2.89304617E+06   3.98444072E+06   3.40599795E+06   3.40599795E+06
   5.54000000E-02   2.96010994E+06   2.79253504E+06   2.79253504E+06   3.84743111E+06   3.28534957E+06   3.28534957E+06
   5.56000000E-02   2.85747394E+06   2.69548607E+06   2.69548607E+06   3.71507704E+06   3.16893342E+06   3.16893342E+06
   5.58000000E-02   2.75836435E+06   2.60178141E+06   2.60178141E+06   3.58722302E+06   3.05660317E+06   3.05660317E+06
   5.60000000E-02   2.66266154E+06   2.51130717E+06   2.51130717E+06   3.46371861E+06   2.94821744E+06   2.94821744E+06
   5.62000000E-02   2.57024986E+06   2.42395325E+06   2.42395325E+06   3.34441829E+06   2.84363965E+06   2.84363965E+06
   5.64000000E-02   2.48101754E+06   2.33961326E+06   2.33961326E+06   3.22918128E+06   2.74273783E+06   2.74273783E+06
   5.66000000E-02   2.39485652E+06   2.25818437E+06   2.25818437E+06   3.11787142E+06   2.64538453E+06   2.64538453E+06
   5.68000000E-02   2.31166237E+06   2.17956723E+06   2.17956723E+06   3.01035699E+06   2.55145659E+06   2.55145659E+06
   5.70000000E-02   2.23133413E+06   2.10366581E+06   2.10366581E+06   2.90651061E+06   2.46083507E+06   2.46083507E+06
   5.72000000E-02   2.15377423E+06   2.03038730E+06   2.03038730E+06   2.80620904E+06   2.37340507E+06   2.37340507E+06
   5.74000000E-02   2.07888838E+06   1.95964205E+06   1.95964205E+06   2.70933314E+06   2.28905561E+06   2.28905561E+06
   5.76000000E-02   2.00658543E+06   1.89134339E+06   1.89134339E+06   2.61576764E+06   2.20767950E+06   2.20767950E+06
   5.78000000E-02   1.93677730E+06   1.82540761E+06   1.82540761E+06   2.52540110E+06   2.12917321E+06   2.12917321E+06
   5.80000000E-02   1.86937888E+06   1.76175379E+06   1.76175379E+06   2.43812573E+06   2.05343674E+06   2.05343674E+06
   5.82000000E-02   1.80430788E+06   1.70030377E+06   1.70030377E+06   2.35383730E+06   1.98037354E+06   1.98037354E+06
   5.84000000E-02   1.74148482E+06   1.64098201E+06   1.64098201E+06   2.27243504E+06   1.90989033E+06   1.90989033E+06
   5.86000000E-02   1.68083286E+06   1.58371553E+06   1.58371553E+06   2.19382149E+06   1.84189707E+06   1.84189707E+06
   5.88000000E-02   1.62227778E+06   1.52843383E+06   1.52843383E+06   2.11790242E+06   1.77630677E+06   1.77630677E+06
   5.90000000E-02   1.56574784E+06   1.47506878E+06   1.47506878E+06   2.04458672E+06   1.71303546E+06   1.71303546E+06
   5.92000000E-02   1.51117371E+06   1.42355457E+06   1.42355457E+06   1.97378632E+06   1.65200204E+06   1.65200204E+06
   5.94000000E-02   1.45848841E+06   1.37382760E+06   1.37382760E+06   1.90541604E+06   1.59312820E+06   1.59312820E+06
   5.96000000E-02   1.40762724E+06   1.32582646E+06   1.32582646E+06   1.83939355E+06   1.53633833E+06   1.53633833E+06
   5.98000000E-02   1.35852767E+06   1.27949179E+06   1.27949179E+06   1.77563926E+06   1.48155944E+06   1.48155944E+06
   6.00000000E-02   1.31112926E+06   1.23476626E+06   1.23476626E+06   1.71407622E+06   1.42872103E+06   1.42872103E+06
   6.02000000E-02   1.26537366E+06   1.19159450E+06   1.19159450E+06   1.65463005E+06   1.37775506E+06   1.37775506E+06
   6.04000000E-02   1.22120446E+06   1.14992300E+06   1.14992300E+06   1.59722884E+06   1.32859582E+06   1.32859582E+06
   6.06000000E-02   1.17856718E+06   1.10970009E+06   1.10970009E+06   1.54180309E+06   1.28117989E+06   1.28117989E+06
   6.08000000E-02   1.13740918E+06   1.07087583E+06   1.07087583E+06   1.48828562E+06   1.23544603E+06   1.23544603E+06
   6.10000000E-02   1.09767961E+06   1.03340202E+06   1.03340202E+06   1.43661149E+06   1.19133513E+06   1.19133513E+06
   6.12000000E-02   1.05932933E+06   9.97232066E+05   9.97232066E+05   1.38671793E+06   1.14879013E+06   1.14879013E+06
   6.14000000E-02   1.02231089E+06   9.62320986E+05   9.62320986E+05   1.33854428E+06   1.10775593E+06   1.10775593E+06
   6.16000000E-02   9.86578449E+05   9.28625322E+05   9.28625322E+05   1.29203192E+06   1.06817936E+06   1.06817936E+06
   6.18000000E-02   9.52087708E+05   8.96103101E+05   8.96103101E+05   1.24712418E+06   1.03000911E+06   1.03000911E+06
   6.20000000E-02   9.18795890E+05   8.64713783E+05   8.64713783E+05   1.20376631E+06   9.93195611E+05   9.93195611E+05
   6.22000000E-02   8.86661669E+05   8.34418213E+05   8.34418213E+05   1.16190536E+06   9.57691058E+05   9.57691058E+05
   6.24000000E-02   8.55645130E+05   8.05178577E+05   8.05178577E+05   1.12149022E+06   9.23449292E+05   9.23449292E+05
   6.26000000E-02   8.25707714E+05   7.76958350E+05   7.76958350E+05   1.08247145E+06   8.90425762E+05   8.90425762E+05
   6.28000000E-02   7.96812180E+05   7.49722260E+05   7.49722260E+05   1.04480130E+06   8.58577473E+05   8.58577473E+05
   6.30000000E-02   7.68922555E+05   7.23436241E+05   7.23436241E+05   1.00843361E+06   8.27862927E+05   8.27862927E+05
   6.32000000E-02   7.42004098E+05   6.98067396E+05   6.98067396E+05   9.73323809E+05   7.98242074E+05   7.98242074E+05
   6.34000000E-02   7.16023250E+05   6.73583953E+05   6.73583953E+05   9.39428796E+05   7.69676265E+05   7.69676265E+05
   6.36000000E-02   6.90947603E+05   6.49955230E+05   6.49955230E+05   9.06706941E+05   7.42128197E+05   7.42128197E+05
   6.38000000E-02   6.66745853E+05   6.27151599E+05   6.27151599E+05   8.75118020E+05   7.15561875E+05   7.15561875E+05
   6.40000000E-02   6.43387771E+05   6.05144446E+05   6.05144446E+05   8.44623169E+05   6.89942559E+05   6.89942559E+05
   6.42000000E-02   6.20844160E+05   5.83906144E+05   5.83906144E+05   8.15184838E+05   6.65236730E+05   6.65236730E+05
   6.44000000E-02   5.99086824E+05   5.63410010E+05   5.63410010E+05   7.86766750E+05   6.41412038E+05   6.41412038E+05
   6.46000000E-02   5.78088533E+05   5.43630282E+05   5.43630282E+05   7.59333855E+05   6.18437269E+05   6.18437269E+05
   6.48000000E-02   5.57822990E+05   5.24542082E+05   5.24542082E+05   7.32852295E+05   5.96282303E+05   5.96282303E+05
   6.50000000E-02   5.38264801E+05   5.06121388E+05   5.06121388E+05   7.07289358E+05   5.74918076E+05   5.74918076E+05
   6.52000000E-02   5.19389442E+05   4.88345006E+05   4.88345006E+05   6.82613443E+05   5.54316544E+05   5.54316544E+05
   6.54000000E-02   5.01173231E+05   4.71190539E+05   4.71190539E+05   6.58794025E+05   5.34450649E+05   5.34450649E+05
   6.56000000E-02   4.83593302E+05   4.54636363E+05   4.54636363E+05   6.35801614E+05   5.15294283E+05   5.15294283E+05
   6.58000000E-02   4.66627571E+05   4.38661599E+05   4.38661599E+05   6.13607724E+05   4.96822256E+05   4.96822256E+05
   6.60000000E-02   4.50254717E+05   4.23246086E+05   4.23246086E+05   5.92184840E+05   4.79010262E+05   4.79010262E+05
   6.62000000E-02   4.34454149E+05   4.08370361E+05   4.08370361E+05   5.71506383E+05   4.61834854E+05   4.61834854E+05
   6.64000000E-02   4.19205987E+05   3.94015632E+05   3.94015632E+05   5.51546678E+05   4.45273408E+05   4.45273408E+05
   6.66000000E-02   4.04491034E+05   3.80163754E+05   3.80163754E+05   5.32280930E+05   4.29304097E+05   4.29304097E+05
   6.68000000E-02   3.90290756E+05   3.66797211E+05   3.66797211E+05   5.13685185E+05   4.13905864E+05   4.13905864E+05
   6.70000000E-02   3.76587255E+05   3.53899090E+05   3.53899090E+05   4.95736311E+05   3.99058394E+05   3.99058394E+05
   6.72000000E-02   3.63363252E+05   3.41453066E+05   3.41453066E+05   4.78411962E+05   3.84742089E+05   3.84742089E+05
   6.74000000E-02   3.50602064E+05   3.29443375E+05   3.29443375E+05   4.61690559E+05   3.70938042E+05   3.70938042E+05
   6.76000000E-02   3.38287583E+05   3.17854799E+05   3.17854799E+05   4.45551260E+05   3.57628014E+05   3.57628014E+05
   6.78000000E-02   3.26404256E+05   3.06672649E+05   3.06672649E+05   4.29973936E+05   3.44794410E+05   3.44794410E+05
   6.80000000E-02   3.14937068E+05   2.95882741E+05   2.95882741E+05   4.14939145E+05   3.32420257E+05   3.32420257E+05
   6.82000000E-02   3.03871524E+05   2.85471386E+05   2.85471386E+05   4.00428115E+05   3.20489182E+05   3.20489182E+05
   6.84000000E-02   2.93193629E+05   2.75425366E+05   2.75425366E+05   3.86422713E+05   3.08985391E+05   3.08985391E+05
   6.86000000E-02   2.82889870E+05   2.65731923E+05   2.65731923E+05   3.72905431E+05   2.97893649E+05   2.97893649E+05
   6.88000000E-02   2.72947205E+05   2.56378741E+05   2.56378741E+05   3.59859359E+05   2.87199261E+05   2.87199261E+05
   6.90000000E-02   2.63353040E+05   2.47353930E+05   2.47353930E+05   3.47268169E+05   2.76888050E+05   2.76888050E+05
   6.92000000E-02   2.54095218E+05   2.38646015E+05   2.38646015E+05   3.35116094E+05   2.66946344E+05   2.66946344E+05
   6.94000000E-02   2.45162005E+05   2.30243917E+05   2.30243917E+05   3.23387906E+05   2.57360953E+05   2.57360953E+05
   6.96000000E-02   2.36542070E+05   2.22136942E+05   2.22136942E+05   3.12068903E+05   2.48119158E+05   2.48119158E+05
   6.98000000E-02   2.28224476E+05   2.14314769E+05   2.14314769E+05   3.01144887E+05   2.39208688E+05   2.39208688E+05
   7.00000000E-02   2.20198667E+05   2.06767435E+05   2.06767435E+05   2.90602149E+05   2.30617708E+05   2.30617708E+05
   7.02000000E-02   2.12454451E+05   1.99485321E+05   1.99485321E+05   2.80427452E+05   2.22334804E+05   2.22334804E+05
   7.04000000E-02   2.04981990E+05   1.92459146E+05   1.92459146E+05   2.70608014E+05   2.14348967E+05   2.14348967E+05
   7.06000000E-02   1.97771788E+05   1.85679950E+05   1.85679950E+05   2.61131494E+05   2.06649579E+05   2.06649579E+05
   7.08000000E-02   1.90814678E+05   1.79139083E+05   1.79139083E+05   2.51985976E+05   1.99226398E+05   1.99226398E+05
   7.10000000E-02   1.84101811E+05   1.72828201E+05   1.72828201E+05   2.43159955E+05   1.92069549E+05   1.92069549E+05
   7.12000000E-02   1.77624646E+05   1.66739244E+05   1.66739244E+05   2.34642322E+05   1.85169504E+05   1.85169504E+05
   7.14000000E-02   1.71374940E+05   1.60864439E+05   1.60864439E+05   2.26422352E+05   1.78517078E+05   1.78517078E+05
   7.16000000E-02   1.65344734E+05   1.55196278E+05   1.55196278E+05   2.18489690E+05   1.72103410E+05   1.72103410E+05
   7.18000000E-02   1.59526348E+05   1.49727520E+05   1.49727520E+05   2.10834339E+05   1.65919956E+05   1.65919956E+05
   7.20000000E-02   1.53912367E+05   1.44451173E+05   1.44451173E+05   2.03446647E+05   1.59958475E+05   1.59958475E+05
   7.22000000E-02   1.48495637E+05   1.39360489E+05   1.39360489E+05   1.96317295E+05   1.54211020E+05   1.54211020E+05
   7.24000000E-02   1.43269249E+05   1.34448956E+05   1.34448956E+05   1.89437287E+05   1.48669926E+05   1.48669926E+05
   7.26000000E-02   1.38226539E+05   1.29710291E+05   1.29710291E+05   1.82797938E+05   1.43327804E+05   1.43327804E+05
   7.28000000E-02   1.33361072E+05   1.25138426E+05   1.25138426E+05   1.76390863E+05   1.38177525E+05   1.38177525E+05
   7.30000000E-02   1.28666638E+05   1.20727508E+05   1.20727508E+05   1.70207967E+05   1.33212217E+05   1.33212217E+05
   7.32000000E-02   1.24137243E+05   1.16471889E+05   1.16471889E+05   1.64241437E+05   1.28425251E+05   1.28425251E+05
   7.34000000E-02   1.19767103E+05   1.12366115E+05   1.12366115E+05   1.58483728E+05   1.23810235E+05   1.23810235E+05
   7.36000000E-02   1.15550635E+05   1.08404926E+05   1.08404926E+05   1.52927559E+05   1.19361007E+05   1.19361007E+05
   7.38000000E-02   1.11482451E+05   1.04583243E+05   1.04583243E+05   1.47565899E+05   1.15071621E+05   1.15071621E+05
   7.40000000E-02   1.07557350E+05   1.00896166E+05   1.00896166E+05   1.42391963E+05   1.10936347E+05   1.10936347E+05
   7.42000000E-02   1.03770314E+05   9.73389671E+04   9.73389671E+04   1.37399199E+05   1.06949658E+05   1.06949658E+05
   7.44000000E-02   1.00116500E+05   9.39070816E+04   9.39070816E+04   1.32581284E+05   1.03106225E+05   1.03106225E+05
   7.46000000E-02   9.65912323E+04   9.05961060E+04   9.05961060E+04   1.27932115E+05   9.94009085E+04   9.94009085E+04
   7.48000000E-02   9.31900004E+04   8.74017904E+04   8.74017904E+04   1.23445798E+05   9.58287533E+04   9.58287533E+04
   7.50000000E-02   8.99084507E+04   8.43200338E+04   8.43200338E+04   1.19116647E+05   9.23849814E+04   9.23849814E+04
   7.52000000E-02   8.67423817E+04   8.13468787E+04   8.13468787E+04   1.14939172E+05   8.90649855E+04   8.90649855E+04
   7.54000000E-02   8.36877388E+04   7.84785060E+04   7.84785060E+04   1.10908072E+05   8.58643230E+04   8.58643230E+04
   7.56000000E-02   8.07406091E+04   7.57112307E+04   7.57112307E+04   1.07018234E+05   8.27787104E+04   8.27787104E+04
   7.58000000E-02   7.78972167E+04   7.30414966E+04   7.30414966E+04   1.03264720E+05   7.98040172E+04   7.98040172E+04
   7.60000000E-02   7.51539175E+04   7.04658722E+04   7.04658722E+04   9.96427648E+04   7.69362610E+04   7.69362610E+04
   7.62000000E-02   7.25071952E+04   6.79810463E+04   6.79810463E+04   9.61477684E+04   7.41716017E+04   7.41716017E+04
   7.64000000E-02   6.99536564E+04   6.55838237E+04   6.55838237E+04   9.27752913E+04   7.15063369E+04   7.15063369E+04
   7.66000000E-02   6.74900264E+04   6.32711213E+04   6.32711213E+04   8.95210485E+04   6.89368965E+04   6.89368965E+04
   7.68000000E-02   6.51131452E+04   6.10399640E+04   6.10399640E+04   8.63809041E+04   6.64598386E+04   6.64598386E+04
   7.70000000E-02   6.28199635E+04   5.88874812E+04   5.88874812E+04   8.33508662E+04   6.40718443E+04   6.40718443E+04
   7.72000000E-02   6.06075388E+04   5.68109030E+04   5.68109030E+04   8.04270820E+04   6.17697138E+04   6.17697138E+04
   7.74000000E-02   5.84730316E+04   5.48075565E+04   5.48075565E+04   7.76058330E+04   5.95503619E+04   5.95503619E+04
   7.76000000E-02   5.64137020E+04   5.28748630E+04   5.28748630E+04   7.48835302E+04   5.74108140E+04   5.74108140E+04
   7.78000000E-02   5.44269061E+04   5.10103339E+04   5.10103339E+04   7.22567098E+04   5.53482021E+04   5.53482021E+04
   7.80000000E-02   5.25100926E+04   4.92115682E+04   4.92115682E+04   6.97220287E+04   5.33597611E+04   5.33597611E+04
   7.82000000E-02   5.06607997E+04   4.74762492E+04   4.74762492E+04   6.72762605E+04   5.14428250E+04   5.14428250E+04
   7.84000000E-02   4.88766519E+04   4.58021416E+04   4.58021416E+04   6.49162912E+04   4.95948234E+04   4.95948234E+04
   7.86000000E-02   4.71553572E+04   4.41870885E+04   4.41870885E+04   6.26391158E+04   4.78132781E+04   4.78132781E+04
   7.88000000E-02   4.54947038E+04   4.26290090E+04   4.26290090E+04   6.04418337E+04   4.60958000E+04   4.60958000E+04
   7.90000000E-02   4.38925575E+04   4.11258951E+04   4.11258951E+04   5.83216459E+04   4.44400855E+04   4.44400855E+04
   7.92000000E-02   4.23468591E+04   3.96758095E+04   3.96758095E+04   5.62758510E+04   4.28439137E+04   4.28439137E+04
   7.94000000E-02   4.08556218E+04   3.82768830E+04   3.82768830E+04   5.43018421E+04   4.13051436E+04   4.13051436E+04
   7.96000000E-02   3.94169281E+04   3.69273121E+04   3.69273121E+04   5.23971031E+04   3.98217109E+04   3.98217109E+04
   7.98000000E-02   3.80289284E+04   3.56253568E+04   3.56253568E+04   5.05592061E+04   3.83916254E+04   3.83916254E+04
   8.00000000E-02   3.66898376E+04   3.43693382E+04   3.43693382E+04   4.87858078E+04   3.70129685E+04   3.70129685E+04
   8.02000000E-02   3.53979336E+04   3.31576364E+04   3.31576364E+04   4.70746470E+04   3.56838903E+04   3.56838903E+04
   8.04000000E-02   3.41515546E+04   3.19886888E+04   3.19886888E+04   4.54235414E+04   3.44026076E+04   3.44026076E+04
   8.06000000E-02   3.29490973E+04   3.08609874E+04   3.08609874E+04   4.38303850E+04   3.31674011E+04   3.31674011E+04
   8.08000000E-02   3.17890147E+04   2.97730776E+04   2.97730776E+04   4.22931457E+04   3.19766133E+04   3.19766133E+04
   8.10000000E-02   3.06698141E+04   2.87235557E+04   2.87235557E+04   4.08098622E+04   3.08286462E+04   3.08286462E+04
   8.12000000E-02   2.95900555E+04   2.77110677E+04   2.77110677E+04   3.93786418E+04   2.97219593E+04   2.97219593E+04
   8.14000000E-02   2.85483494E+04   2.67343070E+04   2.67343070E+04   3.79976584E+04   2.86550674E+04   2.86550674E+04
   8.16000000E-02   2.75433549E+04   2.57920133E+04   2.57920133E+04   3.66651494E+04   2.76265389E+04   2.76265389E+04
   8.18000000E-02   2.65737787E+04   2.48829705E+04   2.48829705E+04   3.53794140E+04   2.66349933E+04   2.66349933E+04
   8.20000000E-02   2.56383727E+04   2.40060053E+04   2.40060053E+04   3.41388111E+04   2.56791000E+04   2.56791000E+04
   8.22000000E-02   2.47359328E+04   2.31599859E+04   2.31599859E+04   3.29417570E+04   2.47575761E+04   2.47575761E+04
   8.24000000E-02   2.38652973E+04   2.23438202E+04   2.23438202E+04   3.17867233E+04   2.38691850E+04   2.38691850E+04
   8.26000000E-02   2.30253451E+04   2.15564547E+04   2.15564547E+04   3.06722353E+04   2.30127344E+04   2.30127344E+04
   8.28000000E-02   2.22149950E+04   2.07968730E+04   2.07968730E+04   2.95968699E+04   2.21870749E+04   2.21870749E+04
   8.30000000E-02   2.14332036E+04   2.00640945E+04   2.00640945E+04   2.85592539E+04   2.13910986E+04   2.13910986E+04
   8.32000000E-02   2.06789641E+04   1.93571732E+04   1.93571732E+04   2.75580621E+04   2.06237372E+04   2.06237372E+04
   8.34000000E-02   1.99513054E+04   1.86751964E+04   1.86751964E+04   2.65920159E+04   1.98839609E+04   1.98839609E+04
   8.36000000E-02   1.92492905E+04   1.80172837E+04   1.80172837E+04   2.56598815E+04   1.91707772E+04   1.91707772E+04
   8.38000000E-02   1.85720153E+04   1.73825855E+04   1.73825855E+04   2.47604682E+04   1.84832291E+04   1.84832291E+04
   8.40000000E-02   1.79186076E+04   1.67702823E+04   1.67702823E+04   2.38926272E+04   1.78203939E+04   1.78203939E+04
   8.42000000E-02   1.72882260E+04   1.61795837E+04   1.61795837E+04   2.30552498E+04   1.71813823E+04   1.71813823E+04
   8.44000000E-02   1.66800586E+04   1.56097268E+04   1.56097268E+04   2.22472664E+04   1.65653370E+04   1.65653370E+04
   8.46000000E-02   1.60933222E+04   1.50599759E+04   1.50599759E+04   2.14676448E+04   1.59714315E+04   1.59714315E+04
   8.48000000E-02   1.55272611E+04   1.45296211E+04   1.45296211E+04   2.07153890E+04   1.53988691E+04   1.53988691E+04
   8.50000000E-02   1.49811463E+04   1.40179776E+04   1.40179776E+04   1.99895379E+04   1.48468816E+04   1.48468816E+04
   8.52000000E-02   1.44542744E+04   1.35243848E+04   1.35243848E+04   1.92891643E+04   1.43147286E+04   1.43147286E+04
   8.54000000E-02   1.39459670E+04   1.30482053E+04   1.30482053E+04   1.86133733E+04   1.38016964E+04   1.38016964E+04
   8.56000000E-02   1.34555693E+04   1.25888243E+04   1.25888243E+04   1.79613015E+04   1.33070969E+04   1.33070969E+04
   8.58000000E-02   1.29824498E+04   1.21456487E+04   1.21456487E+04   1.73321159E+04   1.28302668E+04   1.28302668E+04
   8.60000000E-02   1.25259992E+04   1.17181063E+04   1.17181063E+04   1.67250126E+04   1.23705666E+04   1.23705666E+04
   8.62000000E-02   1.20856297E+04   1.13056449E+04   1.13056449E+04   1.61392159E+04   1.19273800E+04   1.19273800E+04
