# TBinMid=4.00279 ssec TBinWidth=8.69483 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   4.24000000E-02   3.54113135E+07   2.34683550E+07   2.34683550E+07   3.17464420E+07   3.49875135E+07   3.49875135E+07
   4.26000000E-02   3.42459671E+07   2.26644486E+07   2.26644486E+07   3.06482244E+07   3.38247317E+07   3.38247317E+07
   4.28000000E-02   3.31178423E+07   2.18877373E+07   2.18877373E+07   2.95870061E+07   3.26994847E+07   3.26994847E+07
   4.30000000E-02   3.20258020E+07   2.11373158E+07   2.11373158E+07   2.85615891E+07   3.16106126E+07   3.16106126E+07
   4.32000000E-02   3.09687418E+07   2.04123086E+07   2.04123086E+07   2.75708117E+07   3.05569893E+07   3.05569893E+07
   4.34000000E-02   2.99455886E+07   1.97118683E+07   1.97118683E+07   2.66135478E+07   2.95375210E+07   2.95375210E+07
   4.36000000E-02   2.89553000E+07   1.90351756E+07   1.90351756E+07   2.56887057E+07   2.85511458E+07   2.85511458E+07
   4.38000000E-02   2.79968637E+07   1.83814377E+07   1.83814377E+07   2.47952273E+07   2.75968325E+07   2.75968325E+07
   4.40000000E-02   2.70692965E+07   1.77498878E+07   1.77498878E+07   2.39320870E+07   2.66735801E+07   2.66735801E+07
   4.42000000E-02   2.61716437E+07   1.71397842E+07   1.71397842E+07   2.30982908E+07   2.57804169E+07   2.57804169E+07
   4.44000000E-02   2.53029782E+07   1.65504094E+07   1.65504094E+07   2.22928756E+07   2.49163998E+07   2.49163998E+07
   4.46000000E-02   2.44623999E+07   1.59810697E+07   1.59810697E+07   2.15149081E+07   2.40806134E+07   2.40806134E+07
   4.48000000E-02   2.36490351E+07   1.54310939E+07   1.54310939E+07   2.07634844E+07   2.32721694E+07   2.32721694E+07
   4.50000000E-02   2.28620355E+07   1.48998330E+07   1.48998330E+07   2.00377284E+07   2.24902060E+07   2.24902060E+07
   4.52000000E-02   2.21005779E+07   1.43866593E+07   1.43866593E+07   1.93367918E+07   2.17338868E+07   2.17338868E+07
   4.54000000E-02   2.13638634E+07   1.38909657E+07   1.38909657E+07   1.86598528E+07   2.10024005E+07   2.10024005E+07
   4.56000000E-02   2.06511164E+07   1.34121652E+07   1.34121652E+07   1.80061155E+07   2.02949601E+07   2.02949601E+07
   4.58000000E-02   1.99615846E+07   1.29496900E+07   1.29496900E+07   1.73748091E+07   1.96108020E+07   1.96108020E+07
   4.60000000E-02   1.92945379E+07   1.25029914E+07   1.25029914E+07   1.67651873E+07   1.89491858E+07   1.89491858E+07
   4.62000000E-02   1.86492680E+07   1.20715383E+07   1.20715383E+07   1.61765275E+07   1.83093934E+07   1.83093934E+07
   4.64000000E-02   1.80250878E+07   1.16548176E+07   1.16548176E+07   1.56081300E+07   1.76907284E+07   1.76907284E+07
   4.66000000E-02   1.74213306E+07   1.12523329E+07   1.12523329E+07   1.50593174E+07   1.70925154E+07   1.70925154E+07
   4.68000000E-02   1.68373500E+07   1.08636044E+07   1.08636044E+07   1.45294341E+07   1.65140997E+07   1.65140997E+07
   4.70000000E-02   1.62725188E+07   1.04881681E+07   1.04881681E+07   1.40178453E+07   1.59548465E+07   1.59548465E+07
   4.72000000E-02   1.57262290E+07   1.01255754E+07   1.01255754E+07   1.35239369E+07   1.54141404E+07   1.54141404E+07
   4.74000000E-02   1.51978906E+07   9.77539260E+06   9.77539260E+06   1.30471143E+07   1.48913848E+07   1.48913848E+07
   4.76000000E-02   1.46869320E+07   9.43720041E+06   9.43720041E+06   1.25868021E+07   1.43860015E+07   1.43860015E+07
   4.78000000E-02   1.41927985E+07   9.11059345E+06   9.11059345E+06   1.21424436E+07   1.38974301E+07   1.38974301E+07
   4.80000000E-02   1.37149526E+07   8.79517986E+06   8.79517986E+06   1.17135002E+07   1.34251273E+07   1.34251273E+07
   4.82000000E-02   1.32528731E+07   8.49058079E+06   8.49058079E+06   1.12994507E+07   1.29685669E+07   1.29685669E+07
   4.84000000E-02   1.28060548E+07   8.19643002E+06   8.19643002E+06   1.08997907E+07   1.25272388E+07   1.25272388E+07
   4.86000000E-02   1.23740080E+07   7.91237354E+06   7.91237354E+06   1.05140325E+07   1.21006486E+07   1.21006486E+07
   4.88000000E-02   1.19562579E+07   7.63806913E+06   7.63806913E+06   1.01417042E+07   1.16883177E+07   1.16883177E+07
   4.90000000E-02   1.15523446E+07   7.37318601E+06   7.37318601E+06   9.78234940E+06   1.12897820E+07   1.12897820E+07
   4.92000000E-02   1.11618222E+07   7.11740445E+06   7.11740445E+06   9.43552658E+06   1.09045922E+07   1.09045922E+07
   4.94000000E-02   1.07842585E+07   6.87041539E+06   6.87041539E+06   9.10080878E+06   1.05323129E+07   1.05323129E+07
   4.96000000E-02   1.04192350E+07   6.63192013E+06   6.63192013E+06   8.77778310E+06   1.01725224E+07   1.01725224E+07
   4.98000000E-02   1.00663460E+07   6.40162993E+06   6.40162993E+06   8.46605021E+06   9.82481224E+06   9.82481224E+06
   5.00000000E-02   9.72519837E+06   6.17926577E+06   6.17926577E+06   8.16522401E+06   9.48878689E+06   9.48878689E+06
   5.02000000E-02   9.39541137E+06   5.96455794E+06   5.96455794E+06   7.87493115E+06   9.16406323E+06   9.16406323E+06
   5.04000000E-02   9.07661607E+06   5.75724580E+06   5.75724580E+06   7.59481066E+06   8.85027026E+06   8.85027026E+06
   5.06000000E-02   8.76845512E+06   5.55707743E+06   5.55707743E+06   7.32451354E+06   8.54704874E+06   8.54704874E+06
   5.08000000E-02   8.47058235E+06   5.36380939E+06   5.36380939E+06   7.06370240E+06   8.25405082E+06   8.25405082E+06
   5.10000000E-02   8.18266247E+06   5.17720642E+06   5.17720642E+06   6.81205110E+06   7.97093972E+06   7.97093972E+06
   5.12000000E-02   7.90437074E+06   4.99704116E+06   4.99704116E+06   6.56924435E+06   7.69738935E+06   7.69738935E+06
   5.14000000E-02   7.63539264E+06   4.82309390E+06   4.82309390E+06   6.33497743E+06   7.43308405E+06   7.43308405E+06
   5.16000000E-02   7.37542359E+06   4.65515232E+06   4.65515232E+06   6.10895579E+06   7.17771821E+06   7.17771821E+06
   5.18000000E-02   7.12416864E+06   4.49301127E+06   4.49301127E+06   5.89089475E+06   6.93099602E+06   6.93099602E+06
   5.20000000E-02   6.88134216E+06   4.33647250E+06   4.33647250E+06   5.68051919E+06   6.69263115E+06   6.69263115E+06
   5.22000000E-02   6.64666761E+06   4.18534445E+06   4.18534445E+06   5.47756325E+06   6.46234645E+06   6.46234645E+06
   5.24000000E-02   6.41987722E+06   4.03944202E+06   4.03944202E+06   5.28176999E+06   6.23987367E+06   6.23987367E+06
   5.26000000E-02   6.20071173E+06   3.89858636E+06   3.89858636E+06   5.09289116E+06   6.02495321E+06   6.02495321E+06
   5.28000000E-02   5.98892017E+06   3.76260466E+06   3.76260466E+06   4.91068686E+06   5.81733385E+06   5.81733385E+06
   5.30000000E-02   5.78425957E+06   3.63132996E+06   3.63132996E+06   4.73492532E+06   5.61677247E+06   5.61677247E+06
   5.32000000E-02   5.58649470E+06   3.50460094E+06   3.50460094E+06   4.56538262E+06   5.42303380E+06   5.42303380E+06
   5.34000000E-02   5.39539790E+06   3.38226173E+06   3.38226173E+06   4.40184239E+06   5.23589021E+06   5.23589021E+06
   5.36000000E-02   5.21074879E+06   3.26416177E+06   3.26416177E+06   4.24409565E+06   5.05512145E+06   5.05512145E+06
   5.38000000E-02   5.03233407E+06   3.15015555E+06   3.15015555E+06   4.09194049E+06   4.88051442E+06   4.88051442E+06
   5.40000000E-02   4.85994729E+06   3.04010254E+06   3.04010254E+06   3.94518189E+06   4.71186294E+06   4.71186294E+06
   5.42000000E-02   4.69338865E+06   2.93386695E+06   2.93386695E+06   3.80363144E+06   4.54896755E+06   4.54896755E+06
   5.44000000E-02   4.53246480E+06   2.83131760E+06   2.83131760E+06   3.66710720E+06   4.39163532E+06   4.39163532E+06
   5.46000000E-02   4.37698862E+06   2.73232778E+06   2.73232778E+06   3.53543340E+06   4.23967958E+06   4.23967958E+06
   5.48000000E-02   4.22677905E+06   2.63677506E+06   2.63677506E+06   3.40844032E+06   4.09291979E+06   4.09291979E+06
   5.50000000E-02   4.08166089E+06   2.54454119E+06   2.54454119E+06   3.28596401E+06   3.95118131E+06   3.95118131E+06
   5.52000000E-02   3.94146460E+06   2.45551193E+06   2.45551193E+06   3.16784616E+06   3.81429522E+06   3.81429522E+06
   5.54000000E-02   3.80602616E+06   2.36957692E+06   2.36957692E+06   3.05393390E+06   3.68209817E+06   3.68209817E+06
   5.56000000E-02   3.67518689E+06   2.28662959E+06   2.28662959E+06   2.94407958E+06   3.55443215E+06   3.55443215E+06
   5.58000000E-02   3.54879324E+06   2.20656697E+06   2.20656697E+06   2.83814065E+06   3.43114435E+06   3.43114435E+06
   5.60000000E-02   3.42669668E+06   2.12928960E+06   2.12928960E+06   2.73597946E+06   3.31208701E+06   3.31208701E+06
   5.62000000E-02   3.30875353E+06   2.05470141E+06   2.05470141E+06   2.63746311E+06   3.19711724E+06   3.19711724E+06
   5.64000000E-02   3.19482480E+06   1.98270963E+06   1.98270963E+06   2.54246326E+06   3.08609684E+06   3.08609684E+06
   5.66000000E-02   3.08477601E+06   1.91322463E+06   1.91322463E+06   2.45085604E+06   2.97889222E+06   2.97889222E+06
   5.68000000E-02   2.97847714E+06   1.84615985E+06   1.84615985E+06   2.36252182E+06   2.87537417E+06   2.87537417E+06
   5.70000000E-02   2.87580237E+06   1.78143168E+06   1.78143168E+06   2.27734513E+06   2.77541780E+06   2.77541780E+06
   5.72000000E-02   2.77663006E+06   1.71895939E+06   1.71895939E+06   2.19521451E+06   2.67890233E+06   2.67890233E+06
   5.74000000E-02   2.68084251E+06   1.65866498E+06   1.65866498E+06   2.11602234E+06   2.58571101E+06   2.58571101E+06
   5.76000000E-02   2.58832594E+06   1.60047314E+06   1.60047314E+06   2.03966474E+06   2.49573095E+06   2.49573095E+06
   5.78000000E-02   2.49897028E+06   1.54431112E+06   1.54431112E+06   1.96604146E+06   2.40885303E+06   2.40885303E+06
   5.80000000E-02   2.41266910E+06   1.49010868E+06   1.49010868E+06   1.89505570E+06   2.32497176E+06   2.32497176E+06
   5.82000000E-02   2.32931947E+06   1.43779797E+06   1.43779797E+06   1.82661405E+06   2.24398516E+06   2.24398516E+06
   5.84000000E-02   2.24882187E+06   1.38731348E+06   1.38731348E+06   1.76062635E+06   2.16579468E+06   2.16579468E+06
   5.86000000E-02   2.17108007E+06   1.33859193E+06   1.33859193E+06   1.69700559E+06   2.09030502E+06   2.09030502E+06
   5.88000000E-02   2.09600099E+06   1.29157223E+06   1.29157223E+06   1.63566777E+06   2.01742410E+06   2.01742410E+06
   5.90000000E-02   2.02349468E+06   1.24619536E+06   1.24619536E+06   1.57653185E+06   1.94706290E+06   1.94706290E+06
   5.92000000E-02   1.95347413E+06   1.20240435E+06   1.20240435E+06   1.51951961E+06   1.87913539E+06   1.87913539E+06
   5.94000000E-02   1.88585525E+06   1.16014419E+06   1.16014419E+06   1.46455557E+06   1.81355843E+06   1.81355843E+06
   5.96000000E-02   1.82055671E+06   1.11936173E+06   1.11936173E+06   1.41156689E+06   1.75025166E+06   1.75025166E+06
   5.98000000E-02   1.75749990E+06   1.08000567E+06   1.08000567E+06   1.36048327E+06   1.68913743E+06   1.68913743E+06
   6.00000000E-02   1.69660882E+06   1.04202648E+06   1.04202648E+06   1.31123690E+06   1.63014069E+06   1.63014069E+06
   6.02000000E-02   1.63781002E+06   1.00537632E+06   1.00537632E+06   1.26376233E+06   1.57318892E+06   1.57318892E+06
   6.04000000E-02   1.58103246E+06   9.70009001E+05   9.70009001E+05   1.21799641E+06   1.51821204E+06   1.51821204E+06
   6.06000000E-02   1.52620750E+06   9.35879925E+05   9.35879925E+05   1.17387821E+06   1.46514233E+06   1.46514233E+06
   6.08000000E-02   1.47326878E+06   9.02946032E+05   9.02946032E+05   1.13134896E+06   1.41391436E+06   1.41391436E+06
   6.10000000E-02   1.42215215E+06   8.71165745E+05   8.71165745E+05   1.09035193E+06   1.36446491E+06   1.36446491E+06
   6.12000000E-02   1.37279563E+06   8.40498919E+05   8.40498919E+05   1.05083241E+06   1.31673288E+06   1.31673288E+06
   6.14000000E-02   1.32513927E+06   8.10906796E+05   8.10906796E+05   1.01273761E+06   1.27065927E+06   1.27065927E+06
   6.16000000E-02   1.27912518E+06   7.82351955E+05   7.82351955E+05   9.76016595E+05   1.22618703E+06   1.22618703E+06
   6.18000000E-02   1.23469738E+06   7.54798266E+05   7.54798266E+05   9.40620239E+05   1.18326108E+06   1.18326108E+06
   6.20000000E-02   1.19180176E+06   7.28210848E+05   7.28210848E+05   9.06501146E+05   1.14182819E+06   1.14182819E+06
   6.22000000E-02   1.15038605E+06   7.02556023E+05   7.02556023E+05   8.73613594E+05   1.10183694E+06   1.10183694E+06
   6.24000000E-02   1.11039972E+06   6.77801280E+05   6.77801280E+05   8.41913481E+05   1.06323766E+06   1.06323766E+06
   6.26000000E-02   1.07179396E+06   6.53915228E+05   6.53915228E+05   8.11358263E+05   1.02598236E+06   1.02598236E+06
   6.28000000E-02   1.03452157E+06   6.30867567E+05   6.30867567E+05   7.81906904E+05   9.90024669E+05   9.90024669E+05
   6.30000000E-02   9.98536958E+05   6.08629040E+05   6.08629040E+05   7.53519822E+05   9.55319823E+05   9.55319823E+05
   6.32000000E-02   9.63796076E+05   5.87171407E+05   5.87171407E+05   7.26158836E+05   9.21824561E+05   9.21824561E+05
   6.34000000E-02   9.30256348E+05   5.66467404E+05   5.66467404E+05   6.99787124E+05   8.89497101E+05   8.89497101E+05
   6.36000000E-02   8.97876640E+05   5.46490711E+05   5.46490711E+05   6.74369166E+05   8.58297085E+05   8.58297085E+05
   6.38000000E-02   8.66617207E+05   5.27215922E+05   5.27215922E+05   6.49870707E+05   8.28185531E+05   8.28185531E+05
   6.40000000E-02   8.36439647E+05   5.08618509E+05   5.08618509E+05   6.26258708E+05   7.99124790E+05   7.99124790E+05
   6.42000000E-02   8.07306855E+05   4.90674796E+05   4.90674796E+05   6.03501306E+05   7.71078496E+05   7.71078496E+05
   6.44000000E-02   7.79182984E+05   4.73361930E+05   4.73361930E+05   5.81567770E+05   7.44011528E+05   7.44011528E+05
   6.46000000E-02   7.52033401E+05   4.56657848E+05   4.56657848E+05   5.60428464E+05   7.17889965E+05   7.17889965E+05
   6.48000000E-02   7.25824644E+05   4.40541255E+05   4.40541255E+05   5.40054808E+05   6.92681046E+05   6.92681046E+05
   6.50000000E-02   7.00524388E+05   4.24991595E+05   4.24991595E+05   5.20419240E+05   6.68353134E+05   6.68353134E+05
   6.52000000E-02   6.76101403E+05   4.09989025E+05   4.09989025E+05   5.01495181E+05   6.44875675E+05   6.44875675E+05
   6.54000000E-02   6.52525523E+05   3.95514394E+05   3.95514394E+05   4.83256999E+05   6.22219162E+05   6.22219162E+05
   6.56000000E-02   6.29767601E+05   3.81549214E+05   3.81549214E+05   4.65679978E+05   6.00355101E+05   6.00355101E+05
   6.58000000E-02   6.07799486E+05   3.68075642E+05   3.68075642E+05   4.48740286E+05   5.79255975E+05   5.79255975E+05
   6.60000000E-02   5.86593981E+05   3.55076454E+05   3.55076454E+05   4.32414939E+05   5.58895213E+05   5.58895213E+05
   6.62000000E-02   5.66124817E+05   3.42535027E+05   3.42535027E+05   4.16681779E+05   5.39247156E+05   5.39247156E+05
   6.64000000E-02   5.46366618E+05   3.30435316E+05   3.30435316E+05   4.01519436E+05   5.20287030E+05   5.20287030E+05
   6.66000000E-02   5.27294874E+05   3.18761834E+05   3.18761834E+05   3.86907307E+05   5.01990908E+05   5.01990908E+05
   6.68000000E-02   5.08885909E+05   3.07499634E+05   3.07499634E+05   3.72825528E+05   4.84335693E+05   4.84335693E+05
   6.70000000E-02   4.91116856E+05   2.96634290E+05   2.96634290E+05   3.59254943E+05   4.67299078E+05   4.67299078E+05
   6.72000000E-02   4.73965627E+05   2.86151878E+05   2.86151878E+05   3.46177085E+05   4.50859527E+05   4.50859527E+05
   6.74000000E-02   4.57410891E+05   2.76038961E+05   2.76038961E+05   3.33574148E+05   4.34996247E+05   4.34996247E+05
   6.76000000E-02   4.41432044E+05   2.66282569E+05   2.66282569E+05   3.21428965E+05   4.19689161E+05   4.19689161E+05
   6.78000000E-02   4.26009185E+05   2.56870184E+05   2.56870184E+05   3.09724983E+05   4.04918886E+05   4.04918886E+05
   6.80000000E-02   4.11123096E+05   2.47789727E+05   2.47789727E+05   2.98446247E+05   3.90666706E+05   3.90666706E+05
   6.82000000E-02   3.96755217E+05   2.39029540E+05   2.39029540E+05   2.87577370E+05   3.76914554E+05   3.76914554E+05
   6.84000000E-02   3.82887621E+05   2.30578370E+05   2.30578370E+05   2.77103522E+05   3.63644986E+05   3.63644986E+05
   6.86000000E-02   3.69502997E+05   2.22425360E+05   2.22425360E+05   2.67010404E+05   3.50841162E+05   3.50841162E+05
   6.88000000E-02   3.56584627E+05   2.14560029E+05   2.14560029E+05   2.57284232E+05   3.38486824E+05   3.38486824E+05
   6.90000000E-02   3.44116367E+05   2.06972266E+05   2.06972266E+05   2.47911715E+05   3.26566277E+05   3.26566277E+05
   6.92000000E-02   3.32082625E+05   1.99652311E+05   1.99652311E+05   2.38880045E+05   3.15064368E+05   3.15064368E+05
   6.94000000E-02   3.20468346E+05   1.92590746E+05   1.92590746E+05   2.30176870E+05   3.03966471E+05   3.03966471E+05
   6.96000000E-02   3.09258991E+05   1.85778481E+05   1.85778481E+05   2.21790286E+05   2.93258466E+05   2.93258466E+05
   6.98000000E-02   2.98440521E+05   1.79206747E+05   1.79206747E+05   2.13708816E+05   2.82926723E+05   2.82926723E+05
   7.00000000E-02   2.87999378E+05   1.72867079E+05   1.72867079E+05   2.05921398E+05   2.72958083E+05   2.72958083E+05
   7.02000000E-02   2.77922474E+05   1.66751310E+05   1.66751310E+05   1.98417368E+05   2.63339846E+05   2.63339846E+05
   7.04000000E-02   2.68197167E+05   1.60851558E+05   1.60851558E+05   1.91186446E+05   2.54059751E+05   2.54059751E+05
   7.06000000E-02   2.58811253E+05   1.55160217E+05   1.55160217E+05   1.84218724E+05   2.45105963E+05   2.45105963E+05
   7.08000000E-02   2.49752946E+05   1.49669949E+05   1.49669949E+05   1.77504651E+05   2.36467061E+05   2.36467061E+05
   7.10000000E-02   2.41010869E+05   1.44373672E+05   1.44373672E+05   1.71035019E+05   2.28132017E+05   2.28132017E+05
   7.12000000E-02   2.32574033E+05   1.39264551E+05   1.39264551E+05   1.64800955E+05   2.20090188E+05   2.20090188E+05
   7.14000000E-02   2.24431832E+05   1.34335992E+05   1.34335992E+05   1.58793906E+05   2.12331301E+05   2.12331301E+05
   7.16000000E-02   2.16574023E+05   1.29581634E+05   1.29581634E+05   1.53005626E+05   2.04845443E+05   2.04845443E+05
   7.18000000E-02   2.08990718E+05   1.24995335E+05   1.24995335E+05   1.47428169E+05   1.97623041E+05   1.97623041E+05
   7.20000000E-02   2.01672369E+05   1.20571172E+05   1.20571172E+05   1.42053876E+05   1.90654861E+05   1.90654861E+05
   7.22000000E-02   1.94609759E+05   1.16303428E+05   1.16303428E+05   1.36875364E+05   1.83931985E+05   1.83931985E+05
   7.24000000E-02   1.87793989E+05   1.12186587E+05   1.12186587E+05   1.31885518E+05   1.77445811E+05   1.77445811E+05
   7.26000000E-02   1.81216466E+05   1.08215327E+05   1.08215327E+05   1.27077479E+05   1.71188033E+05   1.71188033E+05
   7.28000000E-02   1.74868896E+05   1.04384514E+05   1.04384514E+05   1.22444639E+05   1.65150637E+05   1.65150637E+05
   7.30000000E-02   1.68743272E+05   1.00689191E+05   1.00689191E+05   1.17980626E+05   1.59325888E+05   1.59325888E+05
   7.32000000E-02   1.62831863E+05   9.71245789E+04   9.71245789E+04   1.13679300E+05   1.53706319E+05   1.53706319E+05
   7.34000000E-02   1.57127205E+05   9.36860643E+04   9.36860643E+04   1.09534745E+05   1.48284727E+05   1.48284727E+05
   7.36000000E-02   1.51622094E+05   9.03691966E+04   9.03691966E+04   1.05541257E+05   1.43054158E+05   1.43054158E+05
   7.38000000E-02   1.46309574E+05   8.71696816E+04   8.71696816E+04   1.01693339E+05   1.38007901E+05   1.38007901E+05
   7.40000000E-02   1.41182931E+05   8.40833762E+04   8.40833762E+04   9.79856953E+04   1.33139481E+05   1.33139481E+05
   7.42000000E-02   1.36235683E+05   8.11062829E+04   8.11062829E+04   9.44132194E+04   1.28442648E+05   1.28442648E+05
   7.44000000E-02   1.31461574E+05   7.82345448E+04   7.82345448E+04   9.09709917E+04   1.23911371E+05   1.23911371E+05
   7.46000000E-02   1.26854563E+05   7.54644408E+04   7.54644408E+04   8.76542706E+04   1.19539831E+05   1.19539831E+05
   7.48000000E-02   1.22408820E+05   7.27923808E+04   7.27923808E+04   8.44584866E+04   1.15322409E+05   1.15322409E+05
   7.50000000E-02   1.18118716E+05   7.02149010E+04   7.02149010E+04   8.13792359E+04   1.11253687E+05   1.11253687E+05
   7.52000000E-02   1.13978820E+05   6.77286594E+04   6.77286594E+04   7.84122746E+04   1.07328434E+05   1.07328434E+05
   7.54000000E-02   1.09983887E+05   6.53304319E+04   6.53304319E+04   7.55535129E+04   1.03541603E+05   1.03541603E+05
   7.56000000E-02   1.06128855E+05   6.30171080E+04   6.30171080E+04   7.27990094E+04   9.98883228E+04   9.98883228E+04
   7.58000000E-02   1.02408837E+05   6.07856865E+04   6.07856865E+04   7.01449661E+04   9.63638943E+04   9.63638943E+04
   7.60000000E-02   9.88191175E+04   5.86332723E+04   5.86332723E+04   6.75877226E+04   9.29637821E+04   9.29637821E+04
   7.62000000E-02   9.53551441E+04   5.65570719E+04   5.65570719E+04   6.51237519E+04   8.96836100E+04   8.96836100E+04
   7.64000000E-02   9.20125227E+04   5.45543905E+04   5.45543905E+04   6.27496547E+04   8.65191552E+04   8.65191552E+04
   7.66000000E-02   8.87870119E+04   5.26226285E+04   5.26226285E+04   6.04621557E+04   8.34663429E+04   8.34663429E+04
   7.68000000E-02   8.56745180E+04   5.07592776E+04   5.07592776E+04   5.82580983E+04   8.05212414E+04   8.05212414E+04
   7.70000000E-02   8.26710899E+04   4.89619180E+04   4.89619180E+04   5.61344411E+04   7.76800568E+04   7.76800568E+04
   7.72000000E-02   7.97729136E+04   4.72282155E+04   4.72282155E+04   5.40882528E+04   7.49391284E+04   7.49391284E+04
   7.74000000E-02   7.69763085E+04   4.55559181E+04   4.55559181E+04   5.21167091E+04   7.22949238E+04   7.22949238E+04
   7.76000000E-02   7.42777216E+04   4.39428532E+04   4.39428532E+04   5.02170884E+04   6.97440349E+04   6.97440349E+04
   7.78000000E-02   7.16737241E+04   4.23869248E+04   4.23869248E+04   4.83867679E+04   6.72831731E+04   6.72831731E+04
   7.80000000E-02   6.91610065E+04   4.08861112E+04   4.08861112E+04   4.66232204E+04   6.49091652E+04   6.49091652E+04
   7.82000000E-02   6.67363746E+04   3.94384617E+04   3.94384617E+04   4.49240108E+04   6.26189498E+04   6.26189498E+04
   7.84000000E-02   6.43967456E+04   3.80420947E+04   3.80420947E+04   4.32867923E+04   6.04095728E+04   6.04095728E+04
   7.86000000E-02   6.21391443E+04   3.66951950E+04   3.66951950E+04   4.17093040E+04   5.82781840E+04   5.82781840E+04
   7.88000000E-02   5.99606990E+04   3.53960114E+04   3.53960114E+04   4.01893669E+04   5.62220334E+04   5.62220334E+04
   7.90000000E-02   5.78586384E+04   3.41428546E+04   3.41428546E+04   3.87248816E+04   5.42384676E+04   5.42384676E+04
   7.92000000E-02   5.58302879E+04   3.29340951E+04   3.29340951E+04   3.73138250E+04   5.23249268E+04   5.23249268E+04
   7.94000000E-02   5.38730661E+04   3.17681608E+04   3.17681608E+04   3.59542479E+04   5.04789407E+04   5.04789407E+04
   7.96000000E-02   5.19844818E+04   3.06435353E+04   3.06435353E+04   3.46442720E+04   4.86981265E+04   4.86981265E+04
   7.98000000E-02   5.01621307E+04   2.95587556E+04   2.95587556E+04   3.33820874E+04   4.69801848E+04   4.69801848E+04
   8.00000000E-02   4.84036927E+04   2.85124106E+04   2.85124106E+04   3.21659502E+04   4.53228973E+04   4.53228973E+04
   8.02000000E-02   4.67069283E+04   2.75031391E+04   2.75031391E+04   3.09941800E+04   4.37241238E+04   4.37241238E+04
   8.04000000E-02   4.50696767E+04   2.65296278E+04   2.65296278E+04   2.98651578E+04   4.21817994E+04   4.21817994E+04
   8.06000000E-02   4.34898523E+04   2.55906099E+04   2.55906099E+04   2.87773235E+04   4.06939319E+04   4.06939319E+04
   8.08000000E-02   4.19654424E+04   2.46848637E+04   2.46848637E+04   2.77291739E+04   3.92585992E+04   3.92585992E+04
   8.10000000E-02   4.04945049E+04   2.38112103E+04   2.38112103E+04   2.67192605E+04   3.78739470E+04   3.78739470E+04
   8.12000000E-02   3.90751653E+04   2.29685128E+04   2.29685128E+04   2.57461879E+04   3.65381862E+04   3.65381862E+04
   8.14000000E-02   3.77056148E+04   2.21556743E+04   2.21556743E+04   2.48086114E+04   3.52495910E+04   3.52495910E+04
   8.16000000E-02   3.63841078E+04   2.13716369E+04   2.13716369E+04   2.39052352E+04   3.40064960E+04   3.40064960E+04
   8.18000000E-02   3.51089598E+04   2.06153799E+04   2.06153799E+04   2.30348110E+04   3.28072948E+04   3.28072948E+04
   8.20000000E-02   3.38785453E+04   1.98859190E+04   1.98859190E+04   2.21961361E+04   3.16504375E+04   3.16504375E+04
   8.22000000E-02   3.26912954E+04   1.91823046E+04   1.91823046E+04   2.13880513E+04   3.05344290E+04   3.05344290E+04
   8.24000000E-02   3.15456965E+04   1.85036206E+04   1.85036206E+04   2.06094401E+04   2.94578266E+04   2.94578266E+04
   8.26000000E-02   3.04402876E+04   1.78489834E+04   1.78489834E+04   1.98592266E+04   2.84192388E+04   2.84192388E+04
   8.28000000E-02   2.93736592E+04   1.72175409E+04   1.72175409E+04   1.91363740E+04   2.74173229E+04   2.74173229E+04
   8.30000000E-02   2.83444508E+04   1.66084709E+04   1.66084709E+04   1.84398836E+04   2.64507837E+04   2.64507837E+04
   8.32000000E-02   2.73513497E+04   1.60209804E+04   1.60209804E+04   1.77687929E+04   2.55183718E+04   2.55183718E+04
   8.34000000E-02   2.63930893E+04   1.54543045E+04   1.54543045E+04   1.71221747E+04   2.46188816E+04   2.46188816E+04
   8.36000000E-02   2.54684471E+04   1.49077054E+04   1.49077054E+04   1.64991356E+04   2.37511502E+04   2.37511502E+04
   8.38000000E-02   2.45762436E+04   1.43804713E+04   1.43804713E+04   1.58988149E+04   2.29140557E+04   2.29140557E+04
   8.40000000E-02   2.37153407E+04   1.38719158E+04   1.38719158E+04   1.53203830E+04   2.21065159E+04   2.21065159E+04
   8.42000000E-02   2.28846399E+04   1.33813768E+04   1.33813768E+04   1.47630410E+04   2.13274867E+04   2.13274867E+04
   8.44000000E-02   2.20830814E+04   1.29082154E+04   1.29082154E+04   1.42260190E+04   2.05759607E+04   2.05759607E+04
   8.46000000E-02   2.13096425E+04   1.24518157E+04   1.24518157E+04   1.37085750E+04   1.98509664E+04   1.98509664E+04
   8.48000000E-02   2.05633364E+04   1.20115834E+04   1.20115834E+04   1.32099944E+04   1.91515663E+04   1.91515663E+04
   8.50000000E-02   1.98432108E+04   1.15869454E+04   1.15869454E+04   1.27295886E+04   1.84768562E+04   1.84768562E+04
   8.52000000E-02   1.91483468E+04   1.11773486E+04   1.11773486E+04   1.22666941E+04   1.78259637E+04   1.78259637E+04
   8.54000000E-02   1.84778577E+04   1.07822599E+04   1.07822599E+04   1.18206717E+04   1.71980472E+04   1.71980472E+04
   8.56000000E-02   1.78308881E+04   1.04011649E+04   1.04011649E+04   1.13909054E+04   1.65922950E+04   1.65922950E+04
