# TBinMid=4.00279 ssec TBinWidth=8.69483 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   8.58000000E-02   1.72066123E+04   1.00335675E+04   1.00335675E+04   1.09768018E+04   1.60079238E+04   1.60079238E+04
   8.60000000E-02   1.66042338E+04   9.67898898E+03   9.67898898E+03   1.05777893E+04   1.54441783E+04   1.54441783E+04
   8.62000000E-02   1.60229838E+04   9.33696786E+03   9.33696786E+03   1.01933169E+04   1.49003295E+04   1.49003295E+04
   8.64000000E-02   1.54621208E+04   9.00705890E+03   9.00705890E+03   9.82285387E+03   1.43756744E+04   1.43756744E+04
   8.66000000E-02   1.49209289E+04   8.68883263E+03   8.68883263E+03   9.46588894E+03   1.38695349E+04   1.38695349E+04
   8.68000000E-02   1.43987177E+04   8.38187486E+03   8.38187486E+03   9.12192940E+03   1.33812566E+04   1.33812566E+04
   8.70000000E-02   1.38948208E+04   8.08578603E+03   8.08578603E+03   8.79050058E+03   1.29102084E+04   1.29102084E+04
   8.72000000E-02   1.34085953E+04   7.80018080E+03   7.80018080E+03   8.47114513E+03   1.24557815E+04   1.24557815E+04
   8.74000000E-02   1.29394207E+04   7.52468746E+03   7.52468746E+03   8.16342244E+03   1.20173886E+04   1.20173886E+04
   8.76000000E-02   1.24866986E+04   7.25894749E+03   7.25894749E+03   7.86690796E+03   1.15944631E+04   1.15944631E+04
   8.78000000E-02   1.20498512E+04   7.00261509E+03   7.00261509E+03   7.58119266E+03   1.11864584E+04   1.11864584E+04
   8.80000000E-02   1.16283212E+04   6.75535673E+03   6.75535673E+03   7.30588246E+03   1.07928475E+04   1.07928475E+04
   8.82000000E-02   1.12215709E+04   6.51685068E+03   6.51685068E+03   7.04059768E+03   1.04131215E+04   1.04131215E+04
   8.84000000E-02   1.08290814E+04   6.28678667E+03   6.28678667E+03   6.78497248E+03   1.00467900E+04   1.00467900E+04
   8.86000000E-02   1.04503521E+04   6.06486538E+03   6.06486538E+03   6.53865442E+03   9.69337974E+03   9.69337974E+03
   8.88000000E-02   1.00848998E+04   5.85079815E+03   5.85079815E+03   6.30130392E+03   9.35243410E+03   9.35243410E+03
   8.90000000E-02   9.73225843E+03   5.64430654E+03   5.64430654E+03   6.07259379E+03   9.02351270E+03   9.02351270E+03
   8.92000000E-02   9.39197824E+03   5.44512199E+03   5.44512199E+03   5.85220882E+03   8.70619073E+03   8.70619073E+03
   8.94000000E-02   9.06362526E+03   5.25298547E+03   5.25298547E+03   5.63984529E+03   8.40005838E+03   8.40005838E+03
   8.96000000E-02   8.74678077E+03   5.06764713E+03   5.06764713E+03   5.43521060E+03   8.10472032E+03   8.10472032E+03
   8.98000000E-02   8.44104076E+03   4.88886599E+03   4.88886599E+03   5.23802281E+03   7.81979522E+03   7.81979522E+03
   9.00000000E-02   8.14601540E+03   4.71640962E+03   4.71640962E+03   5.04801031E+03   7.54491522E+03   7.54491522E+03
   9.02000000E-02   7.86132855E+03   4.55005384E+03   4.55005384E+03   4.86491138E+03   7.27972545E+03   7.27972545E+03
   9.04000000E-02   7.58661730E+03   4.38958241E+03   4.38958241E+03   4.68847388E+03   7.02388362E+03   7.02388362E+03
   9.06000000E-02   7.32153145E+03   4.23478677E+03   4.23478677E+03   4.51845487E+03   6.77705953E+03   6.77705953E+03
   9.08000000E-02   7.06573315E+03   4.08546577E+03   4.08546577E+03   4.35462030E+03   6.53893465E+03   6.53893465E+03
   9.10000000E-02   6.81889638E+03   3.94142536E+03   3.94142536E+03   4.19674466E+03   6.30920171E+03   6.30920171E+03
   9.12000000E-02   6.58070659E+03   3.80247843E+03   3.80247843E+03   4.04461066E+03   6.08756431E+03   6.08756431E+03
   9.14000000E-02   6.35086027E+03   3.66844446E+03   3.66844446E+03   3.89800897E+03   5.87373655E+03   5.87373655E+03
   9.16000000E-02   6.12906458E+03   3.53914935E+03   3.53914935E+03   3.75673790E+03   5.66744261E+03   5.66744261E+03
   9.18000000E-02   5.91503696E+03   3.41442519E+03   3.41442519E+03   3.62060311E+03   5.46841643E+03   5.46841643E+03
   9.20000000E-02   5.70850479E+03   3.29411001E+03   3.29411001E+03   3.48941739E+03   5.27640138E+03   5.27640138E+03
   9.22000000E-02   5.50920502E+03   3.17804760E+03   3.17804760E+03   3.36300032E+03   5.09114988E+03   5.09114988E+03
   9.24000000E-02   5.31688383E+03   3.06608728E+03   3.06608728E+03   3.24117812E+03   4.91242311E+03   4.91242311E+03
   9.26000000E-02   5.13129634E+03   2.95808372E+03   2.95808372E+03   3.12378333E+03   4.73999070E+03   4.73999070E+03
   9.28000000E-02   4.95220625E+03   2.85389675E+03   2.85389675E+03   3.01065459E+03   4.57363043E+03   4.57363043E+03
   9.30000000E-02   4.77938559E+03   2.75339118E+03   2.75339118E+03   2.90163646E+03   4.41312792E+03   4.41312792E+03
   9.32000000E-02   4.61261436E+03   2.65643659E+03   2.65643659E+03   2.79657916E+03   4.25827639E+03   4.25827639E+03
   9.34000000E-02   4.45168032E+03   2.56290721E+03   2.56290721E+03   2.69533839E+03   4.10887637E+03   4.10887637E+03
   9.36000000E-02   4.29637869E+03   2.47268173E+03   2.47268173E+03   2.59777511E+03   3.96473542E+03   3.96473542E+03
   9.38000000E-02   4.14651185E+03   2.38564314E+03   2.38564314E+03   2.50375535E+03   3.82566794E+03   3.82566794E+03
   9.40000000E-02   4.00188917E+03   2.30167857E+03   2.30167857E+03   2.41315004E+03   3.69149485E+03   3.69149485E+03
   9.42000000E-02   3.86232668E+03   2.22067917E+03   2.22067917E+03   2.32583483E+03   3.56204345E+03   3.56204345E+03
   9.44000000E-02   3.72764689E+03   2.14253995E+03   2.14253995E+03   2.24168989E+03   3.43714711E+03   3.43714711E+03
   9.46000000E-02   3.59767854E+03   2.06715964E+03   2.06715964E+03   2.16059977E+03   3.31664509E+03   3.31664509E+03
   9.48000000E-02   3.47225639E+03   1.99444055E+03   1.99444055E+03   2.08245325E+03   3.20038237E+03   3.20038237E+03
   9.50000000E-02   3.35122100E+03   1.92428847E+03   1.92428847E+03   2.00714314E+03   3.08820936E+03   3.08820936E+03
   9.52000000E-02   3.23441853E+03   1.85661254E+03   1.85661254E+03   1.93456619E+03   2.97998180E+03   2.97998180E+03
   9.54000000E-02   3.12170057E+03   1.79132510E+03   1.79132510E+03   1.86462291E+03   2.87556051E+03   2.87556051E+03
   9.56000000E-02   3.01292388E+03   1.72834162E+03   1.72834162E+03   1.79721742E+03   2.77481122E+03   2.77481122E+03
   9.58000000E-02   2.90795028E+03   1.66758055E+03   1.66758055E+03   1.73225736E+03   2.67760444E+03   2.67760444E+03
   9.60000000E-02   2.80664645E+03   1.60896325E+03   1.60896325E+03   1.66965374E+03   2.58381522E+03   2.58381522E+03
   9.62000000E-02   2.70888373E+03   1.55241385E+03   1.55241385E+03   1.60932082E+03   2.49332305E+03   2.49332305E+03
   9.64000000E-02   2.61453799E+03   1.49785918E+03   1.49785918E+03   1.55117596E+03   2.40601167E+03   2.40601167E+03
   9.66000000E-02   2.52348946E+03   1.44522867E+03   1.44522867E+03   1.49513956E+03   2.32176893E+03   2.32176893E+03
   9.68000000E-02   2.43562258E+03   1.39445425E+03   1.39445425E+03   1.44113492E+03   2.24048664E+03   2.24048664E+03
   9.70000000E-02   2.35082584E+03   1.34547026E+03   1.34547026E+03   1.38908814E+03   2.16206044E+03   2.16206044E+03
   9.72000000E-02   2.26899166E+03   1.29821336E+03   1.29821336E+03   1.33892800E+03   2.08638966E+03   2.08638966E+03
   9.74000000E-02   2.19001623E+03   1.25262247E+03   1.25262247E+03   1.29058589E+03   2.01337718E+03   2.01337718E+03
   9.76000000E-02   2.11379938E+03   1.20863867E+03   1.20863867E+03   1.24399571E+03   1.94292931E+03   1.94292931E+03
   9.78000000E-02   2.04024446E+03   1.16620513E+03   1.16620513E+03   1.19909374E+03   1.87495568E+03   1.87495568E+03
   9.80000000E-02   1.96925822E+03   1.12526703E+03   1.12526703E+03   1.15581863E+03   1.80936910E+03   1.80936910E+03
   9.82000000E-02   1.90075069E+03   1.08577150E+03   1.08577150E+03   1.11411121E+03   1.74608546E+03   1.74608546E+03
   9.84000000E-02   1.83463504E+03   1.04766753E+03   1.04766753E+03   1.07391452E+03   1.68502365E+03   1.68502365E+03
   9.86000000E-02   1.77082750E+03   1.01090595E+03   1.01090595E+03   1.03517364E+03   1.62610538E+03   1.62610538E+03
   9.88000000E-02   1.70924724E+03   9.75439293E+02   9.75439293E+02   9.97835666E+02   1.56925517E+03   1.56925517E+03
   9.90000000E-02   1.64981626E+03   9.41221799E+02   9.41221799E+02   9.61849625E+02   1.51440016E+03   1.51440016E+03
   9.92000000E-02   1.59245932E+03   9.08209321E+02   9.08209321E+02   9.27166395E+02   1.46147011E+03   1.46147011E+03
   9.94000000E-02   1.53710380E+03   8.76359279E+02   8.76359279E+02   8.93738648E+02   1.41039722E+03   1.41039722E+03
   9.96000000E-02   1.48367963E+03   8.45630600E+02   8.45630600E+02   8.61520776E+02   1.36111611E+03   1.36111611E+03
   9.98000000E-02   1.43211922E+03   8.15983668E+02   8.15983668E+02   8.30468838E+02   1.31356371E+03   1.31356371E+03
   1.00000000E-01   1.38235731E+03   7.87380268E+02   7.87380268E+02   8.00540491E+02   1.26767914E+03   1.26767914E+03
