# TBinMid=3.71519 ssec TBinWidth=7.77057 ss EBinWidth=0.2MeV Fluence at Earth for this timebin in neutrinos per cm^2
# E(GeV)	NuE	NuMu	NuTau	aNuE	aNuMu	aNuTau
   4.30000000E-02   1.17510173E+07   6.85713736E+06   6.85713736E+06   9.26653154E+06   1.13470457E+07   1.13470457E+07
   4.32000000E-02   1.13131857E+07   6.59210133E+06   6.59210133E+06   8.89932681E+06   1.09194710E+07   1.09194710E+07
   4.34000000E-02   1.08912208E+07   6.33719296E+06   6.33719296E+06   8.54633794E+06   1.05075852E+07   1.05075852E+07
   4.36000000E-02   1.04845690E+07   6.09203002E+06   6.09203002E+06   8.20703178E+06   1.01108332E+07   1.01108332E+07
   4.38000000E-02   1.00926951E+07   5.85624449E+06   5.85624449E+06   7.88089429E+06   9.72867871E+06   9.72867871E+06
   4.40000000E-02   9.71508137E+06   5.62948208E+06   5.62948208E+06   7.56742989E+06   9.36060329E+06   9.36060329E+06
   4.42000000E-02   9.35122755E+06   5.41140170E+06   5.41140170E+06   7.26616085E+06   9.00610608E+06   9.00610608E+06
   4.44000000E-02   9.00064987E+06   5.20167498E+06   5.20167498E+06   6.97662670E+06   8.66470313E+06   8.66470313E+06
   4.46000000E-02   8.66288074E+06   4.99998582E+06   4.99998582E+06   6.69838361E+06   8.33592691E+06   8.33592691E+06
   4.48000000E-02   8.33746824E+06   4.80602991E+06   4.80602991E+06   6.43100388E+06   8.01932579E+06   8.01932579E+06
   4.50000000E-02   8.02397561E+06   4.61951431E+06   4.61951431E+06   6.17407534E+06   7.71446354E+06   7.71446354E+06
   4.52000000E-02   7.72198079E+06   4.44015704E+06   4.44015704E+06   5.92720084E+06   7.42091883E+06   7.42091883E+06
   4.54000000E-02   7.43107594E+06   4.26768668E+06   4.26768668E+06   5.68999774E+06   7.13828476E+06   7.13828476E+06
   4.56000000E-02   7.15086705E+06   4.10184195E+06   4.10184195E+06   5.46209742E+06   6.86616843E+06   6.86616843E+06
   4.58000000E-02   6.88097344E+06   3.94237135E+06   3.94237135E+06   5.24314475E+06   6.60419044E+06   6.60419044E+06
   4.60000000E-02   6.62102739E+06   3.78903282E+06   3.78903282E+06   5.03279768E+06   6.35198452E+06   6.35198452E+06
   4.62000000E-02   6.37067368E+06   3.64159337E+06   3.64159337E+06   4.83072675E+06   6.10919703E+06   6.10919703E+06
   4.64000000E-02   6.12956926E+06   3.49982875E+06   3.49982875E+06   4.63661467E+06   5.87548662E+06   5.87548662E+06
   4.66000000E-02   5.89738280E+06   3.36352312E+06   3.36352312E+06   4.45015588E+06   5.65052379E+06   5.65052379E+06
   4.68000000E-02   5.67379432E+06   3.23246875E+06   3.23246875E+06   4.27105614E+06   5.43399052E+06   5.43399052E+06
   4.70000000E-02   5.45849489E+06   3.10646572E+06   3.10646572E+06   4.09903214E+06   5.22557990E+06   5.22557990E+06
   4.72000000E-02   5.25118618E+06   2.98532160E+06   2.98532160E+06   3.93381111E+06   5.02499573E+06   5.02499573E+06
   4.74000000E-02   5.05158018E+06   2.86885123E+06   2.86885123E+06   3.77513044E+06   4.83195222E+06   4.83195222E+06
   4.76000000E-02   4.85939885E+06   2.75687640E+06   2.75687640E+06   3.62273734E+06   4.64617361E+06   4.64617361E+06
   4.78000000E-02   4.67437380E+06   2.64922561E+06   2.64922561E+06   3.47638846E+06   4.46739383E+06   4.46739383E+06
   4.80000000E-02   4.49624596E+06   2.54573383E+06   2.54573383E+06   3.33584959E+06   4.29535622E+06   4.29535622E+06
   4.82000000E-02   4.32476527E+06   2.44624223E+06   2.44624223E+06   3.20089530E+06   4.12981316E+06   4.12981316E+06
   4.84000000E-02   4.15969041E+06   2.35059799E+06   2.35059799E+06   3.07130864E+06   3.97052584E+06   3.97052584E+06
   4.86000000E-02   4.00078849E+06   2.25865405E+06   2.25865405E+06   2.94688082E+06   3.81726388E+06   3.81726388E+06
   4.88000000E-02   3.84783479E+06   2.17026890E+06   2.17026890E+06   2.82741096E+06   3.66980511E+06   3.66980511E+06
   4.90000000E-02   3.70061246E+06   2.08530636E+06   2.08530636E+06   2.71270575E+06   3.52793526E+06   3.52793526E+06
   4.92000000E-02   3.55891229E+06   2.00363543E+06   2.00363543E+06   2.60257920E+06   3.39144771E+06   3.39144771E+06
   4.94000000E-02   3.42253243E+06   1.92513002E+06   1.92513002E+06   2.49685238E+06   3.26014323E+06   3.26014323E+06
   4.96000000E-02   3.29127816E+06   1.84966885E+06   1.84966885E+06   2.39535315E+06   3.13382971E+06   3.13382971E+06
   4.98000000E-02   3.16496164E+06   1.77713520E+06   1.77713520E+06   2.29791592E+06   3.01232193E+06   3.01232193E+06
   5.00000000E-02   3.04340168E+06   1.70741678E+06   1.70741678E+06   2.20438140E+06   2.89544134E+06   2.89544134E+06
   5.02000000E-02   2.92642354E+06   1.64040557E+06   1.64040557E+06   2.11459641E+06   2.78301580E+06   2.78301580E+06
   5.04000000E-02   2.81385866E+06   1.57599762E+06   1.57599762E+06   2.02841358E+06   2.67487937E+06   2.67487937E+06
   5.06000000E-02   2.70554450E+06   1.51409293E+06   1.51409293E+06   1.94569120E+06   2.57087213E+06   2.57087213E+06
   5.08000000E-02   2.60132432E+06   1.45459530E+06   1.45459530E+06   1.86629301E+06   2.47083990E+06   2.47083990E+06
   5.10000000E-02   2.50104695E+06   1.39741217E+06   1.39741217E+06   1.79008793E+06   2.37463412E+06   2.37463412E+06
   5.12000000E-02   2.40456668E+06   1.34245452E+06   1.34245452E+06   1.71694998E+06   2.28211161E+06   2.28211161E+06
   5.14000000E-02   2.31174297E+06   1.28963669E+06   1.28963669E+06   1.64675797E+06   2.19313437E+06   2.19313437E+06
   5.16000000E-02   2.22244035E+06   1.23887629E+06   1.23887629E+06   1.57939541E+06   2.10756947E+06   2.10756947E+06
   5.18000000E-02   2.13652822E+06   1.19009405E+06   1.19009405E+06   1.51475032E+06   2.02528877E+06   2.02528877E+06
   5.20000000E-02   2.05388068E+06   1.14321372E+06   1.14321372E+06   1.45271501E+06   1.94616884E+06   1.94616884E+06
   5.22000000E-02   1.97437636E+06   1.09816198E+06   1.09816198E+06   1.39318598E+06   1.87009076E+06   1.87009076E+06
   5.24000000E-02   1.89789828E+06   1.05486826E+06   1.05486826E+06   1.33606374E+06   1.79693996E+06   1.79693996E+06
   5.26000000E-02   1.82433371E+06   1.01326472E+06   1.01326472E+06   1.28125265E+06   1.72660605E+06   1.72660605E+06
   5.28000000E-02   1.75357396E+06   9.73286081E+05   9.73286081E+05   1.22866078E+06   1.65898272E+06   1.65898272E+06
   5.30000000E-02   1.68551433E+06   9.34869569E+05   9.34869569E+05   1.17819980E+06   1.59396755E+06   1.59396755E+06
   5.32000000E-02   1.62005388E+06   8.97954798E+05   8.97954798E+05   1.12978479E+06   1.53146190E+06   1.53146190E+06
   5.34000000E-02   1.55709538E+06   8.62483695E+05   8.62483695E+05   1.08333417E+06   1.47137077E+06   1.47137077E+06
   5.36000000E-02   1.49654511E+06   8.28400402E+05   8.28400402E+05   1.03876950E+06   1.41360264E+06   1.41360264E+06
   5.38000000E-02   1.43831278E+06   7.95651198E+05   7.95651198E+05   9.96015456E+05   1.35806941E+06   1.35806941E+06
   5.40000000E-02   1.38231141E+06   7.64184419E+05   7.64184419E+05   9.54999624E+05   1.30468621E+06   1.30468621E+06
   5.42000000E-02   1.32845719E+06   7.33950376E+05   7.33950376E+05   9.15652441E+05   1.25337132E+06   1.25337132E+06
   5.44000000E-02   1.27666936E+06   7.04901283E+05   7.04901283E+05   8.77907069E+05   1.20404608E+06   1.20404608E+06
   5.46000000E-02   1.22687016E+06   6.76991187E+05   6.76991187E+05   8.41699293E+05   1.15663470E+06   1.15663470E+06
   5.48000000E-02   1.17898466E+06   6.50175893E+05   6.50175893E+05   8.06967422E+05   1.11106426E+06   1.11106426E+06
   5.50000000E-02   1.13294069E+06   6.24412905E+05   6.24412905E+05   7.73652190E+05   1.06726452E+06   1.06726452E+06
   5.52000000E-02   1.08866873E+06   5.99661354E+05   5.99661354E+05   7.41696667E+05   1.02516787E+06   1.02516787E+06
   5.54000000E-02   1.04610183E+06   5.75881941E+05   5.75881941E+05   7.11046165E+05   9.84709238E+05   9.84709238E+05
   5.56000000E-02   1.00517551E+06   5.53036879E+05   5.53036879E+05   6.81648156E+05   9.45825959E+05   9.45825959E+05
   5.58000000E-02   9.65827672E+05   5.31089829E+05   5.31089829E+05   6.53452186E+05   9.08457726E+05   9.08457726E+05
   5.60000000E-02   9.27998506E+05   5.10005853E+05   5.10005853E+05   6.26409795E+05   8.72546490E+05   8.72546490E+05
   5.62000000E-02   8.91630426E+05   4.89751353E+05   4.89751353E+05   6.00474444E+05   8.38036376E+05   8.38036376E+05
   5.64000000E-02   8.56667978E+05   4.70294028E+05   4.70294028E+05   5.75601436E+05   8.04873607E+05   8.04873607E+05
   5.66000000E-02   8.23057764E+05   4.51602818E+05   4.51602818E+05   5.51747846E+05   7.73006428E+05   7.73006428E+05
   5.68000000E-02   7.90748374E+05   4.33647860E+05   4.33647860E+05   5.28872454E+05   7.42385030E+05   7.42385030E+05
   5.70000000E-02   7.59690306E+05   4.16400444E+05   4.16400444E+05   5.06935679E+05   7.12961479E+05   7.12961479E+05
   5.72000000E-02   7.29835905E+05   3.99832965E+05   3.99832965E+05   4.85899511E+05   6.84689651E+05   6.84689651E+05
   5.74000000E-02   7.01139289E+05   3.83918884E+05   3.83918884E+05   4.65727457E+05   6.57525159E+05   6.57525159E+05
   5.76000000E-02   6.73556292E+05   3.68632685E+05   3.68632685E+05   4.46384476E+05   6.31425296E+05   6.31425296E+05
   5.78000000E-02   6.47044394E+05   3.53949839E+05   3.53949839E+05   4.27836924E+05   6.06348967E+05   6.06348967E+05
   5.80000000E-02   6.21562669E+05   3.39846765E+05   3.39846765E+05   4.10052503E+05   5.82256635E+05   5.82256635E+05
   5.82000000E-02   5.97071721E+05   3.26300792E+05   3.26300792E+05   3.93000201E+05   5.59110261E+05   5.59110261E+05
   5.84000000E-02   5.73533630E+05   3.13290127E+05   3.13290127E+05   3.76650249E+05   5.36873248E+05   5.36873248E+05
   5.86000000E-02   5.50911900E+05   3.00793820E+05   3.00793820E+05   3.60974071E+05   5.15510388E+05   5.15510388E+05
   5.88000000E-02   5.29171403E+05   2.88791731E+05   2.88791731E+05   3.45944231E+05   4.94987812E+05   4.94987812E+05
   5.90000000E-02   5.08278336E+05   2.77264503E+05   2.77264503E+05   3.31534397E+05   4.75272939E+05   4.75272939E+05
   5.92000000E-02   4.88200162E+05   2.66193525E+05   2.66193525E+05   3.17719292E+05   4.56334428E+05   4.56334428E+05
   5.94000000E-02   4.68905575E+05   2.55560910E+05   2.55560910E+05   3.04474655E+05   4.38142134E+05   4.38142134E+05
   5.96000000E-02   4.50364445E+05   2.45349466E+05   2.45349466E+05   2.91777198E+05   4.20667060E+05   4.20667060E+05
   5.98000000E-02   4.32547780E+05   2.35542665E+05   2.35542665E+05   2.79604572E+05   4.03881318E+05   4.03881318E+05
   6.00000000E-02   4.15427686E+05   2.26124623E+05   2.26124623E+05   2.67935326E+05   3.87758083E+05   3.87758083E+05
   6.02000000E-02   3.98977319E+05   2.17080072E+05   2.17080072E+05   2.56748875E+05   3.72271558E+05   3.72271558E+05
   6.04000000E-02   3.83170853E+05   2.08394338E+05   2.08394338E+05   2.46025462E+05   3.57396934E+05   3.57396934E+05
   6.06000000E-02   3.67983441E+05   2.00053317E+05   2.00053317E+05   2.35746128E+05   3.43110352E+05   3.43110352E+05
   6.08000000E-02   3.53391177E+05   1.92043454E+05   1.92043454E+05   2.25892681E+05   3.29388867E+05   3.29388867E+05
   6.10000000E-02   3.39371061E+05   1.84351720E+05   1.84351720E+05   2.16447661E+05   3.16210415E+05   3.16210415E+05
   6.12000000E-02   3.25900969E+05   1.76965596E+05   1.76965596E+05   2.07394316E+05   3.03553780E+05   3.03553780E+05
   6.14000000E-02   3.12959615E+05   1.69873049E+05   1.69873049E+05   1.98716573E+05   2.91398562E+05   2.91398562E+05
   6.16000000E-02   3.00526525E+05   1.63062515E+05   1.63062515E+05   1.90399009E+05   2.79725146E+05   2.79725146E+05
   6.18000000E-02   2.88582003E+05   1.56522881E+05   1.56522881E+05   1.82426824E+05   2.68514670E+05   2.68514670E+05
   6.20000000E-02   2.77107106E+05   1.50243468E+05   1.50243468E+05   1.74785821E+05   2.57749002E+05   2.57749002E+05
   6.22000000E-02   2.66083610E+05   1.44214012E+05   1.44214012E+05   1.67462378E+05   2.47410707E+05   2.47410707E+05
   6.24000000E-02   2.55493989E+05   1.38424653E+05   1.38424653E+05   1.60443427E+05   2.37483025E+05   2.37483025E+05
   6.26000000E-02   2.45321386E+05   1.32865912E+05   1.32865912E+05   1.53716431E+05   2.27949842E+05   2.27949842E+05
   6.28000000E-02   2.35549588E+05   1.27528684E+05   1.27528684E+05   1.47269361E+05   2.18795667E+05   2.18795667E+05
   6.30000000E-02   2.26163003E+05   1.22404219E+05   1.22404219E+05   1.41090680E+05   2.10005609E+05   2.10005609E+05
   6.32000000E-02   2.17146637E+05   1.17484107E+05   1.17484107E+05   1.35169319E+05   2.01565353E+05   2.01565353E+05
   6.34000000E-02   2.08486068E+05   1.12760271E+05   1.12760271E+05   1.29494662E+05   1.93461139E+05   1.93461139E+05
   6.36000000E-02   2.00167429E+05   1.08224946E+05   1.08224946E+05   1.24056523E+05   1.85679740E+05   1.85679740E+05
   6.38000000E-02   1.92177385E+05   1.03870675E+05   1.03870675E+05   1.18845135E+05   1.78208444E+05   1.78208444E+05
   6.40000000E-02   1.84503114E+05   9.96902911E+04   9.96902911E+04   1.13851128E+05   1.71035029E+05   1.71035029E+05
   6.42000000E-02   1.77132285E+05   9.56769082E+04   9.56769082E+04   1.09065514E+05   1.64147752E+05   1.64147752E+05
   6.44000000E-02   1.70053043E+05   9.18239111E+04   9.18239111E+04   1.04479673E+05   1.57535325E+05   1.57535325E+05
   6.46000000E-02   1.63253988E+05   8.81249438E+04   8.81249438E+04   1.00085339E+05   1.51186898E+05   1.51186898E+05
   6.48000000E-02   1.56724162E+05   8.45738999E+04   8.45738999E+04   9.58745832E+04   1.45092046E+05   1.45092046E+05
   6.50000000E-02   1.50453025E+05   8.11649128E+04   8.11649128E+04   9.18398007E+04   1.39240747E+05   1.39240747E+05
   6.52000000E-02   1.44430448E+05   7.78923461E+04   7.78923461E+04   8.79736994E+04   1.33623373E+05   1.33623373E+05
   6.54000000E-02   1.38646692E+05   7.47507855E+04   7.47507855E+04   8.42692858E+04   1.28230671E+05   1.28230671E+05
   6.56000000E-02   1.33092392E+05   7.17350290E+04   7.17350290E+04   8.07198534E+04   1.23053747E+05   1.23053747E+05
   6.58000000E-02   1.27758547E+05   6.88400797E+04   6.88400797E+04   7.73189709E+04   1.18084057E+05   1.18084057E+05
   6.60000000E-02   1.22636505E+05   6.60611371E+04   6.60611371E+04   7.40604711E+04   1.13313390E+05   1.13313390E+05
   6.62000000E-02   1.17717947E+05   6.33935899E+04   6.33935899E+04   7.09384402E+04   1.08733857E+05   1.08733857E+05
   6.64000000E-02   1.12994877E+05   6.08330082E+04   6.08330082E+04   6.79472079E+04   1.04337878E+05   1.04337878E+05
   6.66000000E-02   1.08459611E+05   5.83751368E+04   5.83751368E+04   6.50813367E+04   1.00118167E+05   1.00118167E+05
   6.68000000E-02   1.04104761E+05   5.60158883E+04   5.60158883E+04   6.23356133E+04   9.60677275E+04   9.60677275E+04
   6.70000000E-02   9.99232252E+04   5.37513364E+04   5.37513364E+04   5.97050388E+04   9.21798353E+04   9.21798353E+04
   6.72000000E-02   9.59081797E+04   5.15777097E+04   5.15777097E+04   5.71848206E+04   8.84480307E+04   8.84480307E+04
   6.74000000E-02   9.20530646E+04   4.94913859E+04   4.94913859E+04   5.47703634E+04   8.48661073E+04   8.48661073E+04
   6.76000000E-02   8.83515757E+04   4.74888855E+04   4.74888855E+04   5.24572616E+04   8.14281030E+04   8.14281030E+04
   6.78000000E-02   8.47976539E+04   4.55668665E+04   4.55668665E+04   5.02412914E+04   7.81282899E+04   7.81282899E+04
   6.80000000E-02   8.13854763E+04   4.37221189E+04   4.37221189E+04   4.81184034E+04   7.49611653E+04   7.49611653E+04
   6.82000000E-02   7.81094467E+04   4.19515599E+04   4.19515599E+04   4.60847154E+04   7.19214433E+04   7.19214433E+04
   6.84000000E-02   7.49641872E+04   4.02522283E+04   4.02522283E+04   4.41365058E+04   6.90040462E+04   6.90040462E+04
   6.86000000E-02   7.19445300E+04   3.86212803E+04   3.86212803E+04   4.22702068E+04   6.62040963E+04   6.62040963E+04
   6.88000000E-02   6.90455087E+04   3.70559847E+04   3.70559847E+04   4.04823983E+04   6.35169083E+04   6.35169083E+04
   6.90000000E-02   6.62623511E+04   3.55537181E+04   3.55537181E+04   3.87698017E+04   6.09379818E+04   6.09379818E+04
   6.92000000E-02   6.35904716E+04   3.41119615E+04   3.41119615E+04   3.71292741E+04   5.84629938E+04   5.84629938E+04
   6.94000000E-02   6.10254638E+04   3.27282954E+04   3.27282954E+04   3.55578029E+04   5.60877925E+04   5.60877925E+04
   6.96000000E-02   5.85630940E+04   3.14003964E+04   3.14003964E+04   3.40525005E+04   5.38083897E+04   5.38083897E+04
   6.98000000E-02   5.61992940E+04   3.01260332E+04   3.01260332E+04   3.26105988E+04   5.16209552E+04   5.16209552E+04
   7.00000000E-02   5.39301552E+04   2.89030630E+04   2.89030630E+04   3.12294447E+04   4.95218103E+04   4.95218103E+04
   7.02000000E-02   5.17519221E+04   2.77294282E+04   2.77294282E+04   2.99064952E+04   4.75074218E+04   4.75074218E+04
   7.04000000E-02   4.96609867E+04   2.66031527E+04   2.66031527E+04   2.86393129E+04   4.55743965E+04   4.55743965E+04
   7.06000000E-02   4.76538824E+04   2.55223390E+04   2.55223390E+04   2.74255615E+04   4.37194756E+04   4.37194756E+04
   7.08000000E-02   4.57272789E+04   2.44851652E+04   2.44851652E+04   2.62630021E+04   4.19395296E+04   4.19395296E+04
   7.10000000E-02   4.38779767E+04   2.34898814E+04   2.34898814E+04   2.51494887E+04   4.02315530E+04   4.02315530E+04
   7.12000000E-02   4.21029019E+04   2.25348077E+04   2.25348077E+04   2.40829646E+04   3.85926598E+04   3.85926598E+04
   7.14000000E-02   4.03991019E+04   2.16183309E+04   2.16183309E+04   2.30614587E+04   3.70200782E+04   3.70200782E+04
   7.16000000E-02   3.87637399E+04   2.07389019E+04   2.07389019E+04   2.20830819E+04   3.55111470E+04   3.55111470E+04
   7.18000000E-02   3.71940911E+04   1.98950334E+04   1.98950334E+04   2.11460239E+04   3.40633104E+04   3.40633104E+04
   7.20000000E-02   3.56875379E+04   1.90852973E+04   1.90852973E+04   2.02485498E+04   3.26741144E+04   3.26741144E+04
   7.22000000E-02   3.42415660E+04   1.83083224E+04   1.83083224E+04   1.93889970E+04   3.13412026E+04   3.13412026E+04
   7.24000000E-02   3.28537600E+04   1.75627923E+04   1.75627923E+04   1.85657721E+04   3.00623123E+04   3.00623123E+04
   7.26000000E-02   3.15218001E+04   1.68474428E+04   1.68474428E+04   1.77773483E+04   2.88352711E+04   2.88352711E+04
   7.28000000E-02   3.02434580E+04   1.61610604E+04   1.61610604E+04   1.70222627E+04   2.76579929E+04   2.76579929E+04
   7.30000000E-02   2.90165934E+04   1.55024799E+04   1.55024799E+04   1.62991131E+04   2.65284751E+04   2.65284751E+04
   7.32000000E-02   2.78391505E+04   1.48705825E+04   1.48705825E+04   1.56065560E+04   2.54447946E+04   2.54447946E+04
   7.34000000E-02   2.67091548E+04   1.42642944E+04   1.42642944E+04   1.49433043E+04   2.44051052E+04   2.44051052E+04
   7.36000000E-02   2.56247102E+04   1.36825844E+04   1.36825844E+04   1.43081243E+04   2.34076344E+04   2.34076344E+04
   7.38000000E-02   2.45839951E+04   1.31244627E+04   1.31244627E+04   1.36998341E+04   2.24506805E+04   2.24506805E+04
   7.40000000E-02   2.35852606E+04   1.25889788E+04   1.25889788E+04   1.31173012E+04   2.15326097E+04   2.15326097E+04
   7.42000000E-02   2.26268267E+04   1.20752206E+04   1.20752206E+04   1.25594405E+04   2.06518536E+04   2.06518536E+04
   7.44000000E-02   2.17070801E+04   1.15823121E+04   1.15823121E+04   1.20252122E+04   1.98069064E+04   1.98069064E+04
   7.46000000E-02   2.08244714E+04   1.11094127E+04   1.11094127E+04   1.15136203E+04   1.89963226E+04   1.89963226E+04
   7.48000000E-02   1.99775130E+04   1.06557152E+04   1.06557152E+04   1.10237103E+04   1.82187147E+04   1.82187147E+04
   7.50000000E-02   1.91647759E+04   1.02204448E+04   1.02204448E+04   1.05545677E+04   1.74727504E+04   1.74727504E+04
   7.52000000E-02   1.83848880E+04   9.80285776E+03   9.80285776E+03   1.01053165E+04   1.67571511E+04   1.67571511E+04
   7.54000000E-02   1.76365319E+04   9.40224017E+03   9.40224017E+03   9.67511719E+03   1.60706893E+04   1.60706893E+04
   7.56000000E-02   1.69184423E+04   9.01790668E+03   9.01790668E+03   9.26316567E+03   1.54121867E+04   1.54121867E+04
   7.58000000E-02   1.62294043E+04   8.64919946E+03   8.64919946E+03   8.86869150E+03   1.47805124E+04   1.47805124E+04
   7.60000000E-02   1.55682515E+04   8.29548704E+03   8.29548704E+03   8.49095660E+03   1.41745806E+04   1.41745806E+04
   7.62000000E-02   1.49338636E+04   7.95616331E+03   7.95616331E+03   8.12925385E+03   1.35933493E+04   1.35933493E+04
   7.64000000E-02   1.43251652E+04   7.63064649E+03   7.63064649E+03   7.78290585E+03   1.30358184E+04   1.30358184E+04
   7.66000000E-02   1.37411235E+04   7.31837815E+03   7.31837815E+03   7.45126366E+03   1.25010277E+04   1.25010277E+04
   7.68000000E-02   1.31807470E+04   7.01882230E+03   7.01882230E+03   7.13370560E+03   1.19880559E+04   1.19880559E+04
   7.70000000E-02   1.26430838E+04   6.73146449E+03   6.73146449E+03   6.82963614E+03   1.14960185E+04   1.14960185E+04
   7.72000000E-02   1.21272198E+04   6.45581093E+03   6.45581093E+03   6.53848479E+03   1.10240667E+04   1.10240667E+04
   7.74000000E-02   1.16322774E+04   6.19138770E+03   6.19138770E+03   6.25970504E+03   1.05713859E+04   1.05713859E+04
   7.76000000E-02   1.11574142E+04   5.93773995E+03   5.93773995E+03   5.99277340E+03   1.01371941E+04   1.01371941E+04
   7.78000000E-02   1.07018211E+04   5.69443109E+03   5.69443109E+03   5.73718840E+03   9.72074093E+03   9.72074093E+03
   7.80000000E-02   1.02647218E+04   5.46104215E+03   5.46104215E+03   5.49246968E+03   9.32130625E+03   9.32130625E+03
   7.82000000E-02   9.84537054E+03   5.23717100E+03   5.23717100E+03   5.25815713E+03   8.93819890E+03   8.93819890E+03
   7.84000000E-02   9.44305174E+03   5.02243171E+03   5.02243171E+03   5.03381000E+03   8.57075559E+03   8.57075559E+03
   7.86000000E-02   9.05707828E+03   4.81645389E+03   4.81645389E+03   4.81900612E+03   8.21833977E+03   8.21833977E+03
   7.88000000E-02   8.68679057E+03   4.61888209E+03   4.61888209E+03   4.61334112E+03   7.88034060E+03   7.88034060E+03
   7.90000000E-02   8.33155541E+03   4.42937517E+03   4.42937517E+03   4.41642769E+03   7.55617185E+03   7.55617185E+03
   7.92000000E-02   7.99076498E+03   4.24760576E+03   4.24760576E+03   4.22789482E+03   7.24527100E+03   7.24527100E+03
   7.94000000E-02   7.66383580E+03   4.07325969E+03   4.07325969E+03   4.04738719E+03   6.94709821E+03   6.94709821E+03
   7.96000000E-02   7.35020778E+03   3.90603547E+03   3.90603547E+03   3.87456444E+03   6.66113548E+03   6.66113548E+03
   7.98000000E-02   7.04934328E+03   3.74564377E+03   3.74564377E+03   3.70910061E+03   6.38688573E+03   6.38688573E+03
   8.00000000E-02   6.76072624E+03   3.59180694E+03   3.59180694E+03   3.55068347E+03   6.12387198E+03   6.12387198E+03
   8.02000000E-02   6.48386129E+03   3.44425854E+03   3.44425854E+03   3.39901400E+03   5.87163653E+03   5.87163653E+03
   8.04000000E-02   6.21827295E+03   3.30274291E+03   3.30274291E+03   3.25380580E+03   5.62974022E+03   5.62974022E+03
   8.06000000E-02   5.96350484E+03   3.16701471E+03   3.16701471E+03   3.11478457E+03   5.39776165E+03   5.39776165E+03
   8.08000000E-02   5.71911891E+03   3.03683851E+03   3.03683851E+03   2.98168760E+03   5.17529647E+03   5.17529647E+03
   8.10000000E-02   5.48469471E+03   2.91198841E+03   2.91198841E+03   2.85426330E+03   4.96195672E+03   4.96195672E+03
   8.12000000E-02   5.25982869E+03   2.79224763E+03   2.79224763E+03   2.73227070E+03   4.75737016E+03   4.75737016E+03
   8.14000000E-02   5.04413354E+03   2.67740818E+03   2.67740818E+03   2.61547904E+03   4.56117962E+03   4.56117962E+03
   8.16000000E-02   4.83723752E+03   2.56727047E+03   2.56727047E+03   2.50366731E+03   4.37304242E+03   4.37304242E+03
   8.18000000E-02   4.63878386E+03   2.46164301E+03   2.46164301E+03   2.39662385E+03   4.19262977E+03   4.19262977E+03
   8.20000000E-02   4.44843014E+03   2.36034204E+03   2.36034204E+03   2.29414598E+03   4.01962623E+03   4.01962623E+03
   8.22000000E-02   4.26584774E+03   2.26319124E+03   2.26319124E+03   2.19603956E+03   3.85372915E+03   3.85372915E+03
   8.24000000E-02   4.09072128E+03   2.17002147E+03   2.17002147E+03   2.10211871E+03   3.69464816E+03   3.69464816E+03
   8.26000000E-02   3.92274808E+03   2.08067041E+03   2.08067041E+03   2.01220541E+03   3.54210469E+03   3.54210469E+03
   8.28000000E-02   3.76163768E+03   1.99498232E+03   1.99498232E+03   1.92612917E+03   3.39583147E+03   3.39583147E+03
   8.30000000E-02   3.60711131E+03   1.91280779E+03   1.91280779E+03   1.84372673E+03   3.25557212E+03   3.25557212E+03
   8.32000000E-02   3.45890146E+03   1.83400347E+03   1.83400347E+03   1.76484177E+03   3.12108065E+03   3.12108065E+03
   8.34000000E-02   3.31675143E+03   1.75843182E+03   1.75843182E+03   1.68932457E+03   2.99212107E+03   2.99212107E+03
   8.36000000E-02   3.18041484E+03   1.68596087E+03   1.68596087E+03   1.61703177E+03   2.86846701E+03   2.86846701E+03
   8.38000000E-02   3.04965531E+03   1.61646403E+03   1.61646403E+03   1.54782608E+03   2.74990129E+03   2.74990129E+03
   8.40000000E-02   2.92424598E+03   1.54981983E+03   1.54981983E+03   1.48157606E+03   2.63621558E+03   2.63621558E+03
   8.42000000E-02   2.80396916E+03   1.48591175E+03   1.48591175E+03   1.41815580E+03   2.52721002E+03   2.52721002E+03
   8.44000000E-02   2.68861596E+03   1.42462798E+03   1.42462798E+03   1.35744479E+03   2.42269288E+03   2.42269288E+03
   8.46000000E-02   2.57798593E+03   1.36586128E+03   1.36586128E+03   1.29932759E+03   2.32248025E+03   2.32248025E+03
   8.48000000E-02   2.47188676E+03   1.30950876E+03   1.30950876E+03   1.24369368E+03   2.22639573E+03   2.22639573E+03
   8.50000000E-02   2.37013388E+03   1.25547170E+03   1.25547170E+03   1.19043724E+03   2.13427007E+03   2.13427007E+03
   8.52000000E-02   2.27255021E+03   1.20365542E+03   1.20365542E+03   1.13945692E+03   2.04594094E+03   2.04594094E+03
   8.54000000E-02   2.17896583E+03   1.15396906E+03   1.15396906E+03   1.09065570E+03   1.96125264E+03   1.96125264E+03
   8.56000000E-02   2.08921773E+03   1.10632548E+03   1.10632548E+03   1.04394067E+03   1.88005580E+03   1.88005580E+03
   8.58000000E-02   2.00314946E+03   1.06064108E+03   1.06064108E+03   9.99222871E+02   1.80220714E+03   1.80220714E+03
   8.60000000E-02   1.92061095E+03   1.01683567E+03   1.01683567E+03   9.56417122E+02   1.72756926E+03   1.72756926E+03
   8.62000000E-02   1.84145819E+03   9.74832309E+02   9.74832309E+02   9.15441867E+02   1.65601034E+03   1.65601034E+03
