-2.834999999999999742e-01 0.000000000000000000e+00 nan nan nan
-2.824999999999999734e-01 1.160697965500000076e-03 5.342868328099999786e+00 5.822614176300000111e+00 6.262873984299999641e+00
-2.814999999999999725e-01 3.233885669000000074e-03 5.738740920999999773e+00 6.144762193700000097e+00 6.495192605299999755e+00
-2.805000000000000271e-01 4.191889753800000576e-03 5.726972103099999600e+00 6.126838252499999804e+00 6.470429639999999871e+00
-2.795000000000000262e-01 4.355747873499999853e-03 5.660490512800000040e+00 6.071001521900000419e+00 6.423278363499999699e+00
-2.785000000000000253e-01 4.367824840899999991e-03 5.672837257400000333e+00 6.082883879199999733e+00 6.434357707400000237e+00
-2.775000000000000244e-01 4.386739630000000695e-03 5.684949397999999654e+00 6.093077011100000107e+00 6.443076366899999741e+00
-2.765000000000000235e-01 4.417667599699999850e-03 5.681874275200000213e+00 6.090826184099999985e+00 6.441476819400000053e+00
-2.755000000000000226e-01 4.444650340400000364e-03 5.682300090800000092e+00 6.091524470899999599e+00 6.442372281499999964e+00
-2.745000000000000218e-01 4.470524669999999950e-03 5.684031963299999823e+00 6.093296758000000146e+00 6.444161479499999956e+00
-2.735000000000000209e-01 4.496468333000000830e-03 5.686142921400000105e+00 6.095375196400000029e+00 6.446201354300000297e+00
-2.725000000000000200e-01 4.523237218500000476e-03 5.687807560000000429e+00 6.097102881199999658e+00 6.447957354999999779e+00
-2.715000000000000191e-01 4.550767231500000426e-03 5.689257621800000386e+00 6.098663383799999949e+00 6.449575454999999735e+00
-2.705000000000000182e-01 4.578747141700000023e-03 5.690880775500000155e+00 6.100361997800000324e+00 6.451305422299999925e+00
-2.695000000000000173e-01 4.607070329700000376e-03 5.692579746199999846e+00 6.102128592399999718e+00 6.453098220600000268e+00
-2.685000000000000164e-01 4.635767302200000106e-03 5.694305419900000054e+00 6.103922174000000034e+00 6.454918100099999556e+00
-2.675000000000000155e-01 4.664875345100000410e-03 5.696060657500000346e+00 6.105743343500000364e+00 6.456765746800000372e+00
-2.665000000000000147e-01 4.694395383000000282e-03 5.697851657900000255e+00 6.107599571199999744e+00 6.458647696899999957e+00
-2.655000000000000138e-01 4.724322177300000619e-03 5.699684619900000193e+00 6.109494259299999896e+00 6.460568520799999881e+00
-2.645000000000000129e-01 4.754690240700000514e-03 5.701573371900000353e+00 6.111442664800000202e+00 6.462541545399999698e+00
-2.635000000000000120e-01 4.785550725800000356e-03 5.703516006500000124e+00 6.113445048200000009e+00 6.464572273099999933e+00
-2.625000000000000111e-01 4.816950163200000787e-03 5.705518245700000435e+00 6.115509465599999750e+00 6.466670325299999966e+00
-2.615000000000000102e-01 4.848985003400000868e-03 5.707555770899999992e+00 6.117614653200000419e+00 6.468814421300000284e+00
-2.605000000000000093e-01 4.881734440600000481e-03 5.709604263300000149e+00 6.119735635299999643e+00 6.470979932799999723e+00
-2.595000000000000084e-01 4.915214806700000418e-03 5.711633205400000080e+00 6.121845912400000422e+00 6.473139383200000374e+00
-2.585000000000000075e-01 4.949439044100000483e-03 5.713643074000000155e+00 6.123943315600000048e+00 6.475289872900000354e+00
-2.575000000000000067e-01 4.984376645799999846e-03 5.715651035299999627e+00 6.126036264399999709e+00 6.477429479499999587e+00
-2.565000000000000058e-01 5.019951499300000577e-03 5.717667102800000123e+00 6.128130054599999710e+00 6.479560889500000087e+00
-2.555000000000000049e-01 5.056145423700000169e-03 5.719688892399999780e+00 6.130226863399999893e+00 6.481692593000000002e+00
-2.545000000000000040e-01 5.092974134700000398e-03 5.721702098799999803e+00 6.132322022100000325e+00 6.483828702700000335e+00
-2.535000000000000031e-01 5.130437632100000658e-03 5.723700046500000305e+00 6.134411801299999745e+00 6.485968000299999758e+00
-2.525000000000000022e-01 5.168542079000000046e-03 5.725703239399999589e+00 6.136513923299999895e+00 6.488126186299999709e+00
-2.515000000000000013e-01 5.207281928700000818e-03 5.727731704700000037e+00 6.138645775299999663e+00 6.490317470699999980e+00
-2.505000000000000004e-01 5.246644855300000923e-03 5.729799747500000429e+00 6.140820371500000263e+00 6.492555541099999772e+00
-2.494999999999999996e-01 5.286625928299999895e-03 5.731912612900000425e+00 6.143042323999999610e+00 6.494842229799999700e+00
-2.484999999999999987e-01 5.327239939000000257e-03 5.734086036699999944e+00 6.145321823599999789e+00 6.497188518499999788e+00
-2.474999999999999978e-01 5.368509074000000179e-03 5.736302852599999724e+00 6.147649188599999981e+00 6.499587775900000253e+00
-2.464999999999999969e-01 5.410486334900000034e-03 5.738531589499999974e+00 6.149997072299999701e+00 6.502018469100000253e+00
-2.454999999999999960e-01 5.453245677500000339e-03 5.740749835999999995e+00 6.152347470199999613e+00 6.504465860099999830e+00
-2.444999999999999951e-01 5.496816683900000722e-03 5.742945671100000204e+00 6.154687983399999673e+00 6.506913573200000300e+00
-2.434999999999999942e-01 5.541190109900000216e-03 5.745148181900000317e+00 6.157038139600000015e+00 6.509374090799999735e+00
-2.424999999999999933e-01 5.586320965500000783e-03 5.747389316599999631e+00 6.159424249099999749e+00 6.511869213699999825e+00
-2.414999999999999925e-01 5.632184598999999924e-03 5.749684333800000324e+00 6.161859270899999963e+00 6.514410846799999710e+00
-2.404999999999999916e-01 5.678821069600000805e-03 5.752016544299999978e+00 6.164332007999999696e+00 6.516991455700000380e+00
-2.394999999999999907e-01 5.726264890100000657e-03 5.754364967299999911e+00 6.166824476300000413e+00 6.519598023600000403e+00
