-1.565000000000000002e-01 0.000000000000000000e+00 nan nan nan
-1.554999999999999993e-01 -1.560307237800000076e-08 5.956319332099999642e+00 6.292670803500000076e+00 6.670236904700000302e+00
-1.544999999999999984e-01 6.807223462600000026e-07 4.971951961500000294e+00 5.439327064599999595e+00 5.899987120799999651e+00
-1.534999999999999976e-01 1.233940155600000265e-06 5.022096157100000013e+00 5.493478029200000279e+00 5.957599673699999876e+00
-1.524999999999999967e-01 2.564667619700000039e-06 4.805793285400000059e+00 5.256296106399999779e+00 5.702121469099999729e+00
-1.514999999999999958e-01 2.636493371400000158e-06 4.911711215999999602e+00 5.364997961300000284e+00 5.811725331099999892e+00
-1.504999999999999949e-01 2.246133552300000148e-06 5.007274150799999823e+00 5.471002953900000243e+00 5.926882861500000210e+00
-1.494999999999999940e-01 2.337434819200000200e-06 4.968461990399999806e+00 5.431222909899999784e+00 5.887070001299999689e+00
-1.484999999999999931e-01 2.405811952600000084e-06 4.957469940200000202e+00 5.419258475700000410e+00 5.874403716199999792e+00
-1.474999999999999922e-01 2.465039263700000233e-06 4.956178665200000388e+00 5.416998261299999839e+00 5.871175994199999693e+00
-1.464999999999999913e-01 2.506032381600000297e-06 4.947950839999999850e+00 5.408430596899999721e+00 5.862394221799999805e+00
-1.454999999999999905e-01 2.451062127999999969e-06 4.963276386299999565e+00 5.424387940399999941e+00 5.878675687400000349e+00
-1.444999999999999896e-01 2.459413291300000169e-06 4.965050220500000222e+00 5.426750167999999874e+00 5.881593787899999981e+00
-1.434999999999999887e-01 2.495900635900000435e-06 4.958022594500000046e+00 5.419516806399999886e+00 5.874313953599999749e+00
-1.424999999999999878e-01 2.516286002600000226e-06 4.959124088300000288e+00 5.420481389999999955e+00 5.875119654799999758e+00
-1.414999999999999869e-01 2.495606028900000176e-06 4.958869457199999609e+00 5.420126157500000375e+00 5.874639090299999644e+00
-1.405000000000000138e-01 2.521318397300000048e-06 4.957811355599999636e+00 5.419115403100000172e+00 5.873688192700000421e+00
-1.395000000000000129e-01 2.532925585899999912e-06 4.961756229399999718e+00 5.423356878799999947e+00 5.878164791799999733e+00
-1.385000000000000120e-01 2.556808922799999951e-06 4.960566520699999593e+00 5.422167855299999673e+00 5.876998274600000016e+00
-1.375000000000000111e-01 2.551347105800000298e-06 4.959471225699999763e+00 5.420926145700000198e+00 5.875618704399999892e+00
-1.365000000000000102e-01 2.561493747300000259e-06 4.958180904399999811e+00 5.419526484700000424e+00 5.874130882600000270e+00
-1.355000000000000093e-01 2.568794526500000288e-06 4.961477756499999892e+00 5.423121592100000221e+00 5.877963264599999960e+00
-1.345000000000000084e-01 2.584769814400000077e-06 4.960997581500000031e+00 5.422694954999999872e+00 5.877601246400000257e+00
