# 1:time 2:Lum 3:eave 4:erms 5:eskw
0.0100 1.43683e-22 1.07147e+01 1.19929e+01 1.32419e+01
0.0110 1.15580e-22 1.01884e+01 1.13923e+01 1.25355e+01
0.0120 9.78044e-23 1.04425e+01 1.15496e+01 1.26011e+01
0.0130 9.25334e-23 1.02704e+01 1.14066e+01 1.25194e+01
0.0140 8.64698e-23 1.02238e+01 1.14031e+01 1.25798e+01
0.0150 8.05159e-23 9.99666e+00 1.11777e+01 1.23661e+01
0.0160 7.55461e-23 9.85608e+00 1.09798e+01 1.20961e+01
0.0170 6.99746e-23 9.65108e+00 1.07297e+01 1.17893e+01
0.0180 6.53776e-23 9.44960e+00 1.04866e+01 1.15067e+01
0.0190 6.07121e-23 9.32982e+00 1.03617e+01 1.13821e+01
0.0200 5.77167e-23 9.24878e+00 1.02723e+01 1.12882e+01
0.0210 5.54189e-23 9.16797e+00 1.01803e+01 1.11886e+01
0.0220 5.31397e-23 9.08612e+00 1.00950e+01 1.11034e+01
0.0230 5.05600e-23 8.97653e+00 9.97203e+00 1.09697e+01
0.0240 4.87329e-23 8.93918e+00 9.97177e+00 1.10315e+01
0.0250 4.80263e-23 9.01945e+00 1.01362e+01 1.13320e+01
0.0260 4.73212e-23 9.00725e+00 1.01168e+01 1.13047e+01
0.0270 4.63432e-23 8.95805e+00 1.00595e+01 1.12380e+01
0.0280 4.67375e-23 9.07775e+00 1.02168e+01 1.14326e+01
0.0290 4.47127e-23 8.95258e+00 1.00627e+01 1.12505e+01
0.0300 4.39102e-23 8.94677e+00 1.00652e+01 1.12669e+01
0.0310 4.37506e-23 8.95052e+00 1.00579e+01 1.12357e+01
0.0320 4.21380e-23 8.87695e+00 9.97326e+00 1.11434e+01
0.0330 4.17065e-23 8.87027e+00 9.97359e+00 1.11532e+01
0.0340 4.22302e-23 8.95105e+00 1.00650e+01 1.12451e+01
0.0350 4.11997e-23 8.89570e+00 1.00087e+01 1.11977e+01
0.0360 4.08815e-23 8.87199e+00 9.96231e+00 1.11219e+01
0.0370 4.07763e-23 8.87014e+00 9.96654e+00 1.11329e+01
0.0380 4.07235e-23 8.88031e+00 9.97766e+00 1.11454e+01
0.0390 4.05857e-23 8.89237e+00 9.99554e+00 1.11696e+01
0.0400 4.04098e-23 8.91078e+00 1.00226e+01 1.12073e+01
0.0410 4.02285e-23 8.92092e+00 1.00362e+01 1.12241e+01
0.0420 4.00050e-23 8.91257e+00 1.00196e+01 1.11965e+01
0.0430 3.97860e-23 8.91448e+00 1.00215e+01 1.11975e+01
0.0440 3.97220e-23 8.94004e+00 1.00621e+01 1.12578e+01
0.0450 3.96000e-23 8.94961e+00 1.00715e+01 1.12659e+01
0.0460 3.95122e-23 8.95468e+00 1.00703e+01 1.12547e+01
0.0470 3.96173e-23 8.99382e+00 1.01267e+01 1.13321e+01
0.0480 3.95138e-23 8.98691e+00 1.01106e+01 1.13041e+01
0.0490 3.95556e-23 9.00886e+00 1.01381e+01 1.13378e+01
0.0500 3.96098e-23 9.03620e+00 1.01700e+01 1.13735e+01
0.0510 3.96420e-23 9.04356e+00 1.01771e+01 1.13799e+01
0.0520 3.96873e-23 9.06705e+00 1.02094e+01 1.14225e+01
0.0530 3.97412e-23 9.08574e+00 1.02311e+01 1.14470e+01
0.0540 3.97509e-23 9.10483e+00 1.02571e+01 1.14809e+01
0.0550 4.04302e-23 9.19736e+00 1.03695e+01 1.16143e+01
0.0560 3.98605e-23 9.15020e+00 1.03149e+01 1.15525e+01
0.0570 3.98542e-23 9.19372e+00 1.03804e+01 1.16448e+01
0.0580 3.99006e-23 9.19616e+00 1.03733e+01 1.16246e+01
0.0590 3.98182e-23 9.20585e+00 1.03851e+01 1.16381e+01
0.0600 4.00714e-23 9.26680e+00 1.04679e+01 1.17479e+01
0.0610 3.99105e-23 9.24370e+00 1.04307e+01 1.16913e+01
0.0620 3.99125e-23 9.27518e+00 1.04796e+01 1.17607e+01
0.0630 4.01567e-23 9.28986e+00 1.04887e+01 1.17617e+01
0.0640 4.07836e-23 9.36931e+00 1.05870e+01 1.18800e+01
0.0650 4.03628e-23 9.32444e+00 1.05312e+01 1.18118e+01
0.0660 4.04398e-23 9.33851e+00 1.05519e+01 1.18406e+01
0.0670 4.06042e-23 9.37029e+00 1.05944e+01 1.18953e+01
0.0680 4.05788e-23 9.36684e+00 1.05862e+01 1.18806e+01
0.0690 4.07339e-23 9.41078e+00 1.06476e+01 1.19624e+01
0.0700 4.07219e-23 9.41044e+00 1.06393e+01 1.19429e+01
0.0710 4.08330e-23 9.44469e+00 1.06860e+01 1.20043e+01
0.0720 4.07828e-23 9.44562e+00 1.06780e+01 1.19838e+01
0.0730 4.08474e-23 9.47511e+00 1.07192e+01 1.20390e+01
0.0740 4.08082e-23 9.48997e+00 1.07336e+01 1.20511e+01
0.0750 4.09077e-23 9.52476e+00 1.07819e+01 1.21153e+01
0.0760 4.08431e-23 9.53518e+00 1.07896e+01 1.21178e+01
0.0770 4.08714e-23 9.56248e+00 1.08267e+01 1.21664e+01
0.0780 4.08340e-23 9.58377e+00 1.08535e+01 1.21988e+01
0.0790 4.07716e-23 9.59429e+00 1.08630e+01 1.22059e+01
0.0800 4.07756e-23 9.62519e+00 1.09082e+01 1.22676e+01
0.0810 4.07076e-23 9.63691e+00 1.09177e+01 1.22730e+01
0.0820 4.06220e-23 9.65957e+00 1.09488e+01 1.23135e+01
0.0830 4.05046e-23 9.67437e+00 1.09659e+01 1.23319e+01
0.0840 4.03764e-23 9.68736e+00 1.09835e+01 1.23548e+01
0.0850 4.01504e-23 9.69503e+00 1.09904e+01 1.23596e+01
0.0860 3.99622e-23 9.70467e+00 1.10030e+01 1.23758e+01
0.0870 3.96962e-23 9.70358e+00 1.09947e+01 1.23576e+01
0.0880 3.94917e-23 9.71274e+00 1.10055e+01 1.23702e+01
0.0890 3.95054e-23 9.74307e+00 1.10424e+01 1.24136e+01
0.0900 3.92568e-23 9.73254e+00 1.10234e+01 1.23842e+01
0.0910 3.91468e-23 9.74460e+00 1.10375e+01 1.23999e+01
0.0920 3.91063e-23 9.76232e+00 1.10587e+01 1.24245e+01
0.0930 3.90443e-23 9.76945e+00 1.10618e+01 1.24211e+01
0.0940 3.90857e-23 9.79650e+00 1.10988e+01 1.24695e+01
