# 1:time 2:Lum 3:eave 4:erms 5:eskw
0.0100 1.11350e-22 1.45772e+01 1.76858e+01 2.15379e+01
0.0110 1.11515e-22 1.41874e+01 1.70276e+01 2.04918e+01
0.0120 1.01882e-22 1.37027e+01 1.61051e+01 1.89482e+01
0.0130 1.10244e-22 1.38544e+01 1.62567e+01 1.90201e+01
0.0140 1.13568e-22 1.39017e+01 1.63042e+01 1.90396e+01
0.0150 1.16595e-22 1.39571e+01 1.63284e+01 1.89984e+01
0.0160 1.19190e-22 1.39708e+01 1.63336e+01 1.89878e+01
0.0170 1.21479e-22 1.39671e+01 1.63074e+01 1.89358e+01
0.0180 1.24695e-22 1.40358e+01 1.63588e+01 1.89237e+01
0.0190 1.26195e-22 1.40301e+01 1.63515e+01 1.89151e+01
0.0200 1.27600e-22 1.40312e+01 1.63339e+01 1.88667e+01
0.0210 1.29039e-22 1.40399e+01 1.63191e+01 1.88049e+01
0.0220 1.29772e-22 1.39945e+01 1.62405e+01 1.86895e+01
0.0230 1.32499e-22 1.40650e+01 1.63344e+01 1.88083e+01
0.0240 1.35047e-22 1.41449e+01 1.64143e+01 1.88557e+01
0.0250 1.35485e-22 1.40813e+01 1.63344e+01 1.87729e+01
0.0260 1.37150e-22 1.41360e+01 1.64054e+01 1.88660e+01
0.0270 1.38051e-22 1.41736e+01 1.64427e+01 1.88832e+01
0.0280 1.38116e-22 1.41179e+01 1.63422e+01 1.87295e+01
0.0290 1.39567e-22 1.41818e+01 1.64307e+01 1.88399e+01
0.0300 1.40264e-22 1.41810e+01 1.64157e+01 1.88066e+01
0.0310 1.41180e-22 1.41918e+01 1.64174e+01 1.87906e+01
0.0320 1.42345e-22 1.42185e+01 1.64468e+01 1.88169e+01
0.0330 1.43232e-22 1.42277e+01 1.64496e+01 1.88084e+01
0.0340 1.44281e-22 1.42522e+01 1.64810e+01 1.88446e+01
0.0341 1.44477e-22 1.42504e+01 1.64810e+01 1.88537e+01
0.0350 1.45134e-22 1.42632e+01 1.64862e+01 1.88419e+01
0.0360 1.46130e-22 1.42873e+01 1.65131e+01 1.88673e+01
0.0370 1.46970e-22 1.43067e+01 1.65292e+01 1.88776e+01
0.0380 1.48354e-22 1.43603e+01 1.66026e+01 1.89641e+01
0.0390 1.48383e-22 1.43472e+01 1.65377e+01 1.88365e+01
0.0400 1.47812e-22 1.43090e+01 1.65100e+01 1.88199e+01
0.0410 1.47867e-22 1.43099e+01 1.65078e+01 1.88132e+01
0.0420 1.47921e-22 1.43305e+01 1.65255e+01 1.88200e+01
0.0430 1.46253e-22 1.42637e+01 1.64561e+01 1.87503e+01
0.0440 1.45707e-22 1.42358e+01 1.64225e+01 1.87089e+01
0.0450 1.45900e-22 1.42257e+01 1.64064e+01 1.86827e+01
0.0460 1.46465e-22 1.42203e+01 1.63883e+01 1.86450e+01
0.0470 1.47376e-22 1.42351e+01 1.64076e+01 1.86686e+01
0.0480 1.48397e-22 1.42571e+01 1.64319e+01 1.86930e+01
0.0490 1.49030e-22 1.42624e+01 1.64338e+01 1.86891e+01
0.0500 1.49796e-22 1.42755e+01 1.64436e+01 1.86931e+01
0.0510 1.50609e-22 1.42879e+01 1.64599e+01 1.87149e+01
0.0520 1.51799e-22 1.43167e+01 1.64939e+01 1.87508e+01
0.0530 1.52599e-22 1.43398e+01 1.65218e+01 1.87833e+01
0.0540 1.53018e-22 1.43498e+01 1.65322e+01 1.87938e+01
0.0550 1.53353e-22 1.43542e+01 1.65354e+01 1.87959e+01
0.0560 1.54087e-22 1.43778e+01 1.65626e+01 1.88235e+01
0.0570 1.54491e-22 1.43816e+01 1.65634e+01 1.88194e+01
0.0580 1.55008e-22 1.43956e+01 1.65770e+01 1.88300e+01
0.0590 1.55472e-22 1.44115e+01 1.65975e+01 1.88551e+01
0.0596 1.55616e-22 1.44080e+01 1.65879e+01 1.88372e+01
0.0600 1.56019e-22 1.44267e+01 1.66142e+01 1.88719e+01
0.0610 1.56292e-22 1.44278e+01 1.66128e+01 1.88668e+01
0.0620 1.56881e-22 1.44529e+01 1.66456e+01 1.89062e+01
0.0630 1.57114e-22 1.44567e+01 1.66485e+01 1.89071e+01
0.0640 1.57421e-22 1.44667e+01 1.66593e+01 1.89184e+01
0.0650 1.57688e-22 1.44750e+01 1.66669e+01 1.89243e+01
0.0660 1.57956e-22 1.44802e+01 1.66723e+01 1.89292e+01
