# 1:time 2:Lum 3:eave 4:erms 5:eskw
0.0100 1.00948e-22 1.47619e+01 1.82037e+01 2.25853e+01
0.0110 1.00081e-22 1.45980e+01 1.78017e+01 2.18614e+01
0.0120 9.08172e-23 1.34817e+01 1.61298e+01 1.94186e+01
0.0130 9.80875e-23 1.37815e+01 1.63086e+01 1.92915e+01
0.0140 1.00317e-22 1.38491e+01 1.63548e+01 1.92400e+01
0.0150 1.01687e-22 1.38680e+01 1.63164e+01 1.90907e+01
0.0160 1.01005e-22 1.37897e+01 1.61908e+01 1.88818e+01
0.0170 1.02853e-22 1.37826e+01 1.61359e+01 1.87421e+01
0.0180 1.06208e-22 1.38810e+01 1.62552e+01 1.88538e+01
0.0190 1.07336e-22 1.38699e+01 1.62425e+01 1.88565e+01
0.0200 1.08135e-22 1.38373e+01 1.61526e+01 1.86733e+01
0.0210 1.07969e-22 1.37727e+01 1.60250e+01 1.84635e+01
0.0220 1.05730e-22 1.36138e+01 1.57676e+01 1.80706e+01
0.0230 1.05532e-22 1.35946e+01 1.57341e+01 1.79967e+01
0.0240 1.05463e-22 1.35744e+01 1.56690e+01 1.78621e+01
0.0250 1.06223e-22 1.35677e+01 1.56263e+01 1.77576e+01
0.0260 1.07741e-22 1.35844e+01 1.56334e+01 1.77411e+01
0.0270 1.09263e-22 1.36394e+01 1.57016e+01 1.78216e+01
0.0280 1.09836e-22 1.36619e+01 1.57502e+01 1.79003e+01
0.0290 1.10157e-22 1.36803e+01 1.57836e+01 1.79516e+01
0.0300 1.10448e-22 1.37099e+01 1.57998e+01 1.79520e+01
0.0310 1.09495e-22 1.36536e+01 1.57230e+01 1.78457e+01
0.0320 1.08883e-22 1.36131e+01 1.56500e+01 1.77293e+01
0.0330 1.08835e-22 1.35937e+01 1.56192e+01 1.76783e+01
0.0340 1.09211e-22 1.35966e+01 1.56089e+01 1.76490e+01
0.0350 1.09695e-22 1.36195e+01 1.56266e+01 1.76601e+01
0.0360 1.10110e-22 1.36318e+01 1.56360e+01 1.76631e+01
0.0370 1.10746e-22 1.36318e+01 1.56344e+01 1.76586e+01
0.0380 1.10858e-22 1.36449e+01 1.56487e+01 1.76730e+01
0.0390 1.10703e-22 1.36493e+01 1.56522e+01 1.76727e+01
0.0400 1.10739e-22 1.36798e+01 1.56965e+01 1.77324e+01
0.0410 1.10791e-22 1.37043e+01 1.57293e+01 1.77750e+01
0.0420 1.10909e-22 1.37132e+01 1.57441e+01 1.77975e+01
0.0430 1.10750e-22 1.37074e+01 1.57381e+01 1.77907e+01
0.0440 1.10539e-22 1.36842e+01 1.57030e+01 1.77378e+01
0.0450 1.10106e-22 1.36606e+01 1.56636e+01 1.76773e+01
0.0460 1.09459e-22 1.36371e+01 1.56271e+01 1.76226e+01
0.0470 1.08902e-22 1.36243e+01 1.56023e+01 1.75801e+01
0.0480 1.08799e-22 1.36164e+01 1.55899e+01 1.75567e+01
