# 1:time 2:Lum 3:eave 4:erms 5:eskw
0.0100 1.08978e-22 1.43274e+01 1.73178e+01 2.10229e+01
0.0110 1.06322e-22 1.39135e+01 1.65686e+01 1.97936e+01
0.0120 9.85419e-23 1.33393e+01 1.56360e+01 1.82691e+01
0.0130 1.06703e-22 1.35246e+01 1.57870e+01 1.83110e+01
0.0140 1.08966e-22 1.35194e+01 1.57909e+01 1.83134e+01
0.0150 1.12609e-22 1.36219e+01 1.58940e+01 1.83809e+01
0.0160 1.15764e-22 1.36727e+01 1.59489e+01 1.84465e+01
0.0170 1.18869e-22 1.37057e+01 1.59587e+01 1.84338e+01
0.0180 1.21204e-22 1.37576e+01 1.60503e+01 1.85511e+01
0.0190 1.23827e-22 1.38072e+01 1.60538e+01 1.85003e+01
0.0200 1.25307e-22 1.37855e+01 1.60681e+01 1.85395e+01
0.0210 1.27027e-22 1.37977e+01 1.60669e+01 1.85192e+01
0.0220 1.28369e-22 1.37906e+01 1.60499e+01 1.84811e+01
0.0230 1.29525e-22 1.37786e+01 1.60269e+01 1.84450e+01
0.0240 1.30668e-22 1.37715e+01 1.59978e+01 1.83891e+01
0.0250 1.31787e-22 1.37706e+01 1.59516e+01 1.82936e+01
0.0260 1.33480e-22 1.37911e+01 1.59851e+01 1.83274e+01
0.0270 1.34539e-22 1.38089e+01 1.59866e+01 1.83058e+01
0.0280 1.35385e-22 1.38332e+01 1.60006e+01 1.83032e+01
0.0290 1.36111e-22 1.38622e+01 1.60184e+01 1.83098e+01
0.0300 1.37275e-22 1.38523e+01 1.60021e+01 1.82796e+01
0.0310 1.38799e-22 1.38729e+01 1.60190e+01 1.82879e+01
0.0320 1.40470e-22 1.38806e+01 1.60302e+01 1.82956e+01
0.0330 1.42046e-22 1.38883e+01 1.60434e+01 1.83084e+01
0.0340 1.43332e-22 1.39184e+01 1.60636e+01 1.83166e+01
0.0350 1.44772e-22 1.39440e+01 1.60878e+01 1.83367e+01
0.0360 1.46192e-22 1.39600e+01 1.61092e+01 1.83604e+01
0.0370 1.47663e-22 1.40000e+01 1.61481e+01 1.83954e+01
0.0380 1.48565e-22 1.40097e+01 1.61545e+01 1.83966e+01
0.0390 1.49725e-22 1.40291e+01 1.61800e+01 1.84263e+01
0.0400 1.50909e-22 1.40556e+01 1.62111e+01 1.84605e+01
0.0410 1.52018e-22 1.40703e+01 1.62244e+01 1.84700e+01
0.0420 1.53088e-22 1.41037e+01 1.62555e+01 1.84989e+01
0.0430 1.54081e-22 1.41235e+01 1.62783e+01 1.85237e+01
0.0440 1.54756e-22 1.41238e+01 1.62795e+01 1.85222e+01
0.0450 1.55398e-22 1.41590e+01 1.63137e+01 1.85549e+01
0.0460 1.56118e-22 1.41742e+01 1.63290e+01 1.85678e+01
0.0470 1.57026e-22 1.41836e+01 1.63382e+01 1.85738e+01
0.0480 1.57963e-22 1.41998e+01 1.63539e+01 1.85870e+01
0.0490 1.58755e-22 1.42144e+01 1.63672e+01 1.85976e+01
0.0500 1.59358e-22 1.42222e+01 1.63798e+01 1.86132e+01
0.0510 1.59794e-22 1.42331e+01 1.63956e+01 1.86335e+01
0.0520 1.60277e-22 1.42489e+01 1.64137e+01 1.86538e+01
0.0530 1.61001e-22 1.42713e+01 1.64405e+01 1.86841e+01
