####### LIGHTCURVES AND MEAN ENERGIES
####### 3 NEUTRINO SPECIES: NU_E, NUBAR_E AND N_X
####### ALL QUANTITIES ARE MEASURED AT 500 KM FROM THE CENTER
#######
####### FROM MODEL L2-0B (BUGLI ET AL. 2020,2021)
####### B0=1e12 G, l=2, r0=1.00e8 cm
####### UNITS: TIME [ms], LUMINOSITY [1e52 erg/s], ENERGY [MeV]


# TIME	L_NU_E     	L_NU_BAR   	L_NU_X     	E_NU_E     	E_NU_BAR  	E_NU_X      	E2_NU_E    	E2_NU_BAR 	E2_NU_X     
1	15.641884	0.000040	0.000024	11.197225	6.198531	0.884886	143.293861	51.004192	1.012628	
2	11.340272	0.107662	0.066334	11.340109	9.941341	2.614493	146.966746	115.262220	8.306652	
3	54.708369	0.830343	1.159445	14.523826	14.045237	4.702930	241.100903	228.522437	28.138373	
4	66.204352	0.537970	1.157528	14.333664	12.778874	6.371045	233.176305	191.281977	59.527973	
5	43.163747	0.692744	0.843268	12.778706	12.249956	6.384140	186.037755	171.952234	62.406939	
6	37.157714	0.791428	0.745502	12.805053	12.114234	5.714634	188.225356	168.336941	48.204482	
7	36.124217	0.884884	0.856403	12.168088	12.015692	5.060834	169.151869	165.602100	35.221041	
8	33.828055	0.882420	1.057457	12.360858	12.009880	4.865881	175.137166	166.371168	30.748935	
9	31.175021	0.738568	1.202038	12.131843	11.847110	4.801860	169.090062	161.999076	29.196838	
10	28.208903	0.580003	1.068160	12.276230	11.575459	4.618758	174.247385	154.889985	27.507632	
11	21.225176	0.503792	1.005498	11.164519	11.022860	4.415582	147.859246	143.680400	25.222745	
12	18.613786	0.556355	0.962720	10.885303	10.728521	4.211344	141.125044	134.338343	22.748512	
13	15.501983	0.603480	1.001989	10.184160	10.494634	4.295059	121.608310	128.498654	23.328331	
14	14.911016	0.740474	1.104547	10.069146	10.457275	4.209456	115.978132	127.298929	22.353326	
15	9.519009	0.861587	1.240830	9.527861	10.476554	4.182835	106.441865	128.913407	22.217477	
16	9.448911	1.060471	1.370367	9.758373	10.622244	4.155988	107.653594	131.719714	22.024174	
17	7.276289	1.268973	1.499715	9.756521	10.722033	4.185872	109.826752	133.482982	22.346503	
18	6.478498	1.414257	1.611213	10.063508	10.785240	4.189788	117.807945	135.296998	22.455362	
19	6.385234	1.497772	1.718332	9.810626	10.662676	4.126425	112.698802	131.680233	21.909631	
20	7.078464	1.553007	1.847447	9.774823	10.534078	4.053892	111.113631	128.788787	21.235528	
21	7.617883	1.678208	2.053841	9.540593	10.829003	4.015458	105.877323	135.064590	20.526165	
22	7.479250	1.838340	2.163095	9.080612	11.103750	3.973520	95.626985	140.797638	19.936212	
23	7.514608	1.895084	2.226256	8.972941	11.197268	3.982594	93.576098	142.919467	19.902246	
24	6.991339	1.948921	2.194452	8.582314	11.290746	3.999433	86.118748	146.219821	20.003584	
25	6.829324	1.967230	2.180722	8.260284	11.264579	3.995950	80.563840	146.184224	19.981408	
26	6.746936	1.906148	2.135908	7.905437	11.195364	3.985757	74.475611	144.768387	20.031716	
27	7.061113	1.934977	2.154285	7.696033	11.162876	3.945339	70.554046	144.504034	19.663930	
28	7.703772	1.988266	2.216756	7.651308	11.206275	3.902772	69.768053	146.019483	19.061735	
29	8.035173	2.026364	2.314976	7.662827	11.355867	3.879948	70.391268	150.188590	18.754260	
30	8.399979	2.417313	2.418401	7.764195	11.460950	3.834701	72.534788	152.372147	18.410619	
31	8.794551	2.972134	2.632190	7.941283	11.539276	3.853825	75.639847	153.795930	18.561832	
32	8.679970	3.371257	2.842384	8.207706	11.572488	3.870960	79.548318	154.109323	18.649926	
33	8.360322	3.702862	2.933253	8.260869	11.598801	3.884959	80.353873	154.538944	18.693504	
34	8.428965	3.974165	3.083122	8.263787	11.564589	3.914351	80.501535	153.782015	18.975420	
35	8.573727	4.295939	3.241880	8.214077	11.606954	3.969883	79.541526	155.408056	19.509373	
36	8.865165	4.659847	3.457074	8.330161	11.630192	3.979301	81.349112	156.468468	19.596070	
37	8.677248	4.809387	3.579945	8.298116	11.687108	3.998802	81.117658	158.143130	19.777064	
38	8.248843	4.918558	3.606622	8.304196	11.746838	3.991196	81.404035	159.609563	19.664855	
39	8.029857	4.907656	3.527423	8.336226	11.723099	3.954990	81.903585	158.735125	19.377892	
40	7.687867	4.799959	3.449556	8.268731	11.693714	3.948087	81.031250	158.107698	19.355298	
41	7.416348	4.667926	3.316000	8.182478	11.694951	3.934045	79.951214	158.129030	19.233298	
42	7.609372	4.534034	3.143913	8.295528	11.658695	3.901283	81.660539	156.817653	18.989890	
43	7.545736	4.545427	3.161019	8.247178	11.645683	3.901168	80.964852	156.315915	19.010922	
44	7.512826	4.691614	3.216452	8.248338	11.656113	3.884759	81.020324	156.492313	18.814863	
45	7.818581	4.814410	3.268464	8.388740	11.627241	3.879488	83.295296	155.800856	18.820103	
46	8.027545	4.758016	3.243130	8.436381	11.599678	3.891831	84.023508	155.382943	18.978826	
47	8.109045	4.736910	3.220222	8.460222	11.665993	3.909987	84.349131	157.481853	19.137358	
48	7.950550	4.640152	3.173038	8.499301	11.702968	3.925883	84.826191	158.643341	19.349605	
49	7.776051	4.610640	3.198299	8.495479	11.764080	3.947722	84.723176	160.256686	19.579365	
50	7.487387	4.655033	3.275194	8.496077	11.856227	3.964804	85.065502	162.560464	19.736172	
51	7.503165	4.715447	3.355702	8.533487	11.874128	3.966089	85.735085	162.806038	19.741537	
52	7.213765	4.800808	3.457015	8.465358	11.911555	3.968765	84.895330	163.598931	19.740705	
53	6.963824	4.835798	3.543339	8.375490	11.966161	3.984584	83.559934	164.873122	19.860609	
54	7.111825	4.851376	3.605881	8.378955	12.009017	4.012682	83.651096	166.006757	20.124049	
55	7.133599	4.985874	3.651500	8.357503	12.037092	4.022627	83.456045	166.616455	20.221738	
56	6.894256	5.134397	3.663711	8.276628	12.047491	4.010991	82.207954	166.808724	20.133494	
57	6.739064	5.248342	3.671340	8.225566	12.002028	3.999838	81.348684	165.743360	20.070506	
58	6.554683	5.355007	3.706832	8.170984	12.019964	4.008933	80.547701	166.431034	20.203114	
59	6.362617	5.450443	3.726216	8.144102	12.020693	4.006698	80.140540	166.400079	20.213184	
60	6.108292	5.360014	3.690632	8.095875	12.010077	3.989637	79.434899	166.363650	20.037620	
61	5.701797	5.252753	3.605777	8.052272	12.029348	3.970407	78.745223	166.767320	19.843296	
62	5.362257	5.107907	3.492741	8.021455	12.004834	3.940370	78.104543	166.088438	19.602667	
63	5.196929	5.019245	3.494861	8.022755	12.031741	3.956700	78.385723	166.850898	19.740578	
